,ISIN,Identifier,Issuer,Maturity,Seniority,Currency,Coupon,Frequency
11288,DE000DZ1J9Z3,de000dz1j9z3-dz-bank-ag-deutsche-zentral-genossenschaftsbank-frankfurt-am-main-1-185-14-21,"DZ BANK AG Deutsche Zentral-Genossenschaftsbank, Frankfurt am Main",2021-12-23,,EUR,1.185,yearly
11289,DE000HLB06B0,de000hlb06b0-landesbank-hessen-thueringen-girozentrale-1-15-14-22,Landesbank Hessen-Thüringen Girozentrale,2022-03-21,,EUR,1.15,yearly
11290,DE000HLB06H7,de000hlb06h7-landesbank-hessen-thueringen-girozentrale-2-55-14-29,Landesbank Hessen-Thüringen Girozentrale,2029-03-19,,EUR,2.55,yearly
11291,DE000HLB06L9,de000hlb06l9-landesbank-hessen-thueringen-girozentrale-1-14-20,Landesbank Hessen-Thüringen Girozentrale,2020-09-21,,EUR,1.0,yearly
11292,DE000HLB06M7,de000hlb06m7-landesbank-hessen-thueringen-girozentrale-1-2-14-22,Landesbank Hessen-Thüringen Girozentrale,2022-09-21,,EUR,1.2,yearly
11293,DE000HLB07D4,de000hlb07d4-landesbank-hessen-thueringen-girozentrale-1-3-14-20,Landesbank Hessen-Thüringen Girozentrale,2020-10-09,,EUR,1.3,yearly
11294,DE000HLB07G7,de000hlb07g7-landesbank-hessen-thueringen-girozentrale-2-45-14-29,Landesbank Hessen-Thüringen Girozentrale,2029-04-16,,EUR,2.45,yearly
11295,DE000HLB07H5,de000hlb07h5-landesbank-hessen-thueringen-girozentrale-1-14-21,Landesbank Hessen-Thüringen Girozentrale,2021-01-25,,EUR,1.0,yearly
11296,DE000HLB07J1,de000hlb07j1-landesbank-hessen-thueringen-girozentrale-1-2-14-22,Landesbank Hessen-Thüringen Girozentrale,2022-07-25,,EUR,1.2,yearly
11297,DE000HLB3SZ8,de000hlb3sz8-landesbank-hessen-thueringen-girozentrale-0-5-18-26,Landesbank Hessen-Thüringen Girozentrale,2026-07-06,,EUR,0.5,quarterly
11298,DE000HLB3TA9,de000hlb3ta9-landesbank-hessen-thueringen-girozentrale-0-7-18-25,Landesbank Hessen-Thüringen Girozentrale,2025-06-18,,EUR,0.7,yearly
11299,DE000HLB3TB7,de000hlb3tb7-landesbank-hessen-thueringen-girozentrale-0-85-18-26,Landesbank Hessen-Thüringen Girozentrale,2026-06-15,,EUR,0.85,yearly
11300,DE000HLB3TC5,de000hlb3tc5-landesbank-hessen-thueringen-girozentrale-1-05-18-27,Landesbank Hessen-Thüringen Girozentrale,2027-06-15,,EUR,1.05,yearly
11301,DE000HLB3TE1,de000hlb3te1-landesbank-hessen-thueringen-girozentrale-0-3-18-22,Landesbank Hessen-Thüringen Girozentrale,2022-11-11,,EUR,0.3,yearly
11302,DE000HLB3TF8,de000hlb3tf8-landesbank-hessen-thueringen-girozentrale-0-35-18-23,Landesbank Hessen-Thüringen Girozentrale,2023-07-11,,EUR,0.35,yearly
11303,DE000HLB3TG6,de000hlb3tg6-landesbank-hessen-thueringen-girozentrale-0-55-18-24,Landesbank Hessen-Thüringen Girozentrale,2024-07-11,,EUR,0.55,yearly
11304,DE000HLB3TH4,de000hlb3th4-landesbank-hessen-thueringen-girozentrale-0-75-18-25,Landesbank Hessen-Thüringen Girozentrale,2025-07-11,,EUR,0.75,yearly
11305,DE000HLB3TJ0,de000hlb3tj0-landesbank-hessen-thueringen-girozentrale-0-9-18-26,Landesbank Hessen-Thüringen Girozentrale,2026-07-13,,EUR,0.9,yearly
11306,DE000HLB3TK8,de000hlb3tk8-landesbank-hessen-thueringen-girozentrale-1-18-27,Landesbank Hessen-Thüringen Girozentrale,2027-07-13,,EUR,1.0,yearly
11307,DE000HLB3TL6,de000hlb3tl6-landesbank-hessen-thueringen-girozentrale-1-1-18-28,Landesbank Hessen-Thüringen Girozentrale,2028-07-11,,EUR,1.1,yearly
11308,DE000HLB3U07,de000hlb3u07-landesbank-hessen-thueringen-girozentrale-0-85-18-26,Landesbank Hessen-Thüringen Girozentrale,2026-10-26,,EUR,0.85,yearly
11309,DE000HLB3U15,de000hlb3u15-landesbank-hessen-thueringen-girozentrale-0-95-18-27,Landesbank Hessen-Thüringen Girozentrale,2027-10-26,,EUR,0.95,yearly
11310,DE000HLB4BM0,de000hlb4bm0-landesbank-hessen-thueringen-girozentrale-0-1-16-20,Landesbank Hessen-Thüringen Girozentrale,2020-12-14,,EUR,0.1,yearly
11311,DE000HLB4BR9,de000hlb4br9-landesbank-hessen-thueringen-girozentrale-0-5-17-27,Landesbank Hessen-Thüringen Girozentrale,2027-01-11,,EUR,0.5,yearly
11312,DE000HLB4BU3,de000hlb4bu3-landesbank-hessen-thueringen-girozentrale-1-17-27,Landesbank Hessen-Thüringen Girozentrale,2027-01-18,,EUR,1.0,yearly
11313,DE000HLB4BV1,de000hlb4bv1-landesbank-hessen-thueringen-girozentrale-0-9-17-26,Landesbank Hessen-Thüringen Girozentrale,2026-01-19,,EUR,0.9,yearly
11314,DE000HLB4BW9,de000hlb4bw9-landesbank-hessen-thueringen-girozentrale-0-75-17-25,Landesbank Hessen-Thüringen Girozentrale,2025-01-20,,EUR,0.75,yearly
11315,DE000HLB4BX7,de000hlb4bx7-landesbank-hessen-thueringen-girozentrale-0-62-17-24,Landesbank Hessen-Thüringen Girozentrale,2024-01-18,,EUR,0.62,yearly
11316,DE000HLB4BY5,de000hlb4by5-landesbank-hessen-thueringen-girozentrale-0-45-17-23,Landesbank Hessen-Thüringen Girozentrale,2023-01-18,,EUR,0.45,yearly
11317,DE000HLB4BZ2,de000hlb4bz2-landesbank-hessen-thueringen-girozentrale-0-3-17-22,Landesbank Hessen-Thüringen Girozentrale,2022-01-18,,EUR,0.3,yearly
11318,DE000HLB4C08,de000hlb4c08-landesbank-hessen-thueringen-girozentrale-0-47-17-23,Landesbank Hessen-Thüringen Girozentrale,2023-02-15,,EUR,0.47,yearly
11319,DE000HLB4C16,de000hlb4c16-landesbank-hessen-thueringen-girozentrale-0-63-17-24,Landesbank Hessen-Thüringen Girozentrale,2024-02-15,,EUR,0.63,yearly
11320,DE000HLB4C24,de000hlb4c24-landesbank-hessen-thueringen-girozentrale-0-77-17-25,Landesbank Hessen-Thüringen Girozentrale,2025-02-17,,EUR,0.77,yearly
11321,DE000HLB4C32,de000hlb4c32-landesbank-hessen-thueringen-girozentrale-0-9-17-26,Landesbank Hessen-Thüringen Girozentrale,2026-02-16,,EUR,0.9,yearly
11322,DE000HLB4C40,de000hlb4c40-landesbank-hessen-thueringen-girozentrale-1-17-27,Landesbank Hessen-Thüringen Girozentrale,2027-02-15,,EUR,1.0,yearly
11323,DE000HLB4C65,de000hlb4c65-landesbank-hessen-thueringen-girozentrale-0-25-17-22,Landesbank Hessen-Thüringen Girozentrale,2022-08-15,,EUR,0.25,yearly
11324,DE000HLB4C73,de000hlb4c73-landesbank-hessen-thueringen-girozentrale-1-5-17-32,Landesbank Hessen-Thüringen Girozentrale,2032-02-23,,EUR,1.5,yearly
11325,DE000HLB4C99,de000hlb4c99-landesbank-hessen-thueringen-girozentrale-0-75-17-31,Landesbank Hessen-Thüringen Girozentrale,2031-02-03,,EUR,0.75,yearly
11326,DE000HLB4CA3,de000hlb4ca3-landesbank-hessen-thueringen-girozentrale-1-575-16-31,Landesbank Hessen-Thüringen Girozentrale,2031-12-08,,EUR,1.575,yearly
11327,DE000HLB4CF2,de000hlb4cf2-landesbank-hessen-thueringen-girozentrale-1-6-17-32,Landesbank Hessen-Thüringen Girozentrale,2032-01-26,,EUR,1.6,yearly
11328,DE000HLB4CU1,de000hlb4cu1-landesbank-hessen-thueringen-girozentrale-0-05-17-21,Landesbank Hessen-Thüringen Girozentrale,2021-01-06,,EUR,0.05,yearly
11329,DE000HLB4CW7,de000hlb4cw7-landesbank-hessen-thueringen-girozentrale-0-5-17-26,Landesbank Hessen-Thüringen Girozentrale,2026-02-09,,EUR,0.5,yearly
11330,DE000HLB4CZ0,de000hlb4cz0-landesbank-hessen-thueringen-girozentrale-0-3-17-22,Landesbank Hessen-Thüringen Girozentrale,2022-02-15,,EUR,0.3,yearly
11331,DE000HLB4D07,de000hlb4d07-landesbank-hessen-thueringen-girozentrale-1-6-17-32,Landesbank Hessen-Thüringen Girozentrale,2032-03-22,,EUR,1.6,yearly
11332,DE000HLB4D56,de000hlb4d56-landesbank-hessen-thueringen-girozentrale-1-5-17-32,Landesbank Hessen-Thüringen Girozentrale,2032-03-30,,EUR,1.5,yearly
11333,DE000HLB4D80,de000hlb4d80-landesbank-hessen-thueringen-girozentrale-0-35-17-22,Landesbank Hessen-Thüringen Girozentrale,2022-04-05,,EUR,0.35,yearly
11334,DE000HLB4D98,de000hlb4d98-landesbank-hessen-thueringen-girozentrale-0-5-17-23,Landesbank Hessen-Thüringen Girozentrale,2023-04-05,,EUR,0.5,yearly
11335,DE000HSH2WA2,de000hsh2wa2-hamburg-commercial-bank-ag-5-35-08-24,Hamburg Commercial Bank AG,2024-12-17,,EUR,5.35,yearly
11336,DE000HV5L0J8,de000hv5l0j8-unicredit-bank-ag-1-7-16-23,UniCredit Bank AG,2023-07-20,,EUR,1.7,yearly
11337,DE000HV5L0K6,de000hv5l0k6-unicredit-bank-ag-3-14-16-21,UniCredit Bank AG,2021-07-20,,EUR,3.14,yearly
11338,DE000HV5L0M2,de000hv5l0m2-unicredit-bank-ag-3-16-21,UniCredit Bank AG,2021-07-20,,USD,3.0,yearly
11339,DE000HV5L0N0,de000hv5l0n0-unicredit-bank-ag-2-5-16-23,UniCredit Bank AG,2023-07-20,,EUR,2.5,yearly
11340,DE000HV5L0Q3,de000hv5l0q3-unicredit-bank-ag-1-4-16-23,UniCredit Bank AG,2023-07-20,,EUR,1.4,yearly
11341,DE000HV5L0X9,de000hv5l0x9-unicredit-bank-ag-1-85-16-23,UniCredit Bank AG,2023-07-11,,EUR,1.85,yearly
11342,DE000HV5L0Y7,de000hv5l0y7-unicredit-bank-ag-1-25-16-23,UniCredit Bank AG,2023-07-20,,EUR,1.25,yearly
11343,DE000HVB13J8,de000hvb13j8-unicredit-bank-ag-4-16-21,UniCredit Bank AG,2021-01-20,,EUR,4.0,yearly
11344,DE000HVB13K6,de000hvb13k6-unicredit-bank-ag-3-5-16-21,UniCredit Bank AG,2021-01-20,,EUR,3.5,yearly
11345,DE000HVB1441,de000hvb1441-unicredit-bank-ag-2-8-16-22,UniCredit Bank AG,2022-07-20,,EUR,2.8,yearly
11346,DE000HVB15Z9,de000hvb15z9-unicredit-bank-ag-3-16-22,UniCredit Bank AG,2022-07-20,,EUR,3.0,yearly
11347,DE000HVB1797,de000hvb1797-unicredit-bank-ag-0-426-16-22,UniCredit Bank AG,2022-01-20,,EUR,0.426,quarterly
11348,DE000LB01VD8,de000lb01vd8-landesbank-baden-wuerttemberg-3-6-15-21,Landesbank Baden-Württemberg,2021-10-13,,EUR,3.6,yearly
11349,DE000LB01VE6,de000lb01ve6-landesbank-baden-wuerttemberg-1-6-15-21,Landesbank Baden-Württemberg,2021-10-13,,EUR,1.6,yearly
11350,DE000LB01VF3,de000lb01vf3-landesbank-baden-wuerttemberg-1-7-15-21,Landesbank Baden-Württemberg,2021-10-13,,EUR,1.7,yearly
11351,DE000LB01VG1,de000lb01vg1-landesbank-baden-wuerttemberg-2-2-15-21,Landesbank Baden-Württemberg,2021-10-13,,EUR,2.2,yearly
11352,DE000LB01VN7,de000lb01vn7-landesbank-baden-wuerttemberg-1-15-25,Landesbank Baden-Württemberg,2025-07-14,,EUR,1.0,yearly
11353,DE000LB01VQ0,de000lb01vq0-landesbank-baden-wuerttemberg-1-9-15-21,Landesbank Baden-Württemberg,2021-10-13,,EUR,1.9,yearly
11354,DE000LB01VS6,de000lb01vs6-landesbank-baden-wuerttemberg-2-5-15-20,Landesbank Baden-Württemberg,2020-10-13,,USD,2.5,yearly
11355,DE000LB01VT4,de000lb01vt4-landesbank-baden-wuerttemberg-2-35-15-20,Landesbank Baden-Württemberg,2020-10-13,,USD,2.35,yearly
11356,DE000LB01VU2,de000lb01vu2-landesbank-baden-wuerttemberg-3-5-15-20,Landesbank Baden-Württemberg,2020-10-13,,EUR,3.5,yearly
11357,DE000LB01VW8,de000lb01vw8-landesbank-baden-wuerttemberg-2-3-15-21,Landesbank Baden-Württemberg,2021-10-13,,EUR,2.3,yearly
11358,DE000LB01VZ1,de000lb01vz1-landesbank-baden-wuerttemberg-1-7-15-21,Landesbank Baden-Württemberg,2021-05-20,,NOK,1.7,yearly
11359,DE000LB01W15,de000lb01w15-landesbank-baden-wuerttemberg-1-15-24,Landesbank Baden-Württemberg,2024-10-14,,EUR,1.0,yearly
11360,DE000LB01W23,de000lb01w23-landesbank-baden-wuerttemberg-1-05-15-24,Landesbank Baden-Württemberg,2024-10-14,,EUR,1.05,yearly
11361,DE000LB01W31,de000lb01w31-landesbank-baden-wuerttemberg-0-3-15-21,Landesbank Baden-Württemberg,2021-06-01,,EUR,0.3,yearly
11362,DE000LB01W49,de000lb01w49-landesbank-baden-wuerttemberg-1-1-15-21,Landesbank Baden-Württemberg,2021-10-13,,EUR,1.1,yearly
11363,DE000LB01W56,de000lb01w56-landesbank-baden-wuerttemberg-2-7-15-23,Landesbank Baden-Württemberg,2023-03-31,,EUR,2.7,yearly
11364,DE000LB01W98,de000lb01w98-landesbank-baden-wuerttemberg-2-2-15-21,Landesbank Baden-Württemberg,2021-10-13,,EUR,2.2,yearly
11365,DE000LB06BZ2,de000lb06bz2-landesbank-baden-wuerttemberg-1-2-15-21,Landesbank Baden-Württemberg,2021-07-13,,EUR,1.2,yearly
11366,DE000LB06C97,de000lb06c97-landesbank-baden-wuerttemberg-1-8-15-24,Landesbank Baden-Württemberg,2024-07-15,,EUR,1.8,yearly
11367,DE000LB06CA3,de000lb06ca3-landesbank-baden-wuerttemberg-1-8-15-22,Landesbank Baden-Württemberg,2022-01-12,,EUR,1.8,yearly
11368,DE000LB06CB1,de000lb06cb1-landesbank-baden-wuerttemberg-1-6-15-24,Landesbank Baden-Württemberg,2024-07-15,,EUR,1.6,yearly
11369,DE000LB06CC9,de000lb06cc9-landesbank-baden-wuerttemberg-1-7-15-24,Landesbank Baden-Württemberg,2024-07-15,,EUR,1.7,yearly
11370,DE000LB06CE5,de000lb06ce5-landesbank-baden-wuerttemberg-1-25-15-21,Landesbank Baden-Württemberg,2021-07-13,,EUR,1.25,yearly
11371,DE000LB06CF2,de000lb06cf2-landesbank-baden-wuerttemberg-0-875-15-25,Landesbank Baden-Württemberg,2025-09-15,,EUR,0.875,yearly
11372,DE000LB06CG0,de000lb06cg0-landesbank-baden-wuerttemberg-1-85-15-22,Landesbank Baden-Württemberg,2022-01-12,,EUR,1.85,yearly
11373,DE000LB06CJ4,de000lb06cj4-landesbank-baden-wuerttemberg-5-15-22,Landesbank Baden-Württemberg,2022-01-12,,EUR,5.0,yearly
11374,DE000LB06CK2,de000lb06ck2-landesbank-baden-wuerttemberg-1-85-15-22,Landesbank Baden-Württemberg,2022-01-12,,EUR,1.85,yearly
11375,DE000LB06CL0,de000lb06cl0-landesbank-baden-wuerttemberg-2-7-15-22,Landesbank Baden-Württemberg,2022-01-12,,EUR,2.7,yearly
11376,DE000LB06CN6,de000lb06cn6-landesbank-baden-wuerttemberg-1-45-15-24,Landesbank Baden-Württemberg,2024-07-15,,EUR,1.45,yearly
11377,DE000LB06CP1,de000lb06cp1-landesbank-baden-wuerttemberg-1-75-15-24,Landesbank Baden-Württemberg,2024-07-15,,EUR,1.75,yearly
11378,DE000LB06CQ9,de000lb06cq9-landesbank-baden-wuerttemberg-2-15-15-21,Landesbank Baden-Württemberg,2021-01-12,,EUR,2.15,yearly
11379,DE000LB06CR7,de000lb06cr7-landesbank-baden-wuerttemberg-1-85-15-20,Landesbank Baden-Württemberg,2020-10-28,,USD,1.85,yearly
11380,DE000LB06CU1,de000lb06cu1-landesbank-baden-wuerttemberg-0-5-15-21,Landesbank Baden-Württemberg,2021-10-28,,EUR,0.5,yearly
11381,DE000LB06CV9,de000lb06cv9-landesbank-baden-wuerttemberg-2-15-15-22,Landesbank Baden-Württemberg,2022-01-12,,EUR,2.15,yearly
11382,DE000LB06CW7,de000lb06cw7-landesbank-baden-wuerttemberg-1-6-15-22,Landesbank Baden-Württemberg,2022-01-12,,EUR,1.6,yearly
11383,DE000LB06CX5,de000lb06cx5-landesbank-baden-wuerttemberg-1-95-15-22,Landesbank Baden-Württemberg,2022-01-12,,EUR,1.95,yearly
11384,DE000LB06CY3,de000lb06cy3-landesbank-baden-wuerttemberg-3-2-15-22,Landesbank Baden-Württemberg,2022-01-12,,EUR,3.2,yearly
11385,DE000LB06D05,de000lb06d05-landesbank-baden-wuerttemberg-2-75-15-21,Landesbank Baden-Württemberg,2021-01-12,,USD,2.75,yearly
11386,DE000LB06D13,de000lb06d13-landesbank-baden-wuerttemberg-2-45-15-21,Landesbank Baden-Württemberg,2021-01-12,,USD,2.45,yearly
11387,DE000LB06D39,de000lb06d39-landesbank-baden-wuerttemberg-0-6-15-22,Landesbank Baden-Württemberg,2022-03-23,,EUR,0.6,yearly
11388,DE000LB06D47,de000lb06d47-landesbank-baden-wuerttemberg-1-6-15-24,Landesbank Baden-Württemberg,2024-07-15,,EUR,1.6,yearly
11389,DE000LB06D54,de000lb06d54-landesbank-baden-wuerttemberg-1-7-15-24,Landesbank Baden-Württemberg,2024-07-15,,EUR,1.7,yearly
11390,DE000LB06D62,de000lb06d62-landesbank-baden-wuerttemberg-2-1-15-22,Landesbank Baden-Württemberg,2022-01-12,,EUR,2.1,yearly
11391,DE000LB06D70,de000lb06d70-landesbank-baden-wuerttemberg-2-5-15-21,Landesbank Baden-Württemberg,2021-01-12,,USD,2.5,yearly
11392,DE000LB06DA1,de000lb06da1-landesbank-baden-wuerttemberg-1-4-15-24,Landesbank Baden-Württemberg,2024-07-15,,EUR,1.4,yearly
11393,DE000LB06DC7,de000lb06dc7-landesbank-baden-wuerttemberg-0-6-15-21,Landesbank Baden-Württemberg,2021-11-25,,EUR,0.6,yearly
11394,DE000LB06DD5,de000lb06dd5-landesbank-baden-wuerttemberg-1-8-15-20,Landesbank Baden-Württemberg,2020-11-25,,USD,1.8,yearly
11395,DE000LB06DE3,de000lb06de3-landesbank-baden-wuerttemberg-0-25-15-21,Landesbank Baden-Württemberg,2021-10-26,,EUR,0.25,yearly
11396,DE000LB06DG8,de000lb06dg8-landesbank-baden-wuerttemberg-1-9-15-22,Landesbank Baden-Württemberg,2022-01-12,,EUR,1.9,yearly
11397,DE000LB06DH6,de000lb06dh6-landesbank-baden-wuerttemberg-2-65-15-22,Landesbank Baden-Württemberg,2022-01-12,,EUR,2.65,yearly
11398,DE000LB0KW26,de000lb0kw26-landesbank-baden-wuerttemberg-3-12-21,Landesbank Baden-Württemberg,2021-05-31,,EUR,3.0,yearly
11399,DE000LB0KW59,de000lb0kw59-landesbank-baden-wuerttemberg-0-413-12-22,Landesbank Baden-Württemberg,2022-02-01,,EUR,0.413,semiannual
11400,DE000LB0YJG1,de000lb0yjg1-landesbank-baden-wuerttemberg-2-5-14-21,Landesbank Baden-Württemberg,2021-09-22,,USD,2.5,yearly
11401,DE000LB0YJH9,de000lb0yjh9-landesbank-baden-wuerttemberg-4-3-14-21,Landesbank Baden-Württemberg,2021-01-12,,EUR,4.3,yearly
11402,DE000LB0YJK3,de000lb0yjk3-landesbank-baden-wuerttemberg-3-15-14-21,Landesbank Baden-Württemberg,2021-01-12,,EUR,3.15,yearly
11403,DE000LB0YJL1,de000lb0yjl1-landesbank-baden-wuerttemberg-2-3-14-21,Landesbank Baden-Württemberg,2021-01-12,,EUR,2.3,yearly
11404,DE000LB13JC0,de000lb13jc0-landesbank-baden-wuerttemberg-1-3-20-22,Landesbank Baden-Württemberg,2022-02-11,,USD,1.3,yearly
11405,DE000LB13JD8,de000lb13jd8-landesbank-baden-wuerttemberg-0-75-20-23,Landesbank Baden-Württemberg,2023-02-13,,AUD,0.75,yearly
11406,DE000LB13JE6,de000lb13je6-landesbank-baden-wuerttemberg-0-2-20-27,Landesbank Baden-Württemberg,2027-02-11,False,EUR,0.2,yearly
11407,DE000LB13JF3,de000lb13jf3-landesbank-baden-wuerttemberg-0-3-20-30,Landesbank Baden-Württemberg,2030-02-11,,EUR,0.3,yearly
11408,DE000LB13JG1,de000lb13jg1-landesbank-baden-wuerttemberg-0-01-20-24,Landesbank Baden-Württemberg,2024-02-12,False,EUR,0.01,yearly
11409,DE000LB13JH9,de000lb13jh9-landesbank-baden-wuerttemberg-0-05-20-25,Landesbank Baden-Württemberg,2025-02-05,False,EUR,0.05,yearly
11410,DE000LB13JJ5,de000lb13jj5-landesbank-baden-wuerttemberg-0-1-20-26,Landesbank Baden-Württemberg,2026-02-12,False,EUR,0.1,yearly
11411,DE000LB13JK3,de000lb13jk3-landesbank-baden-wuerttemberg-0-3-20-28,Landesbank Baden-Württemberg,2028-02-14,False,EUR,0.3,yearly
11412,DE000LB13JL1,de000lb13jl1-landesbank-baden-wuerttemberg-0-3-20-29,Landesbank Baden-Württemberg,2029-02-12,False,EUR,0.3,yearly
11413,DE000LB13JM9,de000lb13jm9-landesbank-baden-wuerttemberg-0-4-20-32,Landesbank Baden-Württemberg,2032-02-12,False,EUR,0.4,yearly
11414,DE000LB13JN7,de000lb13jn7-landesbank-baden-wuerttemberg-0-55-20-35,Landesbank Baden-Württemberg,2035-02-12,False,EUR,0.55,yearly
11415,DE000LB13JP2,de000lb13jp2-landesbank-baden-wuerttemberg-0-64-20-30,Landesbank Baden-Württemberg,2030-01-21,False,EUR,0.64,yearly
11416,DE000LB13JR8,de000lb13jr8-landesbank-baden-wuerttemberg-1-75-20-22,Landesbank Baden-Württemberg,2022-01-28,,PLN,1.75,yearly
11417,DE000LB13KC8,de000lb13kc8-landesbank-baden-wuerttemberg-0-2-20-28,Landesbank Baden-Württemberg,2028-03-24,False,EUR,0.2,yearly
11418,DE000LB13KD6,de000lb13kd6-landesbank-baden-wuerttemberg-0-2-20-30,Landesbank Baden-Württemberg,2030-03-25,False,EUR,0.2,yearly
11419,DE000LBW2RS8,de000lbw2rs8-landesbank-baden-wuerttemberg-0-447-09-24,Landesbank Baden-Württemberg,2024-01-12,,EUR,0.447,yearly
11420,DE000NLB1DB7,de000nlb1db7-norddeutsche-landesbank-girozentrale-1-14-22,Norddeutsche Landesbank -Girozentrale-,2022-09-24,,EUR,1.0,quarterly
11421,DE000NLB1E80,de000nlb1e80-norddeutsche-landesbank-girozentrale-3-5-10-22,Norddeutsche Landesbank -Girozentrale-,2022-12-30,,EUR,3.5,yearly
11422,DE000NLB2500,de000nlb2500-norddeutsche-landesbank-girozentrale-0-5-18-22,Norddeutsche Landesbank -Girozentrale-,2022-07-26,,EUR,0.5,yearly
11423,DE000NLB2518,de000nlb2518-norddeutsche-landesbank-girozentrale-0-7-18-23,Norddeutsche Landesbank -Girozentrale-,2023-07-26,,EUR,0.7,yearly
11424,DE000NLB2526,de000nlb2526-norddeutsche-landesbank-girozentrale-0-9-18-24,Norddeutsche Landesbank -Girozentrale-,2024-07-26,,EUR,0.9,yearly
11425,DE000NLB2534,de000nlb2534-norddeutsche-landesbank-girozentrale-1-125-18-25,Norddeutsche Landesbank -Girozentrale-,2025-07-25,,EUR,1.125,yearly
11426,DE000NLB2542,de000nlb2542-norddeutsche-landesbank-girozentrale-1-25-18-26,Norddeutsche Landesbank -Girozentrale-,2026-07-24,,EUR,1.25,yearly
11427,DE000NLB2559,de000nlb2559-norddeutsche-landesbank-girozentrale-1-375-18-27,Norddeutsche Landesbank -Girozentrale-,2027-07-26,,EUR,1.375,yearly
11428,DE000NLB2567,de000nlb2567-norddeutsche-landesbank-girozentrale-1-5-18-28,Norddeutsche Landesbank -Girozentrale-,2028-07-26,,EUR,1.5,yearly
11429,DE000NLB2575,de000nlb2575-norddeutsche-landesbank-girozentrale-1-65-18-29,Norddeutsche Landesbank -Girozentrale-,2029-07-26,,EUR,1.65,yearly
11430,DE000NLB2583,de000nlb2583-norddeutsche-landesbank-girozentrale-1-75-18-30,Norddeutsche Landesbank -Girozentrale-,2030-07-26,,EUR,1.75,yearly
11431,DE000NLB2591,de000nlb2591-norddeutsche-landesbank-girozentrale-1-18-25,Norddeutsche Landesbank -Girozentrale-,2025-08-28,,EUR,1.0,yearly
11432,DE000NLB62D7,de000nlb62d7-norddeutsche-landesbank-girozentrale-0-794-11-21,Norddeutsche Landesbank -Girozentrale-,2021-04-14,,EUR,0.794,semiannual
11433,DE000NLB87N3,de000nlb87n3-norddeutsche-landesbank-girozentrale-0-35-17-22,Norddeutsche Landesbank -Girozentrale-,2022-01-24,,EUR,0.35,quarterly
11434,DE000NLB87R4,de000nlb87r4-norddeutsche-landesbank-girozentrale-0-5-17-23,Norddeutsche Landesbank -Girozentrale-,2023-08-07,,EUR,0.5,quarterly
11435,DE000NLB87T0,de000nlb87t0-norddeutsche-landesbank-girozentrale-0-85-17-24,Norddeutsche Landesbank -Girozentrale-,2024-01-19,,EUR,0.85,yearly
11436,DE000NLB87W4,de000nlb87w4-norddeutsche-landesbank-girozentrale-1-1-17-27,Norddeutsche Landesbank -Girozentrale-,2027-02-01,,EUR,1.1,yearly
11437,DE000NLB87Y0,de000nlb87y0-norddeutsche-landesbank-girozentrale-0-85-17-25,Norddeutsche Landesbank -Girozentrale-,2025-02-07,,EUR,0.85,yearly
11438,DE000NLB8804,de000nlb8804-norddeutsche-landesbank-girozentrale-1-25-17-28,Norddeutsche Landesbank -Girozentrale-,2028-03-01,,EUR,1.25,yearly
11439,DE000NLB8812,de000nlb8812-norddeutsche-landesbank-girozentrale-0-5-17-22,Norddeutsche Landesbank -Girozentrale-,2022-02-02,,EUR,0.5,quarterly
11440,DE000NLB8895,de000nlb8895-norddeutsche-landesbank-girozentrale-1-75-17-27,Norddeutsche Landesbank -Girozentrale-,2027-02-03,,EUR,1.75,yearly
11441,DE000NLB88G5,de000nlb88g5-norddeutsche-landesbank-girozentrale-0-75-17-23,Norddeutsche Landesbank -Girozentrale-,2023-01-20,,EUR,0.75,yearly
11442,DE000NLB88J9,de000nlb88j9-norddeutsche-landesbank-girozentrale-0-5-17-21,Norddeutsche Landesbank -Girozentrale-,2021-02-22,,EUR,0.5,yearly
11443,DE000NLB88K7,de000nlb88k7-norddeutsche-landesbank-girozentrale-0-875-17-24,Norddeutsche Landesbank -Girozentrale-,2024-02-22,,EUR,0.875,yearly
11444,DE000NLB88L5,de000nlb88l5-norddeutsche-landesbank-girozentrale-1-25-17-29,Norddeutsche Landesbank -Girozentrale-,2029-02-21,,EUR,1.25,yearly
11445,DE000NLB88N1,de000nlb88n1-norddeutsche-landesbank-girozentrale-1-5-17-32,Norddeutsche Landesbank -Girozentrale-,2032-02-23,,EUR,1.5,yearly
11446,DE000NLB8EJ3,de000nlb8ej3-norddeutsche-landesbank-girozentrale-1-5-14-26,Norddeutsche Landesbank -Girozentrale-,2026-10-28,,EUR,1.5,yearly
11447,DE000NLB8EM7,de000nlb8em7-norddeutsche-landesbank-girozentrale-2-14-29,Norddeutsche Landesbank -Girozentrale-,2029-10-15,,EUR,2.0,yearly
11448,DE000NLB8ER6,de000nlb8er6-norddeutsche-landesbank-girozentrale-1-5-14-28,Norddeutsche Landesbank -Girozentrale-,2028-11-27,,EUR,1.5,yearly
11449,DE000NLB8EY2,de000nlb8ey2-norddeutsche-landesbank-girozentrale-0-000-14-24,Norddeutsche Landesbank -Girozentrale-,2024-11-18,,EUR,,semiannual
11450,DE000NLB8F25,de000nlb8f25-norddeutsche-landesbank-girozentrale-0-75-15-23,Norddeutsche Landesbank -Girozentrale-,2023-09-01,,EUR,0.75,quarterly
