Identifier,ISIN,Issuer,Currency,Coupon,Maturity,Frequency,Special_Coupon_Type
philip_morris_internat_incdl-notes_201717-27-Bond-2027-us718172cb38,US718172CB38,Philip Morris International Inc.,USD,3.125%,8/17/2027,2.0,
philip_morris_internat_incdl-notes_202020-25-Bond-2025-us718172cn75,US718172CN75,Philip Morris International Inc.,USD,1.500%,5/1/2025,2.0,
philip_morris_internat_incdl-notes_201616-26-Bond-2026-us718172bt54,US718172BT54,Philip Morris International Inc.,USD,2.750%,2/25/2026,2.0,
philip_morris_internat_incdl-notes_201424-Bond-2024-us718172bm02,US718172BM02,Philip Morris International Inc.,USD,3.250%,11/10/2024,2.0,
philippine_national_bankdl-medium-term_notes_201924-Bond-2024-xs2016149960,XS2016149960,Philippine National Bank,USD,3.280%,9/27/2024,2.0,
10_625-philippinen-republik-der-Bond-2025-us718286ap29,US718286AP29,"Philippinen, Republik der",USD,10.625%,3/16/2025,2.0,
philippinendl-bonds_201828-Bond-2028-us718286cc97,US718286CC97,"Philippinen, Republik der",USD,3.000%,2/1/2028,2.0,
9_500-philippinen-republik-der-Bond-2024-us718286al15,US718286AL15,"Philippinen, Republik der",USD,9.500%,10/21/2024,2.0,
7_500-philippinen-republik-der-Bond-2024-us718286bc07,US718286BC07,"Philippinen, Republik der",USD,7.500%,9/25/2024,2.0,
philippinendl-bonds_201424-Bond-2024-us718286by27,US718286BY27,"Philippinen, Republik der",USD,4.200%,1/21/2024,2.0,
9_500-philippinen-republik-der-Bond-2030-us718286ay36,US718286AY36,"Philippinen, Republik der",USD,9.500%,2/2/2030,2.0,
philippinendl-bonds_201929-Bond-2029-us718286cg02,US718286CG02,"Philippinen, Republik der",USD,3.750%,1/14/2029,2.0,
5_500-philippinen-republik-der-Bond-2026-us718286bn61,US718286BN61,"Philippinen, Republik der",USD,5.500%,3/30/2026,2.0,
phillips_66dl-notes_202020-25-Bond-2025-us718546av68,US718546AV68,Phillips 66,USD,3.850%,4/9/2025,2.0,
phillips_66dl-notes_201818-28-Bond-2028-us718546ar56,US718546AR56,Phillips 66,USD,3.900%,3/15/2028,2.0,
phillips_66_partners_lpdl-notes_201616-26-Bond-2026-us718549ad00,US718549AD00,Phillips 66 Partners LP,USD,3.550%,10/1/2026,2.0,
phillips_66_partners_lpdl-notes_201717-28-Bond-2028-us718549af57,US718549AF57,Phillips 66 Partners LP,USD,3.750%,3/1/2028,2.0,
phillips_66_partners_lpdl-notes_201515-25-Bond-2025-us718549ab44,US718549AB44,Phillips 66 Partners LP,USD,3.605%,2/15/2025,2.0,
5_375-phoenix-group-holdings-Bond-2027-xs1639849204,XS1639849204,Phoenix Group Holdings PLC,USD,5.375%,7/6/2027,2.0,
phosagro_bond_funding_dacdl-lptnts_2020-25phosregs-Bond-2025-xs2099039542,XS2099039542,PhosAgro Bond Funding DAC,USD,3.050%,1/23/2025,2.0,
physicians_realty_lpdl-notes_201717-28-Bond-2028-us71951qab86,US71951QAB86,Physicians Realty L.P.,USD,3.950%,1/15/2028,2.0,
piedmont_natural_gas_co_incdl-notes_201919-29-Bond-2029-us720186al95,US720186AL95,Piedmont Natural Gas Co. Inc.,USD,3.500%,6/1/2029,2.0,
pilgrims_pride_corpdl-notes_201515-25_144a-Bond-2025-us72147kac27,US72147KAC27,Pilgrim's Pride Corp.,USD,5.750%,3/15/2025,2.0,
pilgrims_pride_corpdl-notes_201717-27_regs-Bond-2027-usu72068ad89,USU72068AD89,Pilgrim's Pride Corp.,USD,5.875%,9/30/2027,2.0,
pilgrims_pride_corpdl-notes_201515-25_regs-Bond-2025-usu72068ab24,USU72068AB24,Pilgrim's Pride Corp.,USD,5.750%,3/15/2025,2.0,
7_200-pioneer-natural-resources-Bond-2028-us723787ab37,US723787AB37,Pioneer Natural Resources Co.,USD,7.200%,1/15/2028,2.0,
pisces_midco_incdl-notes_201821-26_144a-Bond-2026-us72431paa03,US72431PAA03,Pisces Midco Inc.,,8.000%,4/15/2026,2.0,
pisces_midco_incdl-notes_201821-26_regs-Bond-2026-usu72398aa59,USU72398AA59,Pisces Midco Inc.,USD,8.000%,4/15/2026,2.0,
pitney-bowes_incdl-notes_201414-24-Bond-2024-us724479aj97,US724479AJ97,Pitney-Bowes Inc.,USD,4.625%,3/15/2024,2.0,
plains_all_amplp-fincorpdl-notes_201515-25-Bond-2025-us72650rbj05,US72650RBJ05,Plains All American Pipeline L.P./Plains All American Finance Corp.,USD,4.650%,10/15/2025,2.0,
plains_all_amplp-fincorpdl-notes_201313-23-Bond-2023-us72650rbd35,US72650RBD35,Plains All American Pipeline L.P./Plains All American Finance Corp.,USD,3.850%,10/15/2023,2.0,
plastipak_holdings_incdl-notes_201717-25_regs-Bond-2025-usu72630af03,USU72630AF03,Plastipak Holdings Inc.,USD,6.250%,10/15/2025,2.0,
dl-flr_bonds_201316-25_a-Bond-2025-no0010680150,NO0010680150,Polarcus Ltd.,USD,5.000%,1/1/2025,2.0,
polen-_republikdl-notes_201424-Bond-2024-us857524ac63,US857524AC63,"Polen, Republik",USD,4.000%,1/22/2024,2.0,
polen-_republikdl-notes_201626-Bond-2026-us731011au68,US731011AU68,"Polen, Republik",USD,3.250%,4/6/2026,2.0,
poly_real_estate_finance-Bond-2023-xs1873112764,XS1873112764,Poly Developments and Holdings Group Co. Ltd.,USD,4.750%,9/17/2023,2.0,
dl-bonds_201818-24_regs-Bond-2024-xs1713474325,XS1713474325,Polyus Finance PLC,USD,4.700%,1/29/2024,2.0,
portugal-_republikdl-med-term_nts_201424regs-Bond-2024-xs1085735899,XS1085735899,"Portugal, Republik",USD,5.125%,10/15/2024,2.0,
poseidon_finance_1dl-zo_exchbds_201825-Bond-2025-xs1759625491,XS1759625491,Poseidon Finance 1 Ltd.,USD,,2/1/2025,,no interest deduction
post_holdings_incdl-notes_201717-27regs_tr2-Bond-2027-usu7318uam46,USU7318UAM46,Post Holdings Inc.,USD,5.750%,3/1/2027,2.0,
post_holdings_incdl-notes_201616-26_regs-Bond-2026-usu7318uaj17,USU7318UAJ17,Post Holdings Inc.,USD,5.000%,8/15/2026,2.0,
post_holdings_incdl-notes_201717-28_regs-Bond-2028-usu7318uan29,USU7318UAN29,Post Holdings Inc.,USD,5.625%,1/15/2028,2.0,
potash_corp_of_saskatch_incdl-notes_201414-24-Bond-2024-us73755lal18,US73755LAL18,Potash Corp. of Saskatchewan Inc.,USD,3.625%,3/15/2024,2.0,
potash_corp_of_saskatch_incdl-notes_201515-25-Bond-2025-us73755lam90,US73755LAM90,Potash Corp. of Saskatchewan Inc.,USD,3.000%,4/1/2025,2.0,
potomac_electric_power_codl-bonds_201414-24-Bond-2024-us737679dg22,US737679DG22,Potomac Electric Power Co.,USD,3.600%,3/15/2024,2.0,
power_finance_corpdl-med-term_nts_202030regs-Bond-2030-us73928rab24,US73928RAB24,Power Finance Corp. Ltd.,USD,3.950%,4/23/2030,2.0,
power_finance_corpdl-medium-term_notes_201727-Bond-2027-xs1725342288,XS1725342288,Power Finance Corp. Ltd.,USD,3.750%,12/6/2027,2.0,
power_finance_corpdl-medium-term_notes_201828-Bond-2028-xs1864036576,XS1864036576,Power Finance Corp. Ltd.,USD,5.250%,8/10/2028,2.0,
power_finance_corpdl-medium-term_nts_201929-Bond-2029-xs2051369671,XS2051369671,Power Finance Corp. Ltd.,USD,3.900%,9/16/2029,2.0,
7_390-power-sector-assets-liabilities-management-psalm-Bond-2024-usy7083vad11,USY7083VAD11,Power Sector Assets & Liabilities Management Corp.-PSALM,USD,7.390%,12/2/2024,2.0,
praxair_incdl-notes_201515-26-Bond-2026-us74005pbq63,US74005PBQ63,Praxair Inc.,USD,3.200%,1/30/2026,2.0,
precision_castparts_corpdl-notes_201515-25-Bond-2025-us740189am73,US740189AM73,Precision Castparts Corp.,USD,3.250%,6/15/2025,2.0,
precision_drilling_corpdl-notes_201515-24-Bond-2024-us74022daj90,US74022DAJ90,Precision Drilling Corp.,USD,5.250%,11/15/2024,2.0,
precision_drilling_corpdl-notes_201717-26_regs-Bond-2026-usc7467xag00,USC7467XAG00,Precision Drilling Corp.,USD,7.125%,1/15/2026,2.0,
pricoa_global_funding_idl-notes_201823_regs-Bond-2023-usu7410lea36,USU7410LEA36,Pricoa Global Funding I,USD,3.450%,9/1/2023,2.0,
principal_financial_group_incdl-notes_201919-29-Bond-2029-us74251var33,US74251VAR33,Principal Financial Group Inc.,USD,3.700%,5/15/2029,2.0,
principal_financial_group_incdl-notes_201515-25-Bond-2025-us74251vak89,US74251VAK89,Principal Financial Group Inc.,USD,3.400%,5/15/2025,2.0,
6_625-progressive-ohio-Bond-2029-us743315aj20,US743315AJ20,Progressive Corp. [Ohio],USD,6.625%,3/1/2029,2.0,
progressive_corpdl-notes_201818-29-Bond-2029-us743315av57,US743315AV57,Progressive Corp. [Ohio],USD,4.000%,3/1/2029,2.0,
prologis_lpdl-notes_201313-23-Bond-2023-us74340xaw11,US74340XAW11,Prologis L.P.,USD,4.250%,8/15/2023,2.0,
prologis_lpdl-notes_201818-28-Bond-2028-us74340xbh35,US74340XBH35,Prologis L.P.,USD,3.875%,9/15/2028,2.0,
prologis_lpdl-notes_202020-27-Bond-2027-us74340xbn03,US74340XBN03,Prologis L.P.,USD,2.125%,4/15/2027,2.0,
prologis_lpdl-notes_202020-30-Bond-2030-us74340xbm20,US74340XBM20,Prologis L.P.,USD,2.250%,4/15/2030,2.0,
prologis_lpdl-notes_201515-25-Bond-2025-us74340xbe04,US74340XBE04,Prologis L.P.,USD,3.750%,11/1/2025,2.0,
prosperous_raydl-notes_201323-Bond-2023-xs0991743401,XS0991743401,Prosperous Ray Ltd.,USD,4.625%,11/12/2023,2.0,
prosus_nv-Bond-2027-usn5946fad98,USN5946FAD98,Prosus N.V.,USD,4.850%,7/6/2027,2.0,
dl-notes_202020-30_regs-Bond-2030-usn7163raa16,USN7163RAA16,Prosus N.V.,USD,3.680%,1/21/2030,2.0,
protective_life_corpdl-notes_201818-28_regs-Bond-2028-usu7431hab97,USU7431HAB97,Protective Life Corp.,USD,4.300%,9/30/2028,2.0,
proven_glory_capitaldl-med-term_notes_201717-27-Bond-2027-xs1567423766,XS1567423766,Proven Glory Capital Ltd.,USD,4.000%,2/21/2027,2.0,
proven_honour_capitaldl-bonds_201525-Bond-2025-xs1233275194,XS1233275194,Proven Honour Capital Ltd.,USD,4.125%,5/19/2025,2.0,
proven_honour_capitaldl-bonds_201616-26-Bond-2026-xs1401816761,XS1401816761,Proven Honour Capital Ltd.,USD,4.125%,5/6/2026,2.0,
dl-bonos_201619-26-Bond-2026-arpcdb320099,ARPCDB320099,Provincia de Córdoba,USD,7.125%,10/27/2026,4.0,
córdoba-_provincia_dedl-nts_201717-24_144a-Bond-2024-us74408dad66,US74408DAD66,Provincia de Córdoba,USD,7.450%,9/1/2024,2.0,
córdoba-_provincia_dedl-nts_201717-27_144a-Bond-2027-us74408dae40,US74408DAE40,Provincia de Córdoba,,7.125%,8/1/2027,2.0,
córdoba-_provincia_dedl-nts_201717-24_regs-Bond-2024-usp79171ae79,USP79171AE79,Provincia de Córdoba,USD,7.450%,9/1/2024,2.0,
córdoba-_provincia_dedl-nts_201717-27_regs-Bond-2027-usp79171af45,USP79171AF45,Provincia de Córdoba,USD,7.125%,8/1/2027,2.0,
dl-notes_201723-25_regs-Bond-2025-usp37341aa50,USP37341AA50,Provincia de Entre Ríos,USD,8.750%,2/8/2025,2.0,
chubut-_provincia_del-Bond-2026-us17127laa35,US17127LAA35,Provincia del Chubut,,7.750%,7/26/2026,4.0,
chubut-_provincia_del-Bond-2026-usp25619ab67,USP25619AB67,Provincia del Chubut,USD,7.750%,7/26/2026,4.0,
prudential_financial_incdl-med-term_notes_201414-24-Bond-2024-us74432qbz72,US74432QBZ72,Prudential Financial Inc.,USD,3.500%,5/15/2024,2.0,
prudential_financial_incdl-med-term_notes_202020-30-Bond-2030-us74432qcg82,US74432QCG82,Prudential Financial Inc.,USD,2.100%,3/10/2030,2.0,
prudential_financial_incdl-med-term_notes_202020-26-Bond-2026-us74432qch65,US74432QCH65,Prudential Financial Inc.,USD,1.500%,3/10/2026,2.0,
prudential_financial_incdl-med-term_notes_201818-28-Bond-2028-us74432qcc78,US74432QCC78,Prudential Financial Inc.,USD,3.878%,3/27/2028,2.0,
prudential_plcdl-notes_202030-Bond-2030-us74435kaa34,US74435KAA34,Prudential PLC,USD,3.125%,4/14/2030,2.0,
pjsc_sovcombankdl-bds_1829_41400963b-Bond-2029-ru000a0zywz2,RU000A0ZYWZ2,Public Joint-Stock Company 'Sovcombank',USD,8.250%,2/21/2029,2.0,
public_service_co_of_coloradodl-bonds_201818-28-Bond-2028-us744448cp44,US744448CP44,Public Service Co. of Colorado,USD,3.700%,6/15/2028,2.0,
public_service_elec_gas_codl-med-term_nts_201616-26-Bond-2026-us74456qbr65,US74456QBR65,Public Service Electric & Gas Co.,USD,2.250%,9/15/2026,2.0,
public_service_elec_gas_codl-med-term_nts_201414-24-Bond-2024-us74456qbh83,US74456QBH83,Public Service Electric & Gas Co.,USD,3.150%,8/15/2024,2.0,
public_service_elec_gas_codl-med-term_nts_201818-23-Bond-2023-us74456qbw50,US74456QBW50,Public Service Electric & Gas Co.,USD,3.250%,9/1/2023,2.0,
public_service_elec_gas_codl-med-term_nts_201818-28-Bond-2028-us74456qbu94,US74456QBU94,Public Service Electric & Gas Co.,USD,3.700%,5/1/2028,2.0,
public_service_elec_gas_codl-med-term_nts_202020-30-Bond-2030-us74456qcb05,US74456QCB05,Public Service Electric & Gas Co.,USD,2.450%,1/15/2030,2.0,
public_service_elec_gas_codl-med-term_nts_201313-24-Bond-2024-us74456qbd79,US74456QBD79,Public Service Electric & Gas Co.,USD,3.750%,3/15/2024,2.0,
public_service_ent_group_incdl-notes_201919-24-Bond-2024-us744573an60,US744573AN60,Public Service Enterprise Group Inc.,USD,2.875%,6/15/2024,2.0,
public_storagedl-notes_201717-27-Bond-2027-us74460dac39,US74460DAC39,Public Storage,USD,3.094%,9/15/2027,2.0,
public_storagedl-notes_201919-29-Bond-2029-us74460dad12,US74460DAD12,Public Storage,USD,3.385%,5/1/2029,2.0,
pulte_group_incdl-notes_201616-26-Bond-2026-us745867aw12,US745867AW12,Pulte Group Inc.,USD,5.500%,3/1/2026,2.0,
pulte_group_incdl-notes_201616-27-Bond-2027-us745867ax94,US745867AX94,Pulte Group Inc.,USD,5.000%,1/15/2027,2.0,
puma_international_financing_sdl-notes_201717-24_regs-Bond-2024-xs1696810669,XS1696810669,Puma International Financing S.A.,USD,5.125%,10/6/2024,2.0,
puma_international_financing_sdl-notes_201717-24_144a-Bond-2024-xs1696810743,XS1696810743,Puma International Financing S.A.,USD,5.125%,10/6/2024,2.0,
puma_international_financing_sdl-notes_201818-26_regs-Bond-2026-xs1751117604,XS1751117604,Puma International Financing S.A.,USD,5.000%,1/24/2026,2.0,
qep_resources_incdl-notes_201717-26-Bond-2026-us74733vad29,US74733VAD29,QEP Resources Inc.,USD,5.625%,3/1/2026,2.0,
qiib_senior_sukukdl-medium-term_notes_201924-Bond-2024-xs1959301471,XS1959301471,QIIB Senior Sukuk Ltd.,USD,4.264%,3/5/2024,2.0,
qnb_financedl-medium-term_notes_202027-Bond-2027-xs2114850949,XS2114850949,QNB Finance Ltd.,USD,2.750%,2/12/2027,2.0,
qnb_financedl-medium-term_notes_201924-Bond-2024-xs1970690829,XS1970690829,QNB Finance Ltd.,USD,3.500%,3/28/2024,2.0,
qnb_financedl-medium-term_notes_202025-Bond-2025-xs2162033729,XS2162033729,QNB Finance Ltd.,USD,2.625%,5/12/2025,2.0,
dl-med-term_nts_201924regs-Bond-2024-xs1959391019,XS1959391019,QNB Finansbank AS [Finansbank],USD,6.875%,9/7/2024,2.0,
qualcomm_incdl-notes_201717-24-Bond-2024-us747525at09,US747525AT09,QUALCOMM Inc.,USD,2.900%,5/20/2024,2.0,
qualcomm_incdl-notes_202020-30-Bond-2030-us747525bk80,US747525BK80,QUALCOMM Inc.,USD,2.150%,5/20/2030,2.0,
qualcomm_incdl-notes_201515-25-Bond-2025-us747525af05,US747525AF05,QUALCOMM Inc.,USD,3.450%,5/20/2025,2.0,
qualcomm_incdl-notes_201717-27-Bond-2027-us747525au71,US747525AU71,QUALCOMM Inc.,USD,3.250%,5/20/2027,2.0,
dl-exchangeable_notes_201723-Bond-2023-xs1682511818,XS1682511818,Qiagen N.V.,USD,0.500%,9/13/2023,2.0,
qiagen_nvdl-exchangeable_notes_201824-Bond-2024-xs1908221507,XS1908221507,Qiagen N.V.,USD,1.000%,11/13/2024,2.0,
qorvo_incdl-notes_201818-26_regs-Bond-2026-usu7471qac88,USU7471QAC88,Qorvo Inc.,,5.500%,7/15/2026,2.0,additional coupon possible
quebec-_provinzdl-bonds_202030-Bond-2030-us748148sb04,US748148SB04,"Quebec, Provinz",USD,1.350%,5/28/2030,2.0,
quebec-_provinzdl-notes_201424-Bond-2024-us748149ah49,US748149AH49,"Quebec, Provinz",USD,2.875%,10/16/2024,2.0,
quebec-_provinzdl-bonds_202025-Bond-2025-us748148rz80,US748148RZ80,"Quebec, Provinz",USD,1.500%,2/11/2025,2.0,
7_500-quebec-provinz-Bond-2029-us748148qr73,US748148QR73,"Quebec, Provinz",USD,7.500%,9/15/2029,2.0,
quebec-_provinzdl-notes_201626-Bond-2026-us748149aj05,US748149AJ05,"Quebec, Provinz",USD,2.500%,4/20/2026,2.0,
quebec-_provinzdl-notes_201924-Bond-2024-us748149aq48,US748149AQ48,"Quebec, Provinz",USD,2.500%,4/9/2024,2.0,
quest_diagnostics_incdl-notes_201414-24-Bond-2024-us74834lav27,US74834LAV27,Quest Diagnostics Inc.,USD,4.250%,4/1/2024,2.0,
quest_diagnostics_incdl-notes_201919-29-Bond-2029-us74834lba70,US74834LBA70,Quest Diagnostics Inc.,USD,4.200%,6/30/2029,2.0,
quest_diagnostics_incdl-notes_201919-30-Bond-2030-us74834lbb53,US74834LBB53,Quest Diagnostics Inc.,USD,2.950%,6/30/2030,2.0,
quest_diagnostics_incdl-notes_201515-25-Bond-2025-us74834lax82,US74834LAX82,Quest Diagnostics Inc.,USD,3.500%,3/30/2025,2.0,
quest_diagnostics_incdl-notes_201616-26-Bond-2026-us74834laz31,US74834LAZ31,Quest Diagnostics Inc.,USD,3.450%,6/1/2026,2.0,
quicken_loans_incdl-notes_201717-28_regs-Bond-2028-usu7467lab72,USU7467LAB72,Quicken Loans Inc.,USD,5.250%,1/15/2028,2.0,
6_875-qwest-capital-funding-Bond-2028-us912912aq52,US912912AQ52,Qwest Capital Funding Inc.,USD,6.875%,7/15/2028,2.0,
7_250-qwest-Bond-2025-us912920ak17,US912920AK17,Qwest Corp.,USD,7.250%,9/15/2025,2.0,
donnelley_sons_co-_rrdl-notes_201313-23-Bond-2023-us257867ba88,US257867BA88,R.R. Donnelley & Sons Co.,USD,6.500%,11/15/2023,2.0,
rbs_global_inc-rexnord_llcdl-notes_201717-25_regs-Bond-2025-usu7533paf90,USU7533PAF90,RBS Global Inc./Rexnord Corp.,USD,4.875%,12/15/2025,2.0,
recdl-med-term_nts_201823_144a-Bond-2023-us74947laa26,US74947LAA26,REC Ltd.,,5.250%,11/13/2023,2.0,
rec-Bond-2027-xs1641477119,XS1641477119,REC Ltd.,USD,3.875%,7/7/2027,2.0,
rec-Bond-2028-xs1791439257,XS1791439257,REC Ltd.,USD,4.625%,3/22/2028,2.0,
recdl-med-term_nts_201823regs-Bond-2023-xs1902341939,XS1902341939,REC Ltd.,USD,5.250%,11/13/2023,2.0,
recdl-med-term_notes_201924-Bond-2024-xs2013002824,XS2013002824,REC Ltd.,USD,3.375%,7/25/2024,2.0,
recdl-med-term_notes_201924-Bond-2024-xs2084421630,XS2084421630,REC Ltd.,USD,3.500%,12/12/2024,2.0,
relx_capital_incdl-notes_201919-29-Bond-2029-us74949lac63,US74949LAC63,RELX Capital Inc.,USD,4.000%,3/18/2029,2.0,
rh_intl_sg_corp_ptedl-medium-t_nts_201818-28-Bond-2028-xs1791752154,XS1791752154,RH International [Singapore] Corporation Pte. Ltd.,USD,4.500%,3/27/2028,2.0,
rhb_bank_bhddl-medium-term_notes_201924-Bond-2024-xs1952578505,XS1952578505,RHB Bank Bhd,USD,3.766%,2/19/2024,2.0,
rpm_international_incdl-notes_201717-27-Bond-2027-us749685av56,US749685AV56,RPM International Inc.,USD,3.750%,3/15/2027,2.0,
rpm_international_incdl-notes_201919-29-Bond-2029-us749685ax13,US749685AX13,RPM International Inc.,USD,4.550%,3/1/2029,2.0,
rshb_capital_sadl-lpn_201323rosselkhozbank-Bond-2023-xs0979891925,XS0979891925,RSHB Capital S.A.,USD,8.500%,10/16/2023,2.0,
radian_group_incdl-notes_201919-27-Bond-2027-us750236aw16,US750236AW16,Radian Group Inc.,USD,4.875%,3/15/2027,2.0,
rail_capital_markets_plcdl-loan_pnts1924ukrrailway-Bond-2024-xs1843433472,XS1843433472,Rail Capital Markets PLC,USD,8.250%,7/9/2024,2.0,
raizen_fuels_finance_sadl-notes_201717-27_144a-Bond-2027-us75102xaa46,US75102XAA46,Raizen Fuels Finance S.A.,USD,5.300%,1/20/2027,2.0,
raizen_fuels_finance_sadl-notes_201717-27_regs-Bond-2027-usl7909caa55,USL7909CAA55,Raizen Fuels Finance S.A.,USD,5.300%,1/20/2027,2.0,
raizen_fuels_finance_sadl-nts_202020-27_regs_tr2-Bond-2027-usl7909cab39,USL7909CAB39,Raizen Fuels Finance S.A.,USD,5.300%,1/20/2027,2.0,
ralph_lauren_corpdl-notes_202020-30-Bond-2030-us731572ab96,US731572AB96,Ralph Lauren Corp.,USD,2.950%,6/15/2030,2.0,
ralph_lauren_corpdl-notes_201818-25-Bond-2025-us751212ac57,US751212AC57,Ralph Lauren Corp.,USD,3.750%,9/15/2025,2.0,
range_resources_corpdl-notes_201616-25-Bond-2025-us75281aas87,US75281AAS87,Range Resources Corp.,,4.875%,5/15/2025,2.0,
5_838-ras-laffan-liquified-natural-gas-iii-Bond-2027-usm8222maa01,USM8222MAA01,Ras Laffan Liquified Natural Gas Co. Ltd. III,USD,5.838%,9/30/2027,2.0,
raymond_james_financial_incdl-notes_201616-26-Bond-2026-us754730ae94,US754730AE94,Raymond James Financial Inc.,USD,3.625%,9/15/2026,2.0,
5_625-raymond-james-financial-Bond-2024-us754730ad12,US754730AD12,Raymond James Financial Inc.,USD,5.625%,4/1/2024,2.0,
raytheon_codl-notes_201414-24-Bond-2024-us755111by61,US755111BY61,Raytheon Co.,USD,3.150%,12/15/2024,2.0,
7_200-raytheon-Bond-2027-us755111af81,US755111AF81,Raytheon Co.,USD,7.200%,8/15/2027,2.0,
raytheon_technologies_corp-Bond-2026-us913017ch04,US913017CH04,Raytheon Technologies Corp.,USD,2.650%,11/1/2026,2.0,
6_700-raytheon-technologies-Bond-2028-us913017at69,US913017AT69,Raytheon Technologies Corp.,USD,6.700%,8/1/2028,2.0,
7_500-raytheon-technologies-Bond-2029-us913017ba69,US913017BA69,Raytheon Technologies Corp.,USD,7.500%,9/15/2029,2.0,
raytheon_technologies_corp-Bond-2025-us913017dd80,US913017DD80,Raytheon Technologies Corp.,USD,3.950%,8/16/2025,2.0,
raytheon_technologies_corp-Bond-2027-us913017cr85,US913017CR85,Raytheon Technologies Corp.,USD,3.125%,5/4/2027,2.0,
raytheon_technologies_corp-Bond-2023-us913017db25,US913017DB25,Raytheon Technologies Corp.,USD,3.650%,8/16/2023,2.0,
raytheon_technologies_corp-Bond-2028-us913017cy37,US913017CY37,Raytheon Technologies Corp.,USD,4.125%,11/16/2028,2.0,
realogy_grp_llc-co-issuer_corpdl-notes_201919-27_regs-Bond-2027-usu75355ae42,USU75355AE42,Realogy Group LLC/Realogy Co-Issuer Corp.,USD,9.375%,4/1/2027,2.0,
realty_income_corpdl-notes_201414-24-Bond-2024-us756109aq72,US756109AQ72,Realty Income Corp.,USD,3.875%,7/15/2024,2.0,
realty_income_corpdl-notes_201919-29-Bond-2029-us756109aw41,US756109AW41,Realty Income Corp.,USD,3.250%,6/15/2029,2.0,
realty_income_corpdl-notes_201414-26-Bond-2026-us756109ar55,US756109AR55,Realty Income Corp.,USD,4.125%,10/15/2026,2.0,
realty_income_corpdl-notes_201718-28-Bond-2028-us756109au84,US756109AU84,Realty Income Corp.,USD,3.650%,1/15/2028,2.0,
realty_income_corpdl-notes_201313-23-Bond-2023-us756109ap99,US756109AP99,Realty Income Corp.,USD,4.650%,8/1/2023,2.0,
realty_income_corpdl-notes_201818-25-Bond-2025-us756109av67,US756109AV67,Realty Income Corp.,USD,3.875%,4/15/2025,2.0,
realty_income_corpdl-notes_201616-27-Bond-2027-us756109as39,US756109AS39,Realty Income Corp.,USD,3.000%,1/15/2027,2.0,
reckitt_benckiser_treas_servdl-notes_201727_144a-Bond-2027-us75625qae98,US75625QAE98,Reckitt Benckiser Treasury Services PLC,,3.000%,6/26/2027,2.0,
reckitt_benckiser_treas_servdl-notes_201727_regs-Bond-2027-usg7420tae67,USG7420TAE67,Reckitt Benckiser Treasury Services PLC,USD,3.000%,6/26/2027,2.0,
reckitt_benckiser_treas_servdl-notes_201313-23_regs-Bond-2023-usg7420tab29,USG7420TAB29,Reckitt Benckiser Treasury Services PLC,USD,3.625%,9/21/2023,2.0,
reckitt_benckiser_treas_servdl-notes_201724_regs-Bond-2024-usg7420tad84,USG7420TAD84,Reckitt Benckiser Treasury Services PLC,USD,2.750%,6/26/2024,2.0,
rede_dor_finance_sarldl-notes_202020-30_144a-Bond-2030-us75735gaa67,US75735GAA67,Rede D'Or Finance S.a.r.l.,USD,4.500%,1/22/2030,2.0,
rede_dor_finance_sarldl-notes_202020-30_regs-Bond-2030-usl7915taa09,USL7915TAA09,Rede D'Or Finance S.a.r.l.,USD,4.500%,1/22/2030,2.0,
rede_dor_finance_sarldl-notes_201818-28_regs-Bond-2028-usl7915raa43,USL7915RAA43,Rede D'Or Finance S.a.r.l.,USD,4.950%,1/17/2028,2.0,
refinitiv_us_holdings_inc-Bond-2026-usu30388ab58,USU30388AB58,Refinitiv US Holdings Inc.,USD,8.250%,11/15/2026,2.0,
refinitiv_us_holdings_inc-Bond-2026-usu30388aa75,USU30388AA75,Refinitiv US Holdings Inc.,USD,6.250%,5/15/2026,2.0,
regency_centers_lpdl-notes_201414-24-Bond-2024-us75884rat05,US75884RAT05,Regency Centers L.P.,USD,3.750%,6/15/2024,2.0,
regency_enprtnlp-fincorpdl-notes_201313-23-Bond-2023-us75886aaj79,US75886AAJ79,Regency Energy Partners L.P./Regency Energy Finance Corp.,USD,4.500%,11/1/2023,2.0,
