Identifier,Identifier_Status,Name,ISIN,Ticker,Country,Bond_Status,Bond_Type,Coupon_Freq,Subordinated,Sinkable,Perpetual,Convertible,Conversion_Terms,Structured,Restructuring,Securitization,Mortgage,Trace,Covered,Foreign,CDO,Sukuk,Retail,Supranational,Green,Non-Marketable,Issuer,Issuer_ID,SPV_Issuer,SPV_Issuer_ID,Borrower,Borrower_ID,Amount,Floating,Ref_Rate,Margin,Current_Rate,Listing,Integral_Multiple,Nominal,Nominal_Intl_Bonds,Min_Settlement_Amt,Outstanding_Principal_Amt,Amt,Amt_Outstanding,Oustanding_Face_Val_Amt
134279,Valid,"Domestic bonds: Windreich, 6.5% 15jul2016, EUR (DE000A1H3V38)",DE000A1H3V38,WNDRCH 6.5 07/15/16,Germany,redemption default,Coupon bonds,1 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Windreich,44945,,,,,"75,000,000 EUR",No,,,6.50%,,,"1,000 EUR",,,,"75,000,000 EUR",,
134281,Valid,"Domestic bonds: Windreich, 6.5% 1mar2015, EUR (DE000A1CRMQ7)",DE000A1CRMQ7,WNDRCH 6.5 03/01/15,Germany,redemption default,Coupon bonds,1 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Windreich,44945,,,,,"50,000,000 EUR",No,,,6.50%,,,"1,000 EUR",,,,"50,000,000 EUR",,
134697,Valid,"International bonds: Norske Skogindustrier, 8% 24feb2021, EUR (XS1193909154)",XS1193909154,NSINO 8 02/24/21 REGS,Norway,outstanding,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,Norske Skogindustrier,38143,"159,017,000 EUR",No,,,8%,Luxembourg S.E.,"1,000 EUR",,"1,000 EUR","100,000 EUR","100,000 EUR","159,017,000 EUR",,"159,017,000 EUR"
134699,Valid,"International bonds: Norske Skogindustrier, 8% 24feb2023, USD (USR59730AA00, R59730AA0)",USR59730AA00,NSINO 8 02/24/23 REGS,Norway,outstanding,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,Norske Skogindustrier,38143,"60,649,000 USD",No,,,8%,Luxembourg S.E.,"1,000 USD",,"1,000 USD","150,000 USD","150,000 USD","60,649,000 USD",,"60,649,000 USD"
134879,Valid,"International bonds: Roan Resources, 7.75% 1feb2021, USD (US536022AF34, 536022AF3)",US536022AF34,LINE 7.75 02/01/21,USA,early redeemed,Coupon bonds,2 time(s) per year,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,,Roan Resources,23729,"1,000,000,000 USD",No,,,7.75%,,"1,000 USD",,"1,000 USD","2,000 USD",0 USD,"1,000,000,000 USD",,
135495,Valid,"Domestic bonds: VTORRESURSY, BO-01 (4B02-01-05287-D, RU000A0JW3R0, ВТОРРЕС Б1)",RU000A0JW3R0,VTRSRU V0 02/01/19 BO1,Russia,redemption default,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,VTORRESURSY,26251,,,,,"400,000,000 RUB",No,,,0%,"Moscow Exchange, RU000A0JW3R0 (Third level, 03/26/2015)",,"1,000 RUB",,,"1,000 RUB","400,000,000 RUB",,
135721,Valid,"Domestic bonds: Soft Toy World, BO-02 (4B02-02-30002-R, RU000A0JVB01, МирМИБО-02)",RU000A0JVB01,GRNTOY 0 03/26/18 BO2,Russia,redeemed,Coupon bonds,4 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Soft Toy World,25205,,,,,"1,000,000,000 RUB",No,,,,"Moscow Exchange, RU000A0JVB01 (Delisting, 12/27/2016)",,"1,000 RUB",,,0 RUB,"1,000,000,000 RUB","900,000,000 RUB",
135879,Valid,"International bonds: China Shanshui Cement, 7.5% 10mar2020, USD (XS1200439609)",XS1200439609,SHASHU 7.5 03/10/20,China,early redeemed,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,China Shanshui Cement,17329,"500,000,000 USD",No,,,7.50%,Hong Kong S.E.,"1,000 USD",,"1,000 USD","200,000 USD",0 USD,"500,000,000 USD",0 USD,
135953,Valid,"International bonds: Energy XXI Gulf, 11% 15mar2020, USD (US29276KAV35, 29276KAV3)",,,USA,early redeemed,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,Energy XXI Gulf,42061,"1,450,000,000 USD",No,,,11%,,"1,000 USD",,"1,000 USD","2,000 USD",0 USD,"1,450,000,000 USD",0 USD,
136133,Valid,"Domestic bonds: Aynes Gida Sanayi, FRN 20feb2017, TRY (TRSAYNS21711)",TRSAYNS21711,AYGIDA 0 02/20/17 728,Turkey,redeemed,Coupon bonds,4 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Aynes Gida Sanayi,38215,,,,,"20,000,000 TRY",Yes,IECM2Y,,,,,"1,000 TRY",,,0 TRY,"20,000,000 TRY",0 TRY,
136475,Valid,"International bonds: Norske Skogindustrier, 11.75% 15dec2019, EUR (XS1181663292)",XS1181663292,NSINO 11.75 12/15/19 Regs,Norway,redemption default,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,Norske Skogindustrier,38143,"290,000,000 EUR",No,,,11.75%,Luxembourg S.E.,"1,000 EUR",,"1,000 EUR","100,000 EUR","100,000 EUR","290,000,000 EUR",,
136555,Valid,"Domestic bonds: Region-Invest, BO-01 (4B02-01-36446-R, RU000A0JVNA4, РегИнв Б01)",RU000A0JVNA4,RGNINV V0 07/19/22 BO1,Russia,outstanding,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Region-Invest,11001,,,,,"5,000,000,000 RUB",No,,,4.60%,"Moscow Exchange, RU000A0JVNA4 (Delisting, 10/15/2019)",,"1,000 RUB",,,"1,000 RUB","5,000,000,000 RUB",,"5,000,000,000 RUB"
137079,Valid,"International bonds: Windstream Holdings, 6.375% 1aug2023, USD (US97381WAZ77, 97381WAZ7)",US97381WAZ77,WIN 6.375 08/01/23,USA,outstanding,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,Windstream Services,23771,Windstream Holdings,109555,"700,000,000 USD",No,,,6.38%,,"1,000 USD",,"1,000 USD","2,000 USD","2,000 USD","700,000,000 USD","464,979,000 USD","464,979,000 USD"
137201,Valid,"Domestic bonds: SPECTR, 01 (4-01-36475-R, RU000A0JW8G2, Спектр 01)",RU000A0JW8G2,SPEKTR F 03/12/26 1,Russia,outstanding,Coupon bonds,1 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,Yes,SPECTR,47433,,,,,"3,000,000,000 RUB",Yes,CPI / CBR Key Rate (Russia),,,"Moscow Exchange, RU000A0JW8G2 (Third level, 12/21/2015)",,"1,000 RUB",,,"1,000 RUB","3,000,000,000 RUB",,"3,000,000,000 RUB"
137443,Valid,"International bonds: Bausch Health Companies, 5.375% 15mar2020, USD (USC96729AA31, C96729AA3)",USC96729AA31,BHCCN 5.375 03/15/20 REGS,Canada,early redeemed,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,Bausch Health Companies,24627,"2,000,000,000 USD",No,,,5.38%,,"1,000 USD",,"1,000 USD","2,000 USD",0 USD,"2,000,000,000 USD",0 USD,
137705,Valid,"International bonds: Dana Gas, 9% 31oct2017, USD (XS0914266845)",XS0914266845,DANAUH 9 10/31/17 REGs,United Arab Emirates,redeemed,Coupon bonds,4 time(s) per year,No,No,No,No,,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,,,,,Dana Gas,41107,"425,040,000 USD",No,,,9%,Irish S.E.,"45,000 USD",,"45,000 USD","45,000 USD",0 USD,"425,040,000 USD","349,840,000 USD",
137885,Valid,"International bonds: Weatherford International Ltd., 5.95% 15apr2042, USD (US94707VAD29, 94707VAD2)",US94707VAD29,WFTLF 5.95 04/15/42,USA,early redeemed,Coupon bonds,2 time(s) per year,No,No,No,No,,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,,,,,Weatherford International Ltd.,33339,"550,000,000 USD",No,,,5.95%,,"1,000 USD",,"1,000 USD","2,000 USD",0 USD,"550,000,000 USD","374,961,000 USD",
137887,Valid,"International bonds: Weatherford International Ltd., 7% 15mar2038, USD (US947075AE71, 947075AE7)",US947075AE71,WFTLF 7 03/15/38,USA,early redeemed,Coupon bonds,2 time(s) per year,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,,Weatherford International Ltd.,33339,"500,000,000 USD",No,,,7%,,"1,000 USD",,"1,000 USD","2,000 USD",0 USD,"500,000,000 USD",,
137921,Valid,"International bonds: Weatherford International Ltd., 6.75% 15sep2040, USD (US94707VAB62, 94707VAB6)",US94707VAB62,WFTLF 6.75 09/15/40,USA,early redeemed,Coupon bonds,2 time(s) per year,No,No,No,No,,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,,,,,Weatherford International Ltd.,33339,"600,000,000 USD",No,,,6.75%,,"1,000 USD",,"1,000 USD","2,000 USD",0 USD,"600,000,000 USD",,
138051,Valid,"Domestic bonds: Veneto Banca, 4% 1aug2017, EUR (IT0005030967)",IT0005030967,VENBAN 4 08/01/17 0001,Italy,redemption default,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Veneto Banca,31115,,,,,"250,000,000 EUR",No,,,4%,,"1,000 EUR","1,000 EUR",,,,"250,000,000 EUR","118,115,000 EUR",
138179,Valid,"International bonds: Whiting Petroleum, 6.25% 1apr2023, USD (USU9650FAE70, U9650FAE7)",USU9650FAE70,WLL 6.25 04/01/23 REGS,USA,outstanding,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,Whiting Petroleum,42859,"750,000,000 USD",No,,,6.25%,,"1,000 USD",,"1,000 USD","2,000 USD","2,000 USD","750,000,000 USD","1,000,000 USD","1,000,000 USD"
138573,Valid,"International bonds: Nadra Bank, FRN 10apr2018, SEK (XS0356908086)",XS0356908086,NADRA 0 04/10/18,Ukraine,redeemed,Coupon bonds,2 time(s) per year,Yes,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,,DCM Global Finance,7879,Nadra Bank,676,"60,600,000 SEK",Yes,,,,,"1,000 SEK",,"1,000 SEK","100,000 SEK",0 SEK,"60,600,000 SEK",,
138663,Valid,"International bonds: SandRidge Energy, 7.5% 15mar2021, USD (US80007PAN96, 80007PAN9)",US80007PAN96,SD 7.5 03/15/21,USA,early redeemed,Coupon bonds,2 time(s) per year,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,,SandRidge Energy,47681,"1,173,828,000 USD",No,,,7.50%,,"1,000 USD",,"1,000 USD","1,000 USD",0 USD,"1,173,828,000 USD","757,808,000 USD",
138683,Valid,"International bonds: SandRidge Energy, 8.75% 15jan2020, USD (US80007PAL31, 80007PAL3)",US80007PAL31,SD 8.75 01/15/20,USA,redemption default,Coupon bonds,2 time(s) per year,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,,SandRidge Energy,47681,"450,000,000 USD",No,,,8.75%,,"1,000 USD",,"1,000 USD","1,000 USD",,"450,000,000 USD","395,937,000 USD",
138731,Valid,"International bonds: SandRidge Energy, 7.5% 15feb2023, USD (US80007PAT66, 80007PAT6)",US80007PAT66,SD 7.5 02/15/23,USA,early redeemed,Coupon bonds,2 time(s) per year,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,,SandRidge Energy,47681,"825,000,000 USD",No,,,7.50%,,"1,000 USD",,"1,000 USD","1,000 USD",0 USD,"825,000,000 USD","543,603,000 USD",
138771,Valid,"Domestic bonds: Kerdos Group, 8% 15dec2017, PLN (I) (PLHGNKA00168)",PLHGNKA00168,HGNPW 8 12/15/17 I,Poland,redemption default,Coupon bonds,4 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Kerdos Group,21611,,,,,"13,224,000 PLN",No,,,8%,"Warsaw Stock Exchange, KRS1217","1,000 PLN","1,000 PLN",,,"1,000 PLN","13,224,000 PLN",,
138871,Valid,"Domestic bonds: Banco Espirito Santo, 8.5% perp., EUR (PTBENBOM0021)",PTBENBOM0021,BESPL 8.5 PERP EMTN,Portugal,outstanding,Coupon bonds,2 time(s) per year,Yes,No,Yes,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Banco Espirito Santo,12101,,,,,"264,952,000 EUR",No,,,8.50%,,"1,000 EUR","1,000 EUR",,,"1,000 EUR","264,952,000 EUR","26,552,000 EUR","26,552,000 EUR"
138873,Valid,"Domestic bonds: Banco Espirito Santo, 10% 6dec2021, EUR (PTBEQFOM0016)",PTBEQFOM0016,BESPL 10 12/06/21,Portugal,redemption default,Coupon bonds,1 time(s) per year,Yes,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Banco Espirito Santo,12101,,,,,"8,173,600 EUR",No,,,10%,,100 EUR,100 EUR,,,100 EUR,"8,173,600 EUR",,
138881,Valid,"International bonds: Gulf Keystone Petroleum, 13% 18apr2017, USD (XS1056559245)",XS1056559245,GULFKY 13 04/18/17 REGS,United Kingdom,early redeemed,Coupon bonds,2 time(s) per year,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,,Gulf Keystone Petroleum,41133,"250,000,000 USD",No,,,13%,Luxembourg S.E.,"200,000 USD",,"200,000 USD","200,000 USD",0 USD,"250,000,000 USD",,
138973,Valid,"International bonds: Veneto Banca, 6.411% perp., EUR (XS0337685324)",XS0337685324,VENBAN 6.411 PERP,Italy,outstanding,Coupon bonds,1 time(s) per year,Yes,No,Yes,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,Veneto Banca,31115,"200,000,000 EUR",Yes,3M EURIBOR,2.75,,,"50,000 EUR",,"50,000 EUR","50,000 EUR","50,000 EUR","200,000,000 EUR",,"200,000,000 EUR"
139073,Valid,"International bonds: Lehman Brothers Holdings, 6% 2nov2035, EUR (Structured) (XS0232364868)",XS0232364868,LEH 6 11/02/35 EMTN,USA,outstanding,Coupon bonds,1 time(s) per year,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,,,,Lehman Brothers Holdings,813,"100,000,000 EUR",Yes,,,,,"1,000 EUR",,"1,000 EUR","1,000 EUR","1,000 EUR","100,000,000 EUR",,"100,000,000 EUR"
139079,Valid,"International bonds: Lehman Brothers Holdings, 7.25% 5oct2035, EUR (XS0229584296)",XS0229584296,LEH 7.25 10/05/35 EMTN,USA,outstanding,Coupon bonds,1 time(s) per year,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,,,,Lehman Brothers Holdings,813,"250,000,000 EUR",Yes,,,,,"1,000 EUR",,"1,000 EUR","1,000 EUR","1,000 EUR","250,000,000 EUR",,"250,000,000 EUR"
139155,Valid,"International bonds: CHC Helicopter, 9.25% 15oct2020, USD (US12545DAB47, 12545DAB4)",US12545DAB47,HELI 9.25 10/15/20,Canada,early redeemed,Coupon bonds,2 time(s) per year,No,Yes,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,CHC Helicopter,47803,"1,299,450,000 USD",No,,,9.25%,,"1,000 USD",,"1,000 USD","2,000 USD",0 USD,"1,299,450,000 USD",0 USD,
139173,Valid,"International bonds: Windstream Holdings, 7.5% 1apr2023, USD (US97381WAU80, 97381WAU8)",US97381WAU80,WIN 7.5 04/01/23,USA,outstanding,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,Windstream Services,23771,Windstream Holdings,109555,"600,000,000 USD",No,,,7.50%,,"1,000 USD",,"1,000 USD","2,000 USD","2,000 USD","600,000,000 USD","34,389,000 USD","34,389,000 USD"
139251,Valid,"Domestic bonds: SAirGroup, 0.125% 7jul2005, CHF (Conv.) (CH0009173045)",CH0009173045,SWSAIR 0.125 07/07/05,Switzerland,redemption default,Coupon bonds,1 time(s) per year,No,No,No,Yes,"ticker LHA SW , initial premium 0 , convertible until 30.06.2005",No,No,No,No,No,No,No,No,No,No,No,No,No,SAirGroup,47825,,,,,"706,000,000 CHF",No,,,0.13%,,"5,000 CHF","5,000 CHF",,,"5,000 CHF","706,000,000 CHF",,
139255,Valid,"Domestic bonds: SAirGroup, 2.125% 4nov2004, CHF (CH0007268961)",CH0007268961,SWSAIR 2.125 11/04/04 +XW,Switzerland,redemption default,Coupon bonds,1 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,SAirGroup,47825,,,,,"300,000,000 CHF",No,,,2.13%,,"5,000 CHF","5,000 CHF",,,"5,000 CHF","300,000,000 CHF",,
139257,Valid,"Domestic bonds: SAirGroup, 2.75% 30jul2004, CHF (CH0004931496)",CH0004931496,SWSAIR 2.75 07/30/04 +XW,Switzerland,redemption default,Coupon bonds,1 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,SAirGroup,47825,,,,,"150,000,000 CHF",No,,,2.75%,,"5,000 CHF","5,000 CHF",,,"5,000 CHF","150,000,000 CHF",,
139259,Valid,"Domestic bonds: SAirGroup, 6.250% 12apr2005, CHF (CH0003532998)",CH0003532998,SWSAIR 6.25 04/12/05,Switzerland,redemption default,Coupon bonds,1 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,SAirGroup,47825,,,,,"150,000,000 CHF",No,,,6.25%,,"5,000 CHF","5,000 CHF",,,"5,000 CHF","150,000,000 CHF",,
139261,Valid,"Domestic bonds: SAirGroup, 6.250% 27oct2002, CHF (CH0002818968)",CH0002818968,SWSAIR 6.25 10/27/02,Switzerland,redemption default,Coupon bonds,1 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,SAirGroup,47825,,,,,"150,000,000 CHF",No,,,6.25%,,"5,000 CHF","5,000 CHF",,,"5,000 CHF","150,000,000 CHF",,
139263,Valid,"Domestic bonds: SAirGroup, 5.5% 23jul2003, CHF (CH0000939394)",CH0000939394,SWSAIR 5.5 07/23/03,Switzerland,redemption default,Coupon bonds,1 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,SAirGroup,47825,,,,,"200,000,000 CHF",No,,,5.50%,,"5,000 CHF","5,000 CHF",,,"5,000 CHF","200,000,000 CHF",,
139265,Valid,"Domestic bonds: SAirGroup, 5.125% 1mar2003, CHF (CH0001207908)",CH0001207908,SWSAIR 5.125 03/01/03,Switzerland,redemption default,Coupon bonds,1 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,SAirGroup,47825,,,,,"200,000,000 CHF",No,,,5.13%,,"5,000 CHF","5,000 CHF",,,"5,000 CHF","200,000,000 CHF",,
139267,Valid,"Domestic bonds: SAirGroup, 4% 10sep2005, CHF (CH0001207635)",CH0001207635,SWSAIR 0 09/10/15 ++A,Switzerland,redemption default,Coupon bonds,1 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,SAirGroup,47825,,,,,"84,000,000 CHF",Yes,,,4%,,"1,000 CHF","1,000 CHF",,,"1,000 CHF","84,000,000 CHF",,
139271,Valid,"Domestic bonds: SAirGroup, 4.25% 2feb2007, CHF (CH0010348594)",CH0010348594,SWSAIR 4.25 02/02/07,Switzerland,redemption default,Coupon bonds,1 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,SAirGroup,47825,,,,,"300,000,000 CHF",No,,,4.25%,,"5,000 CHF","5,000 CHF",,,"5,000 CHF","300,000,000 CHF",,
139273,Valid,"International bonds: Sigma Finance Corp, 2.375%29jul2009, CHF (CH0018912912)",CH0018912912,SIGFIN 2.375 07/29/09 EMTN,United Kingdom,redemption default,Coupon bonds,1 time(s) per year,No,No,No,No,,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,,,,Sigma Finance Corp,47831,"450,000,000 CHF",No,,,2.38%,,"5,000 CHF",,"5,000 CHF","5,000 CHF","5,000 CHF","450,000,000 CHF","190,218,700 CHF",
139277,Valid,"International bonds: Sigma Finance Corp, FRN6feb2009, CHF (CH0024019462)",CH0024019462,SIGFIN 0 02/06/09 EMTN,United Kingdom,redemption default,Coupon bonds,4 time(s) per year,No,No,No,No,,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,,,,Sigma Finance Corp,47831,"750,000,000 CHF",Yes,3M LIBOR CHF,,,,"10,000 CHF",,"10,000 CHF","10,000 CHF","10,000 CHF","750,000,000 CHF","327,333,450 CHF",
139279,Valid,"International bonds: Sigma Finance Corp, 1.75% 21sep2011, CHF (CH0022527938)",CH0022527938,SIGFIN 1.75 09/21/11 EMTN,United Kingdom,redemption default,Coupon bonds,1 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,Sigma Finance Corp,47831,"200,000,000 CHF",No,,,1.75%,,"5,000 CHF",,"5,000 CHF","5,000 CHF","5,000 CHF","200,000,000 CHF","48,045,000 CHF",
139349,Valid,"Domestic bonds: Egalet Corporation, 5.5% 1apr2020, USD (Conv.) (US28226BAB09, 28226BAB0)",US28226BAB09,ZCOR 5.5 04/01/20,USA,redemption default,Coupon bonds,2 time(s) per year,No,No,No,Yes,"Stock ticker: EGLT US
Initial prem: 15
Convertible until: 01.01.2020",No,No,No,No,No,No,No,No,No,No,No,No,No,Egalet Corporation,47851,,,,,"61,000,000 USD",No,,,5.50%,,"1,000 USD","1,000 USD",,,,"61,000,000 USD","24,650,000 USD",
139477,Valid,"Domestic bonds: Marka, 9.5% 6feb2017, PLN (H1)",,,Poland,redemption default,Coupon bonds,4 time(s) per year,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Marka,22647,,,,,"2,000,000 PLN",No,,,9.50%,,,"1,000 PLN",,,"1,000 PLN","2,000,000 PLN",,
139481,Valid,"Domestic bonds: Admiral Boats, 8.5% 18sep2017, PLN (J) (PLADMBT00112)",PLADMBT00112,ADMPW 8.5 09/18/17 J,Poland,redemption default,Coupon bonds,4 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Admiral Boats,18307,,,,,"6,000,000 PLN",No,,,8.50%,"Warsaw Stock Exchange, ADM0917","1,000 PLN","1,000 PLN",,,"1,000 PLN","6,000,000 PLN",,
139921,Valid,"International bonds: Murray Energy, 11.25% 15apr2021, USD (USU61739AD73, U61739AD7)",USU61739AD73,MURREN 11.25 04/15/21 REGS,USA,outstanding,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,Murray Energy,42119,"1,300,000,000 USD",No,,,11.25%,,"1,000 USD",,"1,000 USD","2,000 USD","2,000 USD","1,300,000,000 USD","259,211,400 USD","259,211,400 USD"
140031,Valid,"International bonds: Advanz Pharma, 7% 15apr2023 (USC26215AA88, C26215AA8)",USC26215AA88,ADVZCN 7 04/15/23 REGS,Canada,early redeemed,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,,,,,Advanz Pharma,48421,"735,000,000 USD",No,,,7%,,"1,000 USD",,"1,000 USD","2,000 USD",0 USD,"735,000,000 USD",0 USD,
140065,Valid,"International bonds: Buenos Aires (province), 7.75% 23oct2003, CHF (CH0005243701)",CH0005243701,BUENOS 7.75 10/23/03,Argentina,redemption default,Coupon bonds,1 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,Buenos Aires (province),62897,"275,000,000 CHF",No,,,7.75%,SIX,"5,000 CHF",,"5,000 CHF","5,000 CHF","5,000 CHF","275,000,000 CHF","20,350,000 CHF",
140375,Valid,"International bonds: Abengoa, 7% 31mar2027, EUR (XS1219438592)",XS1219438592,ABGSM 0 03/31/27 rEgS,Spain,outstanding,Coupon bonds,2 time(s) per year,No,No,No,No,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,Abengoa Finance,68213,Abengoa,34807,"375,000,000 EUR",No,,,,Luxembourg S.E.,"1,000 EUR",,"1,000 EUR","100,000 EUR","100,000 EUR","375,000,000 EUR","674,550 EUR","674,550 EUR"
140423,Valid,"International bonds: Lehman Brothers Holdings, 6% 15feb2035, EUR (Structured) (XS0210433206)",XS0210433206,LEH 6 02/15/35 EMTN,USA,outstanding,Coupon bonds,1 time(s) per year,No,No,No,No,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,,,,Lehman Brothers Holdings,813,"225,000,000 EUR",Yes,10Y EUR Swap Rate,,,Luxembourg S.E.,"1,000 EUR",,"1,000 EUR","1,000 EUR","1,000 EUR","225,000,000 EUR",,"225,000,000 EUR"
140575,Valid,"Domestic bonds: Intercapital Property Development, 6% 14aug2020, EUR (BG2100019079)",BG2100019079,ICPD 9 08/14/13,Bulgaria,outstanding,Coupon bonds,4 time(s) per year,No,Yes,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Intercapital Property Development,43783,,,,,"5,000,000 EUR",No,,,5%,"Bulgarian SE, 4ICA","1,000 EUR","1,000 EUR",,,37.5 EUR,"5,000,000 EUR",,"187,500 EUR"
140587,Valid,"International bonds: Rolta, 8.875% 24jul2019, USD (USU77583AA79, U77583AA7)",USU77583AA79,RLTAIN 8.875 07/24/19 REGS,India,redemption default,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,,Rolta LLC,30407,Rolta,30405,"373,345,000 USD",No,,,8.88%,"SGX, 13TB","1,000 USD",,"1,000 USD","200,000 USD",0 USD,"373,345,000 USD",,
141043,Valid,"Domestic bonds: Beate Uhse, 7.75% 09jul2019 Sex shop bond (DE000A12T1W6)",DE000A12T1W6,USEGR 7.75 07/09/19,Germany,redemption default,Coupon bonds,1 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,Beate Uhse,48825,,,,,"30,000,000 EUR",No,,,7.75%,,,"1,000 EUR",,,"1,000 EUR","30,000,000 EUR",,
141643,Valid,"Domestic bonds: Pacific Gas &amp; Electric, 5.8% 1mar2037, USD (US694308GK74, 694308GK7)",US694308GK74,PCG 5.8 03/01/37 AMBC,USA,outstanding,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Pacific Gas &amp; Electric,33997,,,,,"50,500,000 USD",No,,,5.80%,NYSE,"1,000 USD","1,000 USD",,,"1,000 USD","50,500,000 USD","44,601,000 USD","44,601,000 USD"
141679,Valid,"Domestic bonds: Frontier California, 6.75% 15may2027, USD (US362311AH58, 362311AH5)",US362311AH58,FTR 6.75 05/15/27 NPFG,USA,outstanding,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,Frontier California,110049,,,,,"94,150,000 USD",No,,,6.75%,,"1,000 USD","1,000 USD",,,"1,000 USD","94,150,000 USD",,"94,150,000 USD"
143115,Valid,"International bonds: Technip USA, 10% 1may2020, USD (USU8728QAA14, U8728QAA1)",USU8728QAA14,TECPLS 10 05/01/20 REGS,USA,redemption default,Coupon bonds,2 time(s) per year,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,Technip USA,44475,"175,000,000 USD",No,,,10%,,"1,000 USD",,"1,000 USD","2,000 USD",,"175,000,000 USD",,
