Identifier,ISIN,Issuer,Coupon,Maturity,Subordinated,Currency,Next Interest Date
190838998,XS1577956789,Three Gorges Finance II Cayman Islands Ltd.,"1,300 %",21.06.2024,Nein,Euro,06.06.2021
191169091,AU3CB0244838,Aurizon Network Pty Ltd.,"4,000 %",21.06.2024,Nein,Australischer Dollar,14.12.2020
191169101,XS1633845158,Lloyds Banking Group PLC,"0,391 %",21.06.2024,Nein,Euro,21.09.2020
259344065,XS2015267953,PSA Banque France S.A.,"0,625 %",21.06.2024,Nein,Euro,21.06.2021
259349439,XS2008921947,Aegon Bank N.V.,"0,625 %",21.06.2024,Nein,Euro,21.06.2021
96374089,BE0000332412,"Belgien, Staat","2,600 %",22.06.2024,Nein,Euro,22.06.2021
298514667,XS2193969370,Upjohn Finance BV,"1,023 %",23.06.2024,Nein,Euro,23.06.2021
105352222,BE0002474493,Belfius Bank S.A.,"1,750 %",24.06.2024,Nein,Euro,24.06.2021
118987164,XS1028952403,"Kenia, Staat","6,875 %",24.06.2024,Nein,US Dollar,24.12.2020
153507645,XS0431728160,International Finance Facility for Immunisation,"0,500 %",24.06.2024,Nein,S&#252;dafrikanischer Rand,24.12.2020
191382007,US24422ETT63,John Deere Capital Corp.,"2,650 %",24.06.2024,Nein,US Dollar,24.12.2020
254604340,US298785HX70,European Investment Bank (EIB),"2,250 %",24.06.2024,Nein,US Dollar,24.12.2020
259483306,XS2016807864,Credit Agricole S.A. London Branch,"0,500 %",24.06.2024,Nein,Euro,24.06.2021
260110118,CH0482172415,Grand City Properties S.A.,"0,570 %",24.06.2024,Nein,Schweizer Franken,24.06.2021
295528064,DE000LB13NB4,Landesbank Baden-W&#252;rttemberg,"0,350 %",24.06.2024,Nein,Euro,24.06.2021
298514661,XS2193734733,Dell Bank International DAC,"1,625 %",24.06.2024,Nein,Euro,24.06.2021
104919159,DE000MHB12J9,M&#252;nchener Hypothekenbank eG,"1,500 %",25.06.2024,Nein,Euro,25.06.2021
222027741,US780097BJ90,The Royal Bank of Scotland Group PLC,"4,519 %",25.06.2024,Nein,US Dollar,25.12.2020
222027742,US780097BH35,The Royal Bank of Scotland Group PLC,"1,847 %",25.06.2024,Nein,US Dollar,25.09.2020
259731621,ES0313307219,Bankia S.A.,"1,000 %",25.06.2024,Nein,Euro,25.06.2021
262024031,XS1964558339,CBOM Finance PLC,"7,121 %",25.06.2024,Nein,US Dollar,25.12.2020
275933158,XS2016070430,Westpac Securities NZ Ltd. (London Branch),"0,300 %",25.06.2024,Nein,Euro,25.06.2021
129244407,HU0000403068,"Ungarn, Staat","3,000 %",26.06.2024,Nein,Ungarischer Forint,25.06.2021
191293782,FR0013264066,Compagnie Plastic Omnium S.A.,"1,250 %",26.06.2024,Nein,Euro,26.06.2021
191295023,XS1637099026,SpareBank 1 Boligkreditt AS,"0,375 %",26.06.2024,Nein,Euro,26.06.2021
191779657,USG7420TAD84,Reckitt Benckiser Treasury Services PLC,"2,750 %",26.06.2024,Nein,US Dollar,26.12.2020
221779215,XS1845161790,Erste Group Bank AG,"0,250 %",26.06.2024,Nein,Euro,26.06.2021
259476795,XS2002496409,Baywa AG,"3,125 %",26.06.2024,Nein,Euro,26.06.2021
298398669,DE000LB13PC7,Landesbank Baden-W&#252;rttemberg,"0,370 %",26.06.2024,Nein,Euro,26.06.2021
299144246,XS2196322155,Exxon Mobil Corp.,"0,142 %",26.06.2024,Nein,Euro,26.06.2021
103267843,EU000A1G0BQ0,European Financial Stability Facility EFSF,"1,750 %",27.06.2024,Nein,Euro,27.06.2021
104995175,FR0011993518,BPCE SFH,"1,750 %",27.06.2024,Nein,Euro,27.06.2021
105511097,USP4949BAJ37,Grupo Bimbo S.A.B. de C.V.,"3,875 %",27.06.2024,Nein,US Dollar,27.12.2020
191395283,XS1637276848,"Zypern, Staat","2,750 %",27.06.2024,Nein,Euro,27.06.2021
191406387,XS1637277572,BNP Paribas S.A.,"1,000 %",27.06.2024,Nein,Euro,27.06.2021
250081705,XS1967635621,Abertis Infraestructuras S.A.,"1,500 %",27.06.2024,Nein,Euro,27.06.2021
256191718,DE000BLB7VZ9,Bayerische Landesbank,"0,310 %",27.06.2024,Nein,Euro,27.06.2021
259832372,XS2019237945,Volkswagen Financial Services N.V.,"2,125 %",27.06.2024,Nein,Britisches Pfund,27.06.2021
260108151,XS2018637913,Santander Consumer Finance S.A.,"0,375 %",27.06.2024,Nein,Euro,27.06.2021
260114919,US05971KAD19,Banco Santander S.A.,"2,706 %",27.06.2024,Nein,US Dollar,27.12.2020
153484209,CH0031408112,Instituto de Credito Oficial,"3,250 %",28.06.2024,Nein,Schweizer Franken,28.06.2021
191513509,XS1636469865,Rikshem AB,"1,250 %",28.06.2024,Nein,Euro,28.06.2021
220586266,CH0419042491,Nestle S.A.,"0,250 %",28.06.2024,Nein,Schweizer Franken,28.06.2021
260229187,USY8137FAQ10,"Sri Lanka, Staat","6,350 %",28.06.2024,Nein,US Dollar,28.12.2020
260628830,US06367WMQ32,Bank of Montreal,"2,500 %",28.06.2024,Nein,US Dollar,28.12.2020
262733179,DE000A2R1SR7,VST Building Technologies AG,"7,000 %",28.06.2024,Ja,Euro,28.12.2020
289211695,DE000LB2CRS1,Landesbank Baden-W&#252;rttemberg,"0,000 %",28.06.2024,Nein,Euro,30.09.2020
290298989,DE000LB2CR13,Landesbank Baden-W&#252;rttemberg,"0,000 %",28.06.2024,Nein,Euro,28.09.2020
191690331,XS1627598094,Kaisa Group Holdings Ltd.,"9,375 %",30.06.2024,Nein,US Dollar,16.12.2020
192604546,US912828XX34,"USA, Staat","2,000 %",30.06.2024,Nein,US Dollar,31.12.2020
260508351,US9128286Z85,"USA, Staat","1,750 %",30.06.2024,Nein,US Dollar,31.12.2020
105511072,XS1082971588,Tesco Corporate Treasury Services PLC,"2,500 %",01.07.2024,Nein,Euro,01.07.2021
136260029,AT0000A1ENV9,Erste Group Bank AG,"0,850 %",01.07.2024,Nein,Euro,01.10.2020
193137785,XS1647815775,United Group B.V.,"4,875 %",01.07.2024,Nein,Euro,15.07.2020
196418652,XS1669866300,Jyske Realkredit A/S,"0,375 %",01.07.2024,Nein,Euro,01.07.2021
251299441,IT0005367492,"Italien, Staat","1,750 %",01.07.2024,Nein,Euro,01.01.2021
259062242,US337738AS78,Fiserv Inc.,"2,750 %",01.07.2024,Nein,US Dollar,31.12.2020
260241092,XS2020568734,Skandinaviska Enskilda Banken,"0,050 %",01.07.2024,Nein,Euro,01.07.2021
298527641,DE000LB13PF0,Landesbank Baden-W&#252;rttemberg,"0,350 %",01.07.2024,Nein,Euro,01.07.2021
299140843,XS2197342129,OP Yrityspankki Oyj,"0,125 %",01.07.2024,Nein,Euro,01.07.2021
106011047,DE000BLB2UN8,Bayerische Landesbank,"1,900 %",02.07.2024,Nein,Euro,02.07.2021
260788351,US892331AF60,Toyota Motor Corporation,"2,358 %",02.07.2024,Nein,US Dollar,02.01.2021
191395273,XS1637093508,Compass Group Finance Netherlands B.V.,"0,625 %",03.07.2024,Nein,Euro,03.07.2021
191690335,XS1639238820,BNZ International Funding Ltd.,"0,500 %",03.07.2024,Nein,Euro,03.07.2021
191779656,DE000A2GSCY9,Daimler AG,"0,033 %",03.07.2024,Nein,Euro,05.10.2020
191779663,XS1640668353,Leeds Building Society,"0,500 %",03.07.2024,Nein,Euro,03.07.2021
191879055,DE000BLB43J9,Bayerische Landesbank,"0,450 %",03.07.2024,Nein,Euro,03.07.2021
222425994,XS1851277969,BP Capital Markets PLC,"0,900 %",03.07.2024,Nein,Euro,03.07.2021
192320577,CH0361532952,Grande Dixence S.A.,"1,125 %",04.07.2024,Nein,Schweizer Franken,04.07.2020
218540822,DE000DM338L3,Deutsche Bank AG,"1,300 %",04.07.2024,Nein,Euro,04.07.2020
218830803,DE000BLB52U7,Bayerische Landesbank,"0,540 %",04.07.2024,Nein,Euro,04.07.2020
222307629,DE000A2LQQ43,Semper idem Underberg AG,"4,000 %",04.07.2024,Nein,Euro,04.07.2020
259344015,DE000A2TSTS8,Kreditanstalt f&#252;r Wiederaufbau,"0,000 %",04.07.2024,Nein,Euro,04.07.2020
192009171,FR0013266525,Altarea S.C.A.,"2,250 %",05.07.2024,Nein,Euro,05.07.2020
219482319,DE000LB1P8J5,Landesbank Baden-W&#252;rttemberg,"0,450 %",05.07.2024,Nein,Euro,05.07.2020
260958208,DE000LB2CK36,Landesbank Baden-W&#252;rttemberg,"0,375 %",05.07.2024,Nein,Euro,05.07.2020
192092324,FR0013266830,Legrand S.A.,"0,750 %",06.07.2024,Nein,Euro,06.07.2020
192320519,XS1635870923,Samvardhana Motherson Automotive Systems Group B.V.,"1,800 %",06.07.2024,Nein,Euro,06.07.2020
299830356,XS2199265617,Bayer AG,"0,375 %",06.07.2024,Nein,Euro,06.07.2021
29831774,FR0010775486,Caisse Francaise de Financement Local,"5,375 %",08.07.2024,Nein,Euro,08.07.2020
106126426,US68389XAU90,Oracle Corp.,"3,400 %",08.07.2024,Nein,US Dollar,08.07.2020
106126444,DE000A11QSB8,Daimler AG,"1,875 %",08.07.2024,Nein,Euro,08.07.2020
106126458,XS1084563615,Robert Bosch GmbH,"1,750 %",08.07.2024,Nein,Euro,08.07.2020
106420727,US38141EC238,The Goldman Sachs Group Inc.,"3,850 %",08.07.2024,Nein,US Dollar,08.07.2020
196690041,DE000LB1DZB0,Landesbank Baden-W&#252;rttemberg,"0,550 %",08.07.2024,Nein,Euro,08.07.2020
252783646,US931142EL30,Walmart Inc.,"2,850 %",08.07.2024,Nein,US Dollar,08.07.2020
261111848,XS2023633931,Bank of Ireland Group PLC,"0,750 %",08.07.2024,Nein,Euro,08.07.2020
71626289,XS0841073793,"Polen, Staat","3,375 %",09.07.2024,Nein,Euro,09.07.2020
106358161,XS1084942470,Corporacion Nacional del Cobre de Chile,"2,250 %",09.07.2024,Nein,Euro,25.06.2020
206650167,DE000NWB18F1,NRW.BANK,"0,250 %",09.07.2024,Nein,Euro,09.07.2020
260939743,XS2020663055,Mitsubishi Corp.,"2,500 %",09.07.2024,Nein,US Dollar,09.07.2020
261115397,XS2017807301,Bank of Bahrain and Kuwait  BBK  B.S.C.,"5,500 %",09.07.2024,Nein,US Dollar,09.07.2020
261325036,XS2022434364,FWD Group Ltd.,"5,750 %",09.07.2024,Nein,US Dollar,09.07.2020
107195396,USP2867KAE66,Colbun SA,"4,500 %",10.07.2024,Nein,US Dollar,10.07.2020
197238786,XS1640538903,International Bank for Reconstruction and Development,-,10.07.2024,Nein,Mexikanischer  Peso,-
260644021,DE000LB13CK8,Landesbank Baden-W&#252;rttemberg,"0,050 %",10.07.2024,Nein,Euro,10.07.2020
261231743,XS2022179159,The Korea Development Bank,"0,000 %",10.07.2024,Nein,Euro,10.07.2020
261439003,XS2025594685,Co&#246;peratieve Rabobank U.A.,"1,750 %",10.07.2024,Nein,Norwegische Krone,10.07.2020
266434284,DK0009525404,Nykredit Realkredit A/S,"0,125 %",10.07.2024,Nein,Euro,10.07.2020
164884538,DE000CZ40LM6,Commerzbank AG,"0,050 %",11.07.2024,Nein,Euro,11.07.2020
192531290,DE000MHB9940,M&#252;nchener Hypothekenbank eG,"0,875 %",11.07.2024,Nein,Euro,11.07.2020
223385520,CH0421460400,The Export-Import Bank of Korea,"0,383 %",11.07.2024,Nein,Schweizer Franken,11.07.2020
241837751,FR0013393774,RCI Banque S.A.,"2,000 %",11.07.2024,Nein,Euro,11.07.2020
261324203,XS2025842688,Lloyds Bank Corporate Markets PLC,"1,750 %",11.07.2024,Nein,Britisches Pfund,11.07.2020
165614190,DE000BLB34L4,Bayerische Landesbank,"0,450 %",12.07.2024,Nein,Euro,12.07.2020
179219713,XS1548436473,BMW Finance N.V.,"0,750 %",12.07.2024,Nein,Euro,12.07.2020
192009133,CH0367206742,Lonza Swiss Finanz AG,"0,700 %",12.07.2024,Nein,Schweizer Franken,12.07.2020
192523773,XS1645519031,Annington Funding PLC,"1,650 %",12.07.2024,Nein,Euro,12.07.2020
192523784,XS1645494375,National Grid North America Inc.,"1,000 %",12.07.2024,Nein,Euro,12.07.2020
223628664,CH0425766513,SIKA AG,"0,625 %",12.07.2024,Nein,Schweizer Franken,12.07.2020
165235818,XS1445725218,BNG Bank N.V.,"0,050 %",13.07.2024,Nein,Euro,13.07.2020
100347630,NL0010733424,"Niederlande, Staat","2,000 %",15.07.2024,Nein,Euro,15.07.2020
105900867,US61166WAU53,Monsanto Co.,"3,375 %",15.07.2024,Nein,US Dollar,15.07.2020
116828376,XS1133551405,European Investment Bank (EIB),"0,000 %",15.07.2024,Nein,Euro,15.07.2020
117012419,USU0901CAG51,JBS USA LLC/JBS USA Finance Inc.,"5,875 %",15.07.2024,Nein,US Dollar,15.07.2020
150469260,XS1079848369,ONGC Videsh Ltd.,"4,625 %",15.07.2024,Nein,US Dollar,15.07.2020
164963979,XS1440976535,Molson Coors Brewing Co.,"1,250 %",15.07.2024,Nein,Euro,15.07.2020
166208726,XS1449707055,Aroundtown S.A.,"1,500 %",15.07.2024,Nein,Euro,15.07.2020
181577294,XS1564325550,Landwirtschaftliche Rentenbank,"0,250 %",15.07.2024,Nein,Euro,15.07.2020
190639623,ES0205032008,Ferrovial Emisiones S.A.,"2,500 %",15.07.2024,Nein,Euro,15.07.2020
191169106,XS1634532748,Intrum AB,"3,125 %",15.07.2024,Nein,Euro,02.07.2020
191592840,XS1638075488,EDP Finance B.V.,"3,625 %",15.07.2024,Nein,US Dollar,15.07.2020
191690672,XS1639490918,Tenneco Inc.,"5,000 %",15.07.2024,Nein,Euro,01.07.2020
191779661,XS1640492994,Fidelity National Information Services Inc.,"1,100 %",15.07.2024,Nein,Euro,15.07.2020
192401789,XS1645113322,Hapag-Lloyd AG,"5,125 %",15.07.2024,Nein,Euro,15.07.2020
196903552,XS1435229460,PVH Corp.,"3,625 %",15.07.2024,Nein,Euro,15.07.2020
222027747,XS1844997970,International Game Technology PLC,"3,500 %",15.07.2024,Nein,Euro,15.07.2020
229332878,XS1881014374,European Investment Bank (EIB),"0,200 %",15.07.2024,Nein,Euro,15.07.2020
230477809,XS1634534017,Intrum AB,"3,125 %",15.07.2024,Nein,Euro,02.07.2020
236993421,IT0005320673,Unione di Banche Italiane S.p.A.,"0,500 %",15.07.2024,Nein,Euro,15.07.2020
242338405,FR0013396447,BPCE S.A.,"1,000 %",15.07.2024,Nein,Euro,15.07.2020
242338458,FR0013396512,Orange S.A.,"1,125 %",15.07.2024,Nein,Euro,15.07.2020
260628826,AT0000A28KX7,"&#214;sterreich, Staat","0,000 %",15.07.2024,Nein,Euro,15.07.2020
261556992,USY70750BL04,POSCO,"2,750 %",15.07.2024,Nein,US Dollar,15.07.2020
261666928,XS2027364244,Logicor Financing S.&#224;.r.l.,"0,750 %",15.07.2024,Nein,Euro,15.07.2020
262959739,XS2032590007,Victoria PLC,"5,250 %",15.07.2024,Nein,Euro,31.07.2020
295619785,USU07265AN84,Bayer US Finance II LLC,"3,375 %",15.07.2024,Nein,US Dollar,15.01.2019
106626278,XS1087816374,Scentre Management Ltd.,"2,250 %",16.07.2024,Nein,Euro,16.07.2020
106754476,AT0000A189C9,Erste Group Bank AG,"2,050 %",16.07.2024,Nein,Euro,16.07.2020
231312728,IT0005038283,Banca Monte dei Paschi di Siena S.p.A.,"2,875 %",16.07.2024,Nein,Euro,16.07.2020
261557021,US86562MBM10,Sumitomo Mitsui Financial Group Inc.,"2,696 %",16.07.2024,Nein,US Dollar,16.07.2020
262024009,US03938LBB99,ArcelorMittal S.A.,"3,600 %",16.07.2024,Nein,US Dollar,16.07.2020
107275904,DE000A12T2T0,Kreissparkasse Ludwigsburg,"1,625 %",17.07.2024,Nein,Euro,17.07.2020
182054644,GB0008983024,"Gro&#223;britannien und Nord-Irland, Staat","7,403 %",17.07.2024,Nein,Britisches Pfund,09.07.2020
214645375,CH0300874267,Pfandbriefzentrale der schweizerischen Kantonalbanken,"0,125 %",17.07.2024,Nein,Schweizer Franken,17.07.2020
192916873,XS1647481206,"Indonesien, Staat","2,150 %",18.07.2024,Nein,Euro,18.07.2020
223636071,XS1854830889,K+S Aktiengesellschaft,"3,250 %",18.07.2024,Nein,Euro,18.07.2020
223848579,DE000DM338Q2,Deutsche Bank AG,"1,300 %",18.07.2024,Nein,Euro,18.07.2020
258892834,DE000BLB7W04,Bayerische Landesbank,"0,210 %",18.07.2024,Nein,Euro,18.07.2020
278701208,XS2100726244,Kreditanstalt f&#252;r Wiederaufbau,"0,875 %",18.07.2024,Nein,Britisches Pfund,18.07.2020
95980779,FR0011689579,BPCE S.A.,"3,000 %",19.07.2024,Nein,Euro,19.07.2020
179957261,XS1533928971,WPC Eurobond B.V.,"2,250 %",19.07.2024,Nein,Euro,19.07.2020
261805690,XS2025483699,Haitong International Securities Group Ltd.,"3,375 %",19.07.2024,Nein,US Dollar,19.07.2020
261809768,USJ6354YAP90,Panasonic Corp.,"2,679 %",19.07.2024,Nein,US Dollar,19.07.2020
262024034,XS2027394233,Kondor Finance PLC,"7,125 %",19.07.2024,Nein,Euro,19.07.2020
262027983,XS2030530450,Jefferies Group LLC,"1,000 %",19.07.2024,Nein,Euro,19.07.2020
262345330,XS2028899727,Mitsubishi UFJ Financial Group Inc.,"0,339 %",19.07.2024,Nein,Euro,19.07.2020
282950348,XS2116728895,Ford Motor Credit Co. LLC,"1,744 %",19.07.2024,Nein,Euro,05.07.2020
96362461,US05578UAB08,BPCE S.A.,"5,150 %",21.07.2024,Ja,US Dollar,21.07.2020
184826237,DE000LB1DTA5,Landesbank Baden-W&#252;rttemberg,"0,700 %",21.07.2024,Nein,Euro,22.07.2020
76156726,AU0000XQLQU0,Queensland Treasury Corp.,"5,750 %",22.07.2024,Nein,Australischer Dollar,15.07.2020
134833868,DE000BLB3DL6,Bayerische Landesbank,"1,200 %",22.07.2024,Nein,Euro,22.07.2020
135344223,DE000BLB3DV5,Bayerische Landesbank,"1,100 %",22.07.2024,Nein,Euro,22.07.2020
168244041,DE000DE04WX9,Deutsche Bank AG,"1,125 %",22.07.2024,Nein,Euro,22.07.2020
182119032,FR0013238797,BNP Paribas Home Loan SFH,"0,375 %",22.07.2024,Nein,Euro,22.07.2020
210744496,FR0010780528,Suez S.A.,"5,500 %",22.07.2024,Nein,Euro,22.07.2020
223555228,DE000LB1QAM2,Landesbank Baden-W&#252;rttemberg,"0,500 %",22.07.2024,Nein,Euro,22.07.2020
259627539,DE000LB13C31,Landesbank Baden-W&#252;rttemberg,"0,150 %",22.07.2024,Nein,Euro,22.07.2020
262138636,US74977SDF65,Co&#246;peratieve Rabobank U.A.,"2,625 %",22.07.2024,Nein,US Dollar,22.07.2020
121561928,XS1089413089,"Elfenbeink&#252;ste, Staat","5,375 %",23.07.2024,Nein,US Dollar,09.07.2020
200076478,AU3SG0001639,Western Australian Treasury Corp.,"2,500 %",23.07.2024,Nein,Australischer Dollar,16.07.2020
224063684,US46647PAU03,JPMorgan Chase &amp; Co.,"3,797 %",23.07.2024,Nein,US Dollar,23.07.2020
224396782,US06051GHK85,Bank of America Corporation,"2,003 %",23.07.2024,Nein,US Dollar,23.07.2020
224396785,US06051GHL68,Bank of America Corporation,"3,864 %",23.07.2024,Nein,US Dollar,23.07.2020
224519734,US46647PAW68,JPMorgan Chase &amp; Co.,"1,933 %",23.07.2024,Nein,US Dollar,23.07.2020
262241288,XS2031862076,Royal Bank of Canada,"0,125 %",23.07.2024,Nein,Euro,23.07.2020
262241290,XS2031976678,Landeskreditbank Baden-W&#252;rttemberg - F&#246;rderbank,"2,000 %",23.07.2024,Nein,US Dollar,23.07.2020
261911871,DE000BLB7Y93,Bayerische Landesbank,"0,230 %",24.07.2024,Nein,Euro,24.07.2020
262345324,USY00130RW92,ADANI Ports &amp; Special Economic Zone Ltd.,"3,375 %",24.07.2024,Nein,US Dollar,24.07.2020
78335720,FR0011427848,"Frankreich, Staat","0,266 %",25.07.2024,Nein,Euro,25.07.2020
97462852,FR0011198787,Caisse d&#39;Amortissement de la Dette Sociale,"1,603 %",25.07.2024,Nein,Euro,25.07.2020
160093772,XS1090334050,Admiral Group PLC,"5,500 %",25.07.2024,Ja,Britisches Pfund,25.07.2020
193544045,XS1651444140,Eurofins Scientific S.E.,"2,125 %",25.07.2024,Nein,Euro,25.07.2020
224519736,DE000LB1QB57,Landesbank Baden-W&#252;rttemberg,"0,590 %",25.07.2024,Nein,Euro,25.07.2020
262442043,XS2013002824,Rural Electrification Corp. Ltd.,"3,375 %",25.07.2024,Nein,US Dollar,25.07.2020
182701843,DE000A2BPB84,Deutsche Wohnen SE,"0,325 %",26.07.2024,Nein,Euro,26.07.2020
193544940,XS1652512457,D S Smith PLC,"1,375 %",26.07.2024,Nein,Euro,26.07.2020
193629931,XS1652965085,ADO Properties S.A.,"1,500 %",26.07.2024,Nein,Euro,26.07.2020
196491328,NZIDBDT004C3,Inter-American Development Bank,"3,500 %",26.07.2024,Nein,Neuseel&#228;ndischer Dollar,17.07.2020
198671533,DE000LB1DZ13,Landesbank Baden-W&#252;rttemberg,"0,550 %",26.07.2024,Nein,Euro,26.07.2020
224519739,DE000LB1QB81,Landesbank Baden-W&#252;rttemberg,"0,750 %",26.07.2024,Nein,Euro,26.07.2020
253404553,XS1989375503,Morgan Stanley Inc.,"0,637 %",26.07.2024,Nein,Euro,26.07.2020
254725914,USU11009AZ75,Bristol-Myers Squibb Co.,"2,900 %",26.07.2024,Nein,US Dollar,26.07.2020
261911872,DE000BLB7ZA3,Bayerische Landesbank,"0,230 %",26.07.2024,Nein,Euro,26.07.2020
262442030,DE000A1RQDH5,"Hessen, Region","0,000 %",26.07.2024,Nein,Euro,26.07.2020
267822266,CA459058HA44,International Bank for Reconstruction and Development,"1,800 %",26.07.2024,Nein,Kanadischer Dollar,26.07.2020
107444522,XS1091654761,Royal Mail PLC,"2,375 %",29.07.2024,Nein,Euro,29.07.2020
138216803,AT0000A1FAM2,Erste Group Bank AG,"1,100 %",29.07.2024,Nein,Euro,29.07.2020
221530791,DE000LB1P9H7,Landesbank Baden-W&#252;rttemberg,"0,450 %",29.07.2024,Nein,Euro,29.07.2020
252397377,CH0471297918,Pfandbriefbank schweizerischer Hypothekarinstitute AG,"0,000 %",29.07.2024,Nein,Schweizer Franken,29.07.2020
121561941,XS1090161875,"Senegal, Staat","6,250 %",30.07.2024,Nein,US Dollar,30.07.2020
213814341,DE000AAR0207,Aareal Bank AG,"0,375 %",30.07.2024,Nein,Euro,30.07.2020
252174440,ES0000012E85,"Spanien, Staat","0,250 %",30.07.2024,Nein,Euro,30.07.2020
263472092,US025816CG27,American Express Co.,"2,500 %",30.07.2024,Nein,US Dollar,30.07.2020
263580449,XS1843432821,Air Baltic Corporation A.S.,"6,750 %",30.07.2024,Nein,Euro,30.07.2020
263727332,XS2033281176,European Investment Bank (EIB),"1,750 %",30.07.2024,Nein,Kanadischer Dollar,30.07.2020
272010854,DE000A2LQK80,Investitionsbank Berlin,"0,010 %",30.07.2024,Nein,Euro,30.07.2020
151422052,XS1090889947,Abja Investment Co PTE Ltd.,"5,950 %",31.07.2024,Nein,US Dollar,17.07.2020
194499226,US9128282N91,"USA, Staat","2,125 %",31.07.2024,Nein,US Dollar,31.07.2020
227474336,IT0003621460,"Italien, Staat","5,125 %",31.07.2024,Nein,Euro,31.07.2020
263116532,XS2035038731,NRW.BANK,"1,875 %",31.07.2024,Nein,US Dollar,31.07.2020
263240466,XS2035363485,Banco Santander S.A.,"1,375 %",31.07.2024,Nein,Britisches Pfund,31.07.2020
263727296,US912828Y875,"USA, Staat","1,750 %",31.07.2024,Nein,US Dollar,31.07.2020
106803297,US075896AA80,Bed Bath &amp; Beyond Inc.,"3,749 %",01.08.2024,Nein,US Dollar,31.07.2020
107444503,US278642AL76,eBay Inc.,"3,450 %",01.08.2024,Nein,US Dollar,31.07.2020
107554065,USU2339CBQ07,Daimler Finance North America LLC,"3,250 %",01.08.2024,Nein,US Dollar,31.07.2020
108125747,AT0000A192J8,Erste Group Bank AG,"1,500 %",01.08.2024,Nein,Euro,01.08.2020
167703236,XS1405769990,INEOS Group Holdings S.A.,"5,375 %",01.08.2024,Nein,Euro,18.07.2020
167781418,USL5078PAH03,INEOS Group Holdings S.A.,"5,625 %",01.08.2024,Nein,US Dollar,31.07.2020
193137759,XS1649046874,AnaCap Financial Europe SA SICAV-RAIF,"5,000 %",01.08.2024,Nein,Euro,20.07.2020
195548384,DE000A2DALV1,Timeless Hideaways GmbH,"7,000 %",01.08.2024,Nein,Euro,01.08.2020
196126917,US761519BF37,Revlon Consumer Products Corporation,"6,250 %",01.08.2024,Nein,US Dollar,31.07.2020
260511993,DE000A2YNR08,Ekosem-Agrar AG,"7,500 %",01.08.2024,Nein,Euro,01.08.2020
263727336,XS2035469126,Walnut Bidco PLC,"6,750 %",01.08.2024,Nein,Euro,31.07.2020
264470087,USG9410WAA56,Walnut Bidco PLC,"9,125 %",01.08.2024,Nein,US Dollar,31.07.2020
167457569,DE000A2BN3T9,"Niedersachsen, Region","0,000 %",02.08.2024,Nein,Euro,02.08.2020
223171874,DE000LB1P9F1,Landesbank Baden-W&#252;rttemberg,"0,250 %",02.08.2024,Nein,Euro,03.08.2020
224870004,US86787EAY32,Truist Bank Inc.,"3,689 %",02.08.2024,Nein,US Dollar,02.08.2020
263481478,DE000LB2CLV8,Landesbank Baden-W&#252;rttemberg,"0,040 %",02.08.2024,Nein,Euro,02.08.2020
108388270,US172967HV61,Citigroup Inc.,"4,000 %",05.08.2024,Ja,US Dollar,05.08.2020
266602236,US500769JC98,Kreditanstalt f&#252;r Wiederaufbau,"1,375 %",05.08.2024,Nein,US Dollar,24.07.2020
108376370,AT0000A18VY3,Erste Group Bank AG,"2,050 %",06.08.2024,Nein,Euro,06.08.2020
245680573,CH0457206800,ABB Ltd.,"0,300 %",06.08.2024,Nein,Schweizer Franken,06.08.2020
97675819,AU3CB0218444,European Investment Bank (EIB),"4,750 %",07.08.2024,Nein,Australischer Dollar,31.07.2020
194431667,DE000BLB44X8,Bayerische Landesbank,"0,250 %",07.08.2024,Nein,Euro,07.08.2020
264293228,AU3CB0265593,Macquarie Bank Ltd.,"1,750 %",07.08.2024,Nein,Australischer Dollar,31.07.2020
225023021,DE000LB1QBU3,Landesbank Baden-W&#252;rttemberg,"0,640 %",08.08.2024,Nein,Euro,08.08.2020
261115422,DE000BLB7YF5,Bayerische Landesbank,"0,110 %",08.08.2024,Nein,Euro,08.08.2020
