Issuer,Currency,Due_Date,Coupon,ISIN
Nokia Oyj,USD,12.06.2027,"4,375%",US654902AE56
Noble Energy Inc.,USD,01.03.2041,"6,000%",US655044AE52
Noble Holding International Ltd.,USD,15.03.2022,"3,950%",US65504LAJ61
Glencore Canada Corp.,USD,15.06.2035,"6,200%",US655422AV53
Nordea Bank Abp,USD,17.09.2020,"2,500%",US65557DAP69
Nordic Investment Bank,USD,30.09.2021,"2,250%",US65562QAW50
Nordic Investment Bank,NOK,15.07.2020,"1,375%",US65562QAY17
Nordic Investment Bank,USD,01.02.2022,"2,125%",US65562QBE44
Nordstrom Inc.,USD,15.03.2027,"4,000%",US655664AS97
Northrop Grumman Corp.,USD,15.10.2047,"4,030%",US666807BP60
Novartis Capital Corp.,USD,21.09.2022,"2,400%",US66989HAE80
Novartis Capital Corp.,USD,06.05.2024,"3,400%",US66989HAG39
Novartis Capital Corp.,USD,06.05.2044,"4,400%",US66989HAH12
Novartis Capital Corp.,USD,17.05.2022,"2,400%",US66989HAM07
Novartis Capital Corp.,USD,17.05.2027,"3,100%",US66989HAN89
Novartis Capital Corp.,USD,14.02.2025,"1,750%",US66989HAP38
Novartis Capital Corp.,USD,14.02.2027,"2,000%",US66989HAQ11
Novartis Capital Corp.,USD,14.08.2030,"2,200%",US66989HAR93
Novartis Capital Corp.,USD,14.08.2050,"2,750%",US66989HAS76
NVIDIA Corp.,USD,16.09.2021,"2,200%",US67066GAD60
NVIDIA Corp.,USD,16.09.2026,"3,200%",US67066GAE44
NVIDIA Corp.,USD,01.04.2030,"2,850%",US67066GAF19
NVIDIA Corp.,USD,01.04.2040,"3,500%",US67066GAG91
NVIDIA Corp.,USD,01.04.2050,"3,500%",US67066GAH74
Occidental Petroleum Corp.,USD,15.04.2026,"3,400%",US674599CH65
Occidental Petroleum Corp.,USD,15.04.2046,"4,400%",US674599CJ22
Occidental Petroleum Corp.,USD,15.08.2022,"2,700%",US674599CP81
Occidental Petroleum Corp.,USD,15.08.2022,"1,842%",US674599CQ64
Occidental Petroleum Corp.,USD,15.08.2026,"3,200%",US674599CR48
Occidental Petroleum Corp.,USD,15.08.2029,"3,500%",US674599CS21
Occidental Petroleum Corp.,USD,08.02.2021,"1,397%",US674599CT04
Occidental Petroleum Corp.,USD,13.08.2021,"1,683%",US674599CV59
Occidental Petroleum Corp.,USD,15.08.2024,"2,900%",US674599CW33
Occidental Petroleum Corp.,USD,15.08.2039,"4,300%",US674599CX16
Occidental Petroleum Corp.,USD,15.08.2049,"4,400%",US674599CY98
Oesterreichische Kontrollbank AG,USD,01.10.2021,"2,375%",US676167BL26
Oesterreichische Kontrollbank AG,USD,21.10.2020,"1,500%",US676167BP30
Oesterreichische Kontrollbank AG,USD,07.11.2023,"3,125%",US676167BX63
Oesterreichische Kontrollbank AG,USD,17.09.2022,"1,625%",US676167BZ12
Oesterreichische Kontrollbank AG,USD,12.02.2025,"1,500%",US676167CA51
Omnicom Group Inc.,USD,01.06.2030,"4,200%",US681919BC93
One Gas Inc.,USD,01.11.2048,"4,500%",US68235PAG37
"Ontario, Provinz",USD,18.05.2022,"2,250%",US6832342L18
"Ontario, Provinz",USD,21.05.2027,"1,050%",US683234AQ19
"Ontario, Provinz",USD,10.09.2021,"2,500%",US683234C630
"Ontario, Provinz",USD,24.01.2023,"1,750%",US683234C895
"Ontario, Provinz",USD,29.06.2022,"2,450%",US68323ABK97
"Ontario, Provinz",USD,16.05.2024,"3,200%",US68323ACT97
"Ontario, Provinz",USD,08.02.2022,"2,400%",US68323AED28
"Ontario, Provinz",USD,03.10.2022,"2,200%",US68323AEQ31
"Ontario, Provinz",USD,25.04.2022,"2,550%",US68323AFE91
"Ontario, Provinz",USD,02.10.2029,"2,000%",US68323AFG40
Oracle Corp.,USD,15.04.2038,"6,500%",US68389XAE58
Oracle Corp.,USD,08.07.2039,"6,125%",US68389XAH89
Oracle Corp.,USD,15.10.2022,"2,500%",US68389XAP06
Oracle Corp.,USD,15.07.2023,"3,625%",US68389XAS45
Oracle Corp.,USD,08.07.2024,"3,400%",US68389XAU90
Oracle Corp.,USD,08.07.2034,"4,300%",US68389XAV73
Oracle Corp.,USD,08.07.2044,"4,500%",US68389XAW56
Oracle Corp.,USD,08.07.2021,"2,800%",US68389XBA28
Oracle Corp.,USD,15.05.2022,"2,500%",US68389XBB01
Oracle Corp.,USD,15.05.2025,"2,950%",US68389XBC83
Oracle Corp.,USD,15.05.2030,"3,250%",US68389XBD66
Oracle Corp.,USD,15.05.2035,"3,900%",US68389XBE40
Oracle Corp.,USD,15.05.2045,"4,125%",US68389XBF15
Oracle Corp.,USD,15.05.2055,"4,375%",US68389XBG97
Oracle Corp.,USD,15.07.2026,"2,650%",US68389XBM65
Oracle Corp.,USD,15.11.2027,"3,250%",US68389XBN49
Oracle Corp.,USD,15.11.2037,"3,800%",US68389XBP96
Oracle Corp.,USD,15.11.2047,"4,000%",US68389XBQ79
Oracle Corp.,USD,15.02.2023,"2,625%",US68389XBR52
Oracle Corp.,USD,15.11.2024,"2,950%",US68389XBS36
Oracle Corp.,USD,01.04.2025,"2,500%",US68389XBT19
Oracle Corp.,USD,01.04.2027,"2,800%",US68389XBU81
Oracle Corp.,USD,01.04.2030,"2,950%",US68389XBV64
Oracle Corp.,USD,01.04.2040,"3,600%",US68389XBW48
Oracle Corp.,USD,01.04.2050,"3,600%",US68389XBX21
Oracle Corp.,USD,01.04.2060,"3,850%",US68389XBY04
Orange S.A.,USD,06.02.2044,"5,500%",US685218AB52
Owens Corning [New],USD,15.07.2047,"4,300%",US690742AG60
PG & E Corp.,USD,01.07.2028,"5,000%",US69331CAH16
PG & E Corp.,USD,01.07.2030,"5,250%",US69331CAJ71
PNM Resources Inc.,USD,09.03.2021,"3,250%",US69349HAC16
PPL Electric Utilities Corp.,USD,01.06.2047,"3,950%",US69351UAU79
PPL Capital Funding Inc.,USD,15.04.2030,"4,125%",US69352PAQ63
PG & E Corp.,USD,01.12.2046,"4,000%",US694308HR19
PG & E Corp.,USD,15.03.2027,"3,300%",US694308HS91
"Panama, Republik",USD,26.01.2036,"6,700%",US698299AW45
"Panama, Republik",USD,16.03.2025,"3,750%",US698299BE38
PayPal Holdings Inc.,USD,26.09.2022,"2,200%",US70450YAB92
PayPal Holdings Inc.,USD,01.10.2024,"2,400%",US70450YAC75
PayPal Holdings Inc.,USD,01.10.2026,"2,650%",US70450YAD58
PayPal Holdings Inc.,USD,01.10.2029,"2,850%",US70450YAE32
PayPal Holdings Inc.,USD,01.06.2023,"1,350%",US70450YAF07
PayPal Holdings Inc.,USD,01.06.2025,"1,650%",US70450YAG89
PayPal Holdings Inc.,USD,01.06.2030,"2,300%",US70450YAH62
Petróleos Mexicanos,USD,15.06.2035,"6,625%",US706451BG56
Petróleos Mexicanos,USD,15.06.2038,"6,625%",US706451BR12
PepsiCo Inc.,USD,01.11.2020,"3,125%",US713448BR89
PepsiCo Inc.,USD,05.03.2022,"2,750%",US713448BY31
PepsiCo Inc.,USD,05.03.2042,"4,000%",US713448BZ06
PepsiCo Inc.,USD,01.03.2023,"2,750%",US713448CG16
PepsiCo Inc.,USD,01.03.2024,"3,600%",US713448CM83
PepsiCo Inc.,USD,30.04.2025,"2,750%",US713448CT37
PepsiCo Inc.,USD,14.10.2020,"2,150%",US713448DC92
PepsiCo Inc.,USD,06.10.2021,"1,700%",US713448DL91
PepsiCo Inc.,USD,06.10.2021,"0,833%",US713448DM74
PepsiCo Inc.,USD,06.10.2026,"2,375%",US713448DN57
PepsiCo Inc.,USD,02.05.2022,"2,250%",US713448DT28
PepsiCo Inc.,USD,03.05.2022,"0,921%",US713448DU90
PepsiCo Inc.,USD,02.05.2047,"4,000%",US713448DV73
PepsiCo Inc.,USD,15.04.2021,"2,000%",US713448DX30
PepsiCo Inc.,USD,15.10.2027,"3,000%",US713448DY13
PepsiCo Inc.,USD,29.07.2029,"2,625%",US713448EL82
PepsiCo Inc.,USD,29.07.2049,"3,375%",US713448EM65
PepsiCo Inc.,USD,15.10.2049,"2,875%",US713448EP96
PepsiCo Inc.,USD,19.03.2025,"2,250%",US713448EQ79
PepsiCo Inc.,USD,19.03.2027,"2,625%",US713448ER52
PepsiCo Inc.,USD,19.03.2030,"2,750%",US713448ES36
PepsiCo Inc.,USD,19.03.2040,"3,500%",US713448ET19
PepsiCo Inc.,USD,19.03.2050,"3,625%",US713448EU81
PepsiCo Inc.,USD,19.03.2060,"3,875%",US713448EV64
PepsiCo Inc.,USD,01.05.2023,"0,750%",US713448EY04
PepsiCo Inc.,USD,01.05.2030,"1,625%",US713448EZ78
"Peru, Republik",USD,21.11.2033,"8,750%",US715638AP79
"Peru, Republik",USD,14.03.2037,"6,550%",US715638AU64
"Peru, Republik",USD,18.11.2050,"5,625%",US715638BM30
PT Perusahaan Listrik Negara [PLN],USD,15.05.2027,"4,125%",US71568QAC15
Suncor Energy Inc.,USD,15.05.2038,"6,800%",US71644EAJ10
Petrobras Global Finance B.V.,USD,20.01.2040,"6,875%",US71645WAQ42
Petrobras Global Finance B.V.,USD,27.01.2021,"5,375%",US71645WAR25
Petrobras Global Finance B.V.,USD,27.01.2041,"6,750%",US71645WAS08
Petrobras Global Finance B.V.,USD,20.05.2043,"5,625%",US71647NAA72
Petrobras Global Finance B.V.,USD,20.05.2023,"4,375%",US71647NAF69
Petrobras Global Finance B.V.,USD,17.03.2044,"7,250%",US71647NAK54
Petrobras Global Finance B.V.,USD,17.03.2024,"6,250%",US71647NAM11
Petrobras Global Finance B.V.,USD,05.06.2115,"6,850%",US71647NAN93
Petrobras Global Finance B.V.,USD,23.05.2021,"8,375%",US71647NAP42
Petrobras Global Finance B.V.,USD,23.05.2026,"8,750%",US71647NAQ25
Petrobras Global Finance B.V.,USD,17.01.2022,"6,125%",US71647NAR08
Petrobras Global Finance B.V.,USD,17.01.2027,"7,375%",US71647NAS80
Petrobras Global Finance B.V.,USD,27.01.2025,"5,299%",US71647NAV10
Petrobras Global Finance B.V.,USD,27.01.2028,"5,999%",US71647NAY58
Petrobras Global Finance B.V.,USD,01.02.2029,"5,750%",US71647NAZ24
Petrobras Global Finance B.V.,USD,03.06.2050,"6,750%",US71647NBG34
Petrobras Global Finance B.V.,USD,03.01.2031,"5,600%",US71647NBH17
Petróleos Mexicanos,USD,21.01.2021,"5,500%",US71654QAX07
Petróleos Mexicanos,USD,02.06.2041,"6,500%",US71654QAZ54
Petróleos Mexicanos,USD,24.01.2022,"4,875%",US71654QBB77
Petróleos Mexicanos,USD,27.06.2044,"5,500%",US71654QBE17
Petróleos Mexicanos,USD,30.01.2023,"3,500%",US71654QBG64
Petróleos Mexicanos,USD,18.01.2024,"4,875%",US71654QBH48
Petróleos Mexicanos,USD,23.01.2045,"6,375%",US71654QBR20
Petróleos Mexicanos,USD,23.07.2020,"3,500%",US71654QBU58
Petróleos Mexicanos,USD,23.01.2026,"4,500%",US71654QBW15
Petróleos Mexicanos,USD,23.01.2046,"5,625%",US71654QBX97
Petróleos Mexicanos,USD,04.08.2026,"6,875%",US71654QCB68
Petróleos Mexicanos,USD,21.09.2047,"6,750%",US71654QCC42
Petróleos Mexicanos,USD,21.09.2023,"4,625%",US71654QCD25
Petróleos Mexicanos,USD,13.03.2027,"6,500%",US71654QCG55
Petróleos Mexicanos,USD,12.02.2028,"5,350%",US71654QCK67
Petróleos Mexicanos,USD,12.02.2048,"6,350%",US71654QCL41
Petróleos Mexicanos,USD,23.01.2029,"6,500%",US71654QCP54
Petróleos Mexicanos,USD,11.03.2022,"3,964%",US71656MBN83
Petróleos Mexicanos,USD,13.03.2027,"6,500%",US71656MBQ15
Pfizer Inc.,USD,15.06.2043,"4,300%",US717081DE02
Pfizer Inc.,USD,15.06.2023,"3,000%",US717081DH33
Pfizer Inc.,USD,15.05.2044,"4,400%",US717081DK61
Pfizer Inc.,USD,15.05.2024,"3,400%",US717081DM28
Pfizer Inc.,USD,03.06.2026,"2,750%",US717081DV27
Pfizer Inc.,USD,03.06.2021,"1,950%",US717081DX82
Pfizer Inc.,USD,15.12.2021,"2,200%",US717081DZ31
Pfizer Inc.,USD,15.12.2026,"3,000%",US717081EA70
Pfizer Inc.,USD,15.12.2036,"4,000%",US717081EC37
Pfizer Inc.,USD,15.12.2046,"4,125%",US717081ED10
Pfizer Inc.,USD,15.09.2038,"4,100%",US717081EJ89
Pfizer Inc.,USD,15.09.2048,"4,200%",US717081EK52
Pfizer Inc.,USD,15.09.2021,"3,000%",US717081EM19
Pfizer Inc.,USD,11.03.2022,"2,800%",US717081ER06
Pfizer Inc.,USD,15.03.2024,"2,950%",US717081ES88
Pfizer Inc.,USD,15.03.2029,"3,450%",US717081ET61
Pfizer Inc.,USD,15.03.2049,"4,000%",US717081EV18
Pfizer Inc.,USD,01.04.2030,"2,625%",US717081EW90
Pfizer Inc.,USD,28.05.2025,"0,800%",US717081EX73
Pfizer Inc.,USD,28.05.2030,"1,700%",US717081EY56
Pfizer Inc.,USD,28.05.2040,"2,550%",US717081EZ22
Pfizer Inc.,USD,28.05.2050,"2,700%",US717081FA61
Philip Morris International Inc.,USD,16.05.2038,"6,375%",US718172AC39
Philip Morris International Inc.,USD,22.08.2022,"2,500%",US718172AT63
Philip Morris International Inc.,USD,21.08.2042,"3,875%",US718172AU37
Philip Morris International Inc.,USD,04.03.2043,"4,125%",US718172AW92
Philip Morris International Inc.,USD,15.11.2023,"3,600%",US718172BE85
Philip Morris International Inc.,USD,10.11.2024,"3,250%",US718172BM02
Philip Morris International Inc.,USD,11.08.2025,"3,375%",US718172BQ16
Philip Morris International Inc.,USD,18.02.2022,"2,625%",US718172BZ15
Philip Morris International Inc.,USD,17.08.2022,"2,375%",US718172CA54
Philip Morris International Inc.,USD,17.08.2027,"3,125%",US718172CB38
Philip Morris International Inc.,USD,02.11.2022,"2,500%",US718172CD93
Philip Morris International Inc.,USD,01.05.2024,"2,875%",US718172CH08
Philip Morris International Inc.,USD,15.08.2029,"3,375%",US718172CJ63
Philip Morris International Inc.,USD,01.05.2025,"1,500%",US718172CN75
Philip Morris International Inc.,USD,01.05.2030,"2,100%",US718172CP24
Philip Morris International Inc.,USD,01.05.2023,"1,125%",US718172CQ07
"Philippinen, Republik der",USD,16.03.2025,"10,625%",US718286AP29
"Philippinen, Republik der",USD,02.02.2030,"9,500%",US718286AY36
"Philippinen, Republik der",USD,14.01.2031,"7,750%",US718286BB24
"Philippinen, Republik der",USD,15.01.2032,"6,375%",US718286BD89
"Philippinen, Republik der",USD,05.05.2045,"2,950%",US718286CH84
Phillips 66,USD,01.05.2042,"5,875%",US718546AH74
Phillips 66,USD,15.11.2044,"4,875%",US718546AL86
Phillips 66,USD,09.04.2025,"3,850%",US718546AV68
Phillips 66,USD,15.12.2030,"2,150%",US718546AW42
Phillips 66 Partners LP,USD,01.10.2026,"3,550%",US718549AD00
Phillips 66 Partners LP,USD,01.10.2046,"4,900%",US718549AE82
"Polen, Republik",USD,17.03.2023,"3,000%",US731011AT95
"Polen, Republik",USD,06.04.2026,"3,250%",US731011AU68
Ralph Lauren Corp.,USD,15.06.2030,"2,950%",US731572AB96
Praxair Inc.,USD,15.02.2022,"2,450%",US74005PBA12
Praxair Inc.,USD,21.02.2023,"2,700%",US74005PBF09
Precision Castparts Corp.,USD,15.06.2025,"3,250%",US740189AM73
Principal Financial Group Inc.,USD,15.05.2029,"3,700%",US74251VAR33
The Procter & Gamble Co.,USD,05.03.2037,"5,550%",US742718DF34
The Procter & Gamble Co.,USD,15.08.2023,"3,100%",US742718EB11
The Procter & Gamble Co.,USD,02.02.2026,"2,700%",US742718EP07
The Procter & Gamble Co.,USD,03.11.2021,"1,700%",US742718EQ89
The Procter & Gamble Co.,USD,03.11.2026,"2,450%",US742718ER62
The Procter & Gamble Co.,USD,11.08.2022,"2,150%",US742718EU91
The Procter & Gamble Co.,USD,11.08.2027,"2,850%",US742718EV74
The Procter & Gamble Co.,USD,25.10.2047,"3,500%",US742718FB02
The Procter & Gamble Co.,USD,25.03.2030,"3,000%",US742718FH71
The Procter & Gamble Co.,USD,25.03.2050,"3,600%",US742718FK01
Prologis L.P.,USD,15.04.2030,"2,250%",US74340XBM20
Prologis L.P.,USD,15.04.2027,"2,125%",US74340XBN03
Prologis L.P.,USD,15.04.2050,"3,000%",US74340XBP50
Prudential Financial Inc.,USD,15.05.2045,"5,375%",US744320AV41
Prudential Financial Inc.,USD,16.09.2047,"4,500%",US744320AW24
Prudential Financial Inc.,USD,10.03.2030,"2,100%",US74432QCG82
Prudential Financial Inc.,USD,10.03.2026,"1,500%",US74432QCH65
Prudential Financial Inc.,USD,10.03.2040,"3,000%",US74432QCJ22
Prudential PLC,USD,14.04.2030,"3,125%",US74435KAA34
Public Service Co. of Colorado,USD,15.06.2028,"3,700%",US744448CP44
Public Service Co. of Colorado,USD,15.06.2048,"4,100%",US744448CQ27
QUALCOMM Inc.,USD,20.05.2022,"3,000%",US747525AE30
QUALCOMM Inc.,USD,20.05.2025,"3,450%",US747525AF05
QUALCOMM Inc.,USD,20.05.2035,"4,650%",US747525AJ27
QUALCOMM Inc.,USD,20.05.2045,"4,800%",US747525AK99
QUALCOMM Inc.,USD,30.01.2023,"2,600%",US747525AR43
QUALCOMM Inc.,USD,20.05.2024,"2,900%",US747525AT09
QUALCOMM Inc.,USD,20.05.2027,"3,250%",US747525AU71
QUALCOMM Inc.,USD,20.05.2047,"4,300%",US747525AV54
QUALCOMM Inc.,USD,20.05.2050,"3,250%",US747525BJ18
QUALCOMM Inc.,USD,20.05.2030,"2,150%",US747525BK80
"Quebec, Provinz",USD,11.02.2025,"1,500%",US748148RZ80
"Quebec, Provinz",USD,28.05.2030,"1,350%",US748148SB04
"Quebec, Provinz",USD,13.02.2023,"2,625%",US748149AG65
"Quebec, Provinz",USD,31.01.2022,"2,375%",US748149AM34
"Quebec, Provinz",USD,12.04.2027,"2,750%",US748149AN17
Quest Diagnostics Inc.,USD,30.06.2031,"2,800%",US74834LBC37
Ralph Lauren Corp.,USD,15.09.2025,"3,750%",US751212AC57
Raytheon Technologies Corp.,USD,01.07.2050,"3,125%",US75513EAC57
Raytheon Technologies Corp.,USD,01.07.2030,"2,250%",US75513EAD31
Regions Financial Corp.,USD,14.08.2023,"3,800%",US7591EPAP55
Regions Financial Corp.,USD,18.05.2025,"2,250%",US7591EPAQ39
Republic Services Inc.,USD,15.05.2028,"3,950%",US760759AT74
"Uruguay, Republik",USD,20.11.2045,"4,125%",US760942AY83
"Uruguay, Republik",USD,14.08.2024,"4,500%",US760942AZ58
"Uruguay, Republik",USD,18.06.2050,"5,100%",US760942BA98
"Uruguay, Republik",USD,20.04.2055,"4,975%",US760942BD38
Revlon Consumer Products Corp.,USD,01.08.2024,"6,250%",US761519BF37
Reynolds American Inc.,USD,01.11.2042,"4,750%",US761713AW64
Reynolds American Inc.,USD,12.06.2025,"4,450%",US761713BG06
Rio Tinto Finance USA Ltd.,USD,15.06.2025,"3,750%",US767201AS58
Rockwell Collins Inc.,USD,15.03.2022,"2,800%",US774341AH41
Rockwell Collins Inc.,USD,15.03.2024,"3,200%",US774341AJ07
Rockwell Collins Inc.,USD,15.03.2027,"3,500%",US774341AK79
Rockwell Collins Inc.,USD,15.04.2047,"4,350%",US774341AL52
Rogers Communications Inc.,USD,15.02.2048,"4,300%",US775109BG57
Rogers Communications Inc.,USD,15.11.2049,"3,700%",US775109BP56
"Rumänien, Republik",USD,07.02.2022,"6,750%",US77586TAA43
"Rumänien, Republik",USD,22.08.2023,"4,375%",US77586TAC09
"Rumänien, Republik",USD,22.01.2024,"4,875%",US77586TAD81
"Rumänien, Republik",USD,22.01.2044,"6,125%",US77586TAE64
Roper Technologies Inc.,USD,15.09.2028,"4,200%",US776743AF34
Royal Bank of Canada,USD,27.01.2026,"4,650%",US780082AD52
The Royal Bank of Scotland Group PLC,USD,10.06.2023,"6,100%",US780097AY76
The Royal Bank of Scotland Group PLC,USD,19.12.2023,"6,000%",US780097AZ42
The Royal Bank of Scotland Group PLC,USD,28.05.2024,"5,125%",US780099CH81
NatWest Markets PLC,USD,24.08.2020,"5,625%",US78010XAE13
Royal Bank of Canada,USD,30.10.2020,"2,350%",US78012KJA60
Royal Bank of Canada,USD,01.02.2022,"2,750%",US78012KZG56
Royal Bank of Canada,USD,30.04.2021,"3,200%",US78013XKG24
Royal Bank of Canada,USD,30.04.2021,"1,150%",US78013XKH07
Royal Bank of Canada,USD,16.07.2024,"2,550%",US78013XZU52
Royal Caribbean Cruises Ltd.,USD,15.11.2022,"5,250%",US780153AU63
Royal Bank of Canada,USD,17.01.2023,"1,950%",US78015K7D03
Royal Bank of Canada,USD,17.01.2023,"1,494%",US78015K7E85
Royal Bank of Canada,USD,17.04.2023,"1,600%",US78015K7G34
Royal Bank of Canada,USD,10.06.2025,"1,150%",US78015K7H17
AT & T Inc.,USD,15.06.2034,"6,450%",US78387GAM50
S&P Global Inc.,USD,15.05.2048,"4,500%",US78409VAN47
Navient Corp.,USD,25.03.2024,"6,125%",US78442FET12
Safeway Inc.,USD,01.02.2031,"7,250%",US786514BA67
salesforce.com Inc.,USD,11.04.2023,"3,250%",US79466LAE48
salesforce.com Inc.,USD,11.04.2028,"3,700%",US79466LAF13
Santander UK Group Holdings PLC,USD,05.08.2021,"2,875%",US80281LAE56
Santander Holdings USA Inc.,USD,18.01.2023,"3,400%",US80282KAS50
Santander Holdings USA Inc.,USD,02.06.2025,"3,450%",US80282KBB17
Schlumberger Investment S.A.,USD,26.06.2030,"2,650%",US806854AJ48
Charles Schwab Corp.,USD,02.03.2027,"3,200%",US808513AQ89
Charles Schwab Corp.,USD,24.03.2025,"4,200%",US808513BB02
Charles Schwab Corp.,USD,22.03.2030,"4,625%",US808513BC84
Shell International Finance B.V.,USD,21.08.2022,"2,375%",US822582AS19
Shell International Finance B.V.,USD,06.01.2023,"2,250%",US822582AV48
Shell International Finance B.V.,USD,12.08.2023,"3,400%",US822582AX04
Shell International Finance B.V.,USD,12.08.2043,"4,550%",US822582AY86
Shell International Finance B.V.,USD,11.05.2025,"3,250%",US822582BD31
Shell International Finance B.V.,USD,11.05.2035,"4,125%",US822582BE14
Shell International Finance B.V.,USD,11.05.2045,"4,375%",US822582BF88
Shell International Finance B.V.,USD,10.11.2020,"2,250%",US822582BP60
Shell International Finance B.V.,USD,10.05.2046,"4,000%",US822582BQ44
Shell International Finance B.V.,USD,10.05.2021,"1,875%",US822582BS00
Shell International Finance B.V.,USD,10.05.2026,"2,875%",US822582BT82
Shell International Finance B.V.,USD,12.09.2046,"3,750%",US822582BY77
Shell International Finance B.V.,USD,13.11.2023,"3,500%",US822582BZ43
Shell International Finance B.V.,USD,13.11.2023,"0,833%",US822582CA82
Shell International Finance B.V.,USD,13.11.2028,"3,875%",US822582CB65
Shell International Finance B.V.,USD,07.11.2024,"2,000%",US822582CC49
Shell International Finance B.V.,USD,07.11.2029,"2,375%",US822582CD22
Shell International Finance B.V.,USD,07.11.2049,"3,125%",US822582CE05
Shell International Finance B.V.,USD,06.04.2025,"2,375%",US822582CF79
Shell International Finance B.V.,USD,06.04.2030,"2,750%",US822582CG52
Shell International Finance B.V.,USD,06.04.2050,"3,250%",US822582CH36
Shire Acquisitions Investments Ireland DAC,USD,23.09.2021,"2,400%",US82481LAB53
Shire Acquisitions Investments Ireland DAC,USD,23.09.2026,"3,200%",US82481LAD10
Sinopec Group Overseas Development [2018] Ltd.,USD,12.09.2023,"3,750%",US82939GAA67
Skandinaviska Enskilda Banken,USD,13.09.2021,"1,875%",US830505AT07
Skandinaviska Enskilda Banken,USD,11.03.2022,"2,800%",US830505AW36
Société Générale S.A.,USD,12.01.2022,"3,250%",US83368TAF57
Société Générale S.A.,USD,12.01.2027,"4,000%",US83368TAG31
Société Générale S.A.,USD,14.09.2028,"4,750%",US83368TAM09
Société Générale S.A.,USD,29.05.2025,"3,250%",US83368WQ381
"South Africa, Republic of",USD,30.05.2022,"5,875%",US836205AL88
"South Africa, Republic of",USD,08.03.2041,"6,250%",US836205AP92
"South Africa, Republic of",USD,17.01.2024,"4,665%",US836205AQ75
"South Africa, Republic of",USD,16.09.2025,"5,875%",US836205AR58
"South Africa, Republic of",USD,24.07.2044,"5,375%",US836205AS32
"South Africa, Republic of",USD,12.10.2046,"5,000%",US836205AV60
"South Africa, Republic of",USD,27.09.2027,"4,850%",US836205AW44
"South Africa, Republic of",USD,27.09.2047,"5,650%",US836205AX27
"South Africa, Republic of",USD,30.09.2029,"4,850%",US836205BA15
"South Africa, Republic of",USD,30.09.2049,"5,750%",US836205BB97
Southern California Edison Co.,USD,01.04.2047,"4,000%",US842400GG23
The Southern Co.,USD,15.03.2057,"5,500%",US842587CY12
Southern Copper Corp.,USD,16.04.2040,"6,750%",US84265VAE56
Southern Copper Corp.,USD,08.11.2042,"5,250%",US84265VAG05
Southern Copper Corp.,USD,23.04.2025,"3,875%",US84265VAH87
Southern Copper Corp.,USD,23.04.2045,"5,875%",US84265VAJ44
Southern Power Co.,USD,15.12.2021,"2,500%",US843646AT75
Southern Power Co.,USD,15.12.2046,"4,950%",US843646AU49
Southwest Airlines Co.,USD,10.02.2030,"2,625%",US844741BF49
Southwest Airlines Co.,USD,04.05.2023,"4,750%",US844741BH05
Southwest Airlines Co.,USD,04.05.2025,"5,250%",US844741BJ60
Southwest Airlines Co.,USD,15.06.2027,"5,125%",US844741BK34
Southwestern Electric Power Co.,USD,15.09.2028,"4,100%",US845437BR25
Spectra Energy Partners L.P.,USD,15.03.2025,"3,500%",US84756NAF69
Spectra Energy Partners L.P.,USD,15.03.2045,"4,500%",US84756NAG43
