Unnamed: 0,Identifier,ISIN,Frequency,Seniority,Issuer,Maturity,Currency,Ins_type,Coupon,Spread
1326.0,MYBGX1700050,MYBGX1700050,Semi Annually,Unsecured,Malaysia Government Investment Issue,4-Aug-37,MYR,MYR,4.755,-
1327.0,SG77J3000002,SG77J3000002,Semi Annually,Senior Unsecured,KrisEnergy Ltd,22-Aug-23,SGD,SGD,4.0,See Additional Notes for more information
1328.0,ZR2997602,SGXF59084263,Semi Annually,Subordinated,SPH REIT,Perpetual,SGD,SGD,4.1,Reset Rate: 30 Aug 2024 and every 5 years thereafter <br> Reset Rate: Prevailing SGD 5Y SOR plus the Initial Spread (2.517%)
1329.0,XS1485534595,XS1485534595,Semi Annually,Senior Unsecured,Emperor International Holdings Ltd,19-Sep-21,USD,USD,4.0,-
1330.0,AU000XCLWAP3,AU000XCLWAP3,Semi Annually,Senior Unsecured,Australia Government Bond,21-Jun-39,AUD,AUD,3.25,-
1331.0,AX8948231,XS1974929611,Semi Annually,Senior Unsecured,CMT MTN Pte Ltd,2-Apr-29,USD,USD,3.609,-
1332.0,HK0000086634,HK0000086634,Semi Annually,Senior Unsecured,China Government Bond,18-Aug-21,CNH,CNH,2.36,-
1333.0,MYBVP1902958,MYBVP1902958,Semi Annually,Subordinated,MBSB Bank Bhd,19-Dec-31,MYR,MYR,5.25,-
1334.0,AO3839260,MYBVG1702043,Semi Annually,First Lien,BEWG M Sdn Bhd,17-Jul-20,MYR,MYR,5.1,-
1335.0,XS1423722823,XS1423722823,Semi Annually,Subordinated,QBE Insurance Group Ltd,17-Jun-46,USD,USD,5.875,Reset Date = 17 June 2026<br>Reset Rate = USSW10 + 4.395%
1336.0,XS1893891595,XS1893891595,Semi Annually,First Lien,"Oceanwide Holdings International Development III Co.,Ltd",31-Oct-21,USD,USD,12.0,-
1337.0,MYBMZ2000016,MYBMZ2000016,Semi Annually,Unsecured,Malaysia Government Bond,15-Jun-50,MYR,MYR,4.065,-
1338.0,XS1316202255,XS1316202255,Semi Annually,Senior Unsecured,Axiata SPV2 Bhd,19-Nov-20,USD,USD,3.466,-
1339.0,XS2015582716,XS2015582716,Semi Annually,Senior Unsecured,Landsea Green Properties Co Ltd,20-Jun-22,USD,USD,10.5,-
1340.0,XS2027351936,XS2027351936,Semi Annually,Senior Unsecured,Dawn Victor Ltd,14-Jul-20,USD,USD,8.45,-
1341.0,AO3654172,SG7EE8000009,Semi Annually,Senior Unsecured,Mercatus Co-operative Ltd,26-Jul-24,SGD,SGD,2.8,-
1342.0,SG7R77941010,SG7R77941010,Semi Annually,Senior Unsecured,SP PowerAssets Ltd,18-Aug-20,SGD,SGD,4.665,-
1343.0,US25160PAC14,US25160PAC14,Semi Annually,Senior Unsecured,Deutsche Bank AG/New York NY,4-Feb-21,USD,USD,4.25,-
1344.0,USG82016AQ28,USG82016AQ28,Semi Annually,Senior Unsecured,Sinopec Group Overseas Development (2018) Limited,13-May-50,USD,USD,3.35,-
1345.0,XS1590508153,XS1590508153,Semi Annually,Senior Unsecured,ICBCIL Finance Co Ltd,5-Apr-22,USD,USD,3.375,-
1346.0,USF2R125CD54,USF2R125CD54,Quarterly,Junior Subordinated,Credit Agricole SA,Perpetual,USD,USD,8.125,Reset Rate = 5Y Mid Swap + Margin (6.185%)<br>Reset Date = 23Dec2025 &amp; every 5y thereafter
1347.0,XS1265927019,XS1265927019,Quarterly,Senior Unsecured,SG Issuer SA,23-Oct-20,SGD,SGD,2.0,-
1348.0,XS1880442717,XS1880442717,Semi Annually,First Lien,Country Garden Holdings Co Ltd,27-Jan-24,USD,USD,8.0,-
1349.0,MYBMS1200026,MYBMS1200026,Semi Annually,Senior Unsecured,Malaysia Government Bond,15-Mar-27,MYR,MYR,3.892,-
1350.0,XS1291665179,XS1291665179,Semi Annually,Senior Unsecured,Shenzhen Expressway Co Ltd,18-Jul-21,USD,USD,2.875,-
1351.0,XS1916271213,XS1916271213,Semi Annually,Senior Unsecured,Zhuji Development Ltd,11-Dec-21,USD,USD,7.0,-
1352.0,XS2185867160,XS2185867160,Semi Annually,Senior Unsecured,SingTel Group Treasury Pte Ltd,10-Jun-30,USD,USD,1.875,-
1353.0,USY57657AA90,USY57657AA90,Semi Annually,Secured,Marble II Pte Ltd,20-Jun-22,USD,USD,5.3,-
1354.0,XS1897835408,XS1897835408,Semi Annually,Senior Unsecured,Shaanxi Xixian New Area Fengxi New City Development &amp; Construction Group Co Ltd,27-Dec-21,USD,USD,7.5,-
1355.0,XS1720540308,XS1720540308,Semi Annually,Senior Unsecured,Bank of China Ltd/Paris,22-Nov-20,CNH,CNH,4.5,-
1356.0,XS2060957177,XS2060957177,Semi Annually,Senior Unsecured,Kunming Municipal Urban Construction Investment &amp; Development Co Ltd,17-Oct-22,USD,USD,5.8,-
1357.0,XS1551709568,XS1551709568,Semi Annually,Senior Unsecured,State Bank of India/London,24-Jan-22,USD,USD,3.25,-
1358.0,XS1637076164,XS1637076164,Semi Annually,First Lien,Country Garden Holdings Co Ltd,25-Jul-22,USD,USD,4.75,-
1359.0,XS1894739157,XS1894739157,Semi Annually,Senior Unsecured,Everbright SHK BVI Ltd,21-Nov-21,USD,USD,5.25,-
1360.0,AU3CB0254480,AU3CB0254480,Semi Annually,Senior Unsecured,NEXTDC Ltd,9-Jun-22,AUD,AUD,6.0,-
1361.0,XS1852235586,XS1852235586,Semi Annually,Senior Unsecured,Bank Rakyat Indonesia Persero Tbk PT,20-Jul-23,USD,USD,4.625,-
1362.0,MYBGO1300710,MYBGO1300710,Semi Annually,Senior Unsecured,Malaysia Government Investment Issue,22-May-24,MYR,MYR,4.444,-
1363.0,NY07100X,SG7J28931946,Semi Annually,Senior Unsecured,Singapore Government,1-Sep-22,SGD,SGD,3.125,-
1364.0,XS1964673351,XS1964673351,Semi Annually,Senior Unsecured,Joy Treasure Assets Holdings Inc,20-Mar-24,USD,USD,3.875,-
1365.0,USU51407AD34,USU51407AD34,Semi Annually,Senior Unsecured,L Brands Inc,1-Jul-25,USD,USD,9.375,-
1366.0,XS2006258896,XS2006258896,Semi Annually,Secured,Astrea V Pte Ltd,20-Jun-29,USD,USD,5.75,-
1367.0,XS0611586263,XS0611586263,Semi Annually,Senior Unsecured,CITIC Ltd,15-Apr-21,USD,USD,6.625,-
1368.0,XS2067255328,XS2067255328,Semi Annually,Secured,Health &amp; Happiness H&amp;H International Holdings Ltd,24-Oct-24,USD,USD,5.625,-
1369.0,US455780CN45,US455780CN45,Semi Annually,Senior Unsecured,Indonesia Government International Bond,30-Oct-49,USD,USD,3.7,-
1370.0,USU42832AH59,USU42832AH59,Semi Annually,Senior Unsecured,Hewlett Packard Enterprise Co,15-Oct-25,USD,USD,4.9,-
1371.0,MYBVG2000678,MYBVG2000678,Semi Annually,Secured,Konsortium KAJV Sdn Bhd,12-May-23,MYR,MYR,5.35,-
1372.0,XS1209091856,XS1209091856,Semi Annually,Senior Unsecured,Provident Financial PLC,9-Oct-23,GBP,GBP,5.125,-
1373.0,USY7758EEC13,USY7758EEC13,Semi Annually,Secured,Shriram Transport Finance Co Ltd,24-Oct-22,USD,USD,5.95,-
1374.0,AX3499883,XS1953977326,Semi Annually,Senior Unsecured,CFLD Cayman Investment Ltd,28-Feb-21,USD,USD,8.625,-
1375.0,XS1297557412,XS1297557412,Semi Annually,Senior Unsecured,Ghana Government International Bond,14-Oct-30,USD,USD,10.75,-
1376.0,XS1649192934,XS1649192934,Semi Annually,Senior Unsecured,Banco Santander SA,19-Jan-23,AUD,AUD,4.0,-
1377.0,XS1520804250,XS1520804250,Semi Annually,Junior Subordinated,FWD Ltd,Perpetual,USD,USD,6.25,Reset Rate= US Treasury Benchmark Rate + 4.408% <br> Reset Date= First Call Date (24 Jan 2022) &amp; every 5 years thereafter
1378.0,AP5359785,SG7IA3000003,Semi Annually,Senior Unsecured,CITIC Envirotech Ltd,Perpetual,SGD,SGD,3.9,Reset Date: 19 October 2020 and every 3yrs thereafter<br>Reset Rate: 3Yr SGD Swap Rate + Initial Spread (2.38%) + Step Up 500 bps if not called on 19 October 2020
1379.0,QZ2671225,XS1480699641,Semi Annually,Subordinated,Standard Chartered PLC,19-Feb-27,USD,USD,4.3,-
1380.0,USG8200TAD21,USG8200TAD21,Semi Annually,Senior Unsecured,Sinopec Group Overseas Development 2016 Ltd,3-May-26,USD,USD,3.5,-
1381.0,XS2190999834,XS2190999834,Semi Annually,Senior Unsecured,"Bank Of China Limited, Hong Kong Branch",24-Jun-25,USD,USD,1.25,-
1382.0,NX11100X,SG7Y76964295,Semi Annually,Senior Unsecured,Singapore Government,1-Jun-21,SGD,SGD,2.25,-
1383.0,XS1938265474,XS1938265474,Semi Annually,First Lien,Yuzhou Properties Co Ltd,23-Jan-22,USD,USD,8.625,-
1384.0,XS1720814950,XS1720814950,Annually,Senior Unsecured,Toyota Finance Australia Ltd,21-Nov-22,AUD,AUD,2.875,-
1385.0,SG6ZD3000003,SG6ZD3000003,Semi Annually,Senior Unsecured,Ascendas India Trust,5-Oct-20,SGD,SGD,3.9,-
1386.0,XS2010198260,XS2010198260,Semi Annually,Senior Unsecured,LMIRT Capital Pte Ltd,19-Jun-24,USD,USD,7.25,-
1387.0,HK0000370558,HK0000370558,Annually,Senior Unsecured,MTR Corp CI Ltd,26-Oct-22,HKD,HKD,1.92,-
1388.0,XS1269824964,XS1269824964,Semi Annually,First Lien,Oceanwide Holdings International 2015 Co Ltd,11-Aug-20,USD,USD,9.625,-
1389.0,XS1262889998,XS1262889998,Semi Annually,Senior Unsecured,CCBL Cayman Corp Ltd,28-Jul-20,USD,USD,3.25,-
1390.0,XS1830126576,XS1830126576,Semi Annually,Secured,Bayfront Infrastructure Capital Pte. Ltd.,11-Jan-38,USD,USD,3.707,6M USD LIBOR +145bps (Reset Date: 11 January 2019)
1391.0,SG7HH5000008,SG7HH5000008,Semi Annually,Senior Unsecured,Vibrant Group Ltd,3-Oct-20,SGD,SGD,7.5,-
1392.0,USG84228AT58,USG84228AT58,Quarterly,Junior Subordinated,Standard Chartered PLC,Perpetual,USD,USD,2.27,"Coupon = 6.409% to 1/2017 S/A (30/360); Thereafter, 3MO US$LIBOR + 151BP QTRLY (ACT/360)."
1393.0,XS1759179002,XS1759179002,Semi Annually,Secured,Shimao Property Holdings Ltd,30-Jan-25,USD,USD,5.2,-
1394.0,AM2472943,SG78C5000003,Semi Annually,Senior Unsecured,GLL IHT Pte Ltd,31-Jan-22,SGD,SGD,4.0,-
1395.0,HK0000140035,HK0000140035,Quarterly,Senior Unsecured,CLP Power Hong Kong Financing Ltd,20-Sep-22,HKD,HKD,2.83,-
1396.0,USY68856AM84,USY68856AM84,Semi Annually,Senior Unsecured,Petronas Capital Ltd,18-Mar-22,USD,USD,3.125,-
1397.0,US718286AY36,US718286AY36,Semi Annually,Senior Unsecured,Philippine Government International Bond,2-Feb-30,USD,USD,9.5,-
1398.0,MYBVK1601122,MYBVK1601122,Semi Annually,Senior Unsecured,MMC Corp Bhd,26-Apr-23,MYR,MYR,5.29,-
1399.0,XS1888180640,XS1888180640,Annually,Junior Subordinated,Vodafone Group PLC,3-Oct-78,USD,USD,6.25,Reset Date: 3 Oct 2024 and every 5 years thereafter<br>Reset Rate: 5 Year Mid-Swaps + Margin (incl. step ups) 
1400.0,USG7801RAB53,USG7801RAB53,Semi Annually,Senior Unsecured,Sands China Ltd,8-Aug-25,USD,USD,5.125,-
1401.0,MYBGT1500037,MYBGT1500037,Semi Annually,Senior Unsecured,Malaysia Government Investment Issue,30-Sep-30,MYR,MYR,4.245,-
1402.0,HK0000102316,HK0000102316,Semi Annually,Unsecured,Hong Kong Government Bond,24-Feb-27,HKD,HKD,1.51,-
1403.0,XS1521768058,XS1521768058,Semi Annually,First Lien,Yanlord Land HK Co Ltd,23-Jan-22,USD,USD,5.875,-
1404.0,XS1932655613,XS1932655613,Semi Annually,Senior Unsecured,Guorui Properties Ltd,27-Feb-22,USD,USD,13.5,-
1405.0,AX5656191,SGXF20770800,Semi Annually,Senior Unsecured,CES Treasury Pte Ltd,15-Mar-22,SGD,SGD,6.0,-
1406.0,SG7LE8000004,SG7LE8000004,Semi Annually,Senior Unsecured,Keppel Land Ltd,17-Jan-23,SGD,SGD,2.68,-
1407.0,AU0507999,SGXF94679333,Semi Annually,Senior Unsecured,CMT MTN Pte Ltd,21-Aug-25,SGD,SGD,3.2,-
1408.0,XS1226628961,XS1226628961,Semi Annually,Senior Unsecured,CLP Power Hong Kong Financing Ltd,6-May-25,USD,USD,3.125,-
1409.0,USJ54675AD51,USJ54675AD51,Semi Annually,Subordinated,Nippon Life Insurance Co,19-Sep-47,USD,USD,4.0, Reset Date = 19 Sep 2027 <br> Reset Rate = USD ICE 5Y SWAP RATE + 2.880%
1410.0,XS1891434604,XS1891434604,Semi Annually,Secured,Shimao Property Holdings Ltd,15-Oct-21,USD,USD,6.375,-
1411.0,USQ12441AA19,USQ12441AA19,Semi Annually,Junior Subordinated,BHP Billiton Finance USA Ltd,19-Oct-75,USD,USD,6.25,"Reset Rate: 5yr US Mid Swap Rate + Applicable Margin for each Reset PeriodReset Date: 19Oct2020 &amp; every 5yrs thereafterRefer to ""Additional Notes"" for applicable Margin for each Reset Period"
1412.0,US251525AX97,US251525AX97,Annually,Junior Subordinated,Deutsche Bank AG,Perpetual,USD,USD,6.0,-
1413.0,AZ6283362,SGXF90488481,Semi Annually,Senior Unsecured,Thomson Medical Group Ltd,18-Jul-22,SGD,SGD,4.8,-
1414.0,US060505FL38,US060505FL38,Semi Annually,Junior Subordinated,Bank of America Corp,15-Mar-65,USD,USD,5.875,Reset Date: 15 March 2028 and Every Quarter thereafter Reset Rate: USD 3mth LIBOR +2.931%
1415.0,AX3066401,XS1950126109,Semi Annually,Senior Unsecured,China Resources Land Ltd,26-Feb-29,USD,USD,4.125,-
1416.0,XS2016888252,XS2016888252,Semi Annually,Senior Unsecured,Eastern Creation II Investment Holdings Ltd,15-Jul-22,USD,USD,2.8,-
1417.0,MYBUM1800102,MYBUM1800102,Semi Annually,First Lien,Segi Astana Sdn Bhd,8-Jan-27,MYR,MYR,5.6,-
1418.0,XS2004329244,XS2004329244,Semi Annually,Senior Unsecured,Fuqing Investment Management Ltd,12-Jun-22,USD,USD,4.0,-
1419.0,XS1808317892,XS1808317892,Semi Annually,Senior Unsecured,No Va Land Investment Group Corp,27-Apr-23,USD,USD,5.5,-
1420.0,USU9154LAB19,USU9154LAB19,Semi Annually,Senior Unsecured,AECOM Global II LLC / URS Fox US LP,1-Apr-22,USD,USD,5.0,-
1421.0,MYBUK1401673,MYBUK1401673,Semi Annually,Senior Unsecured,Tan Chong Motor Holdings Bhd,24-Nov-21,MYR,MYR,4.7,-
1422.0,XS1429589705,XS1429589705,Semi Annually,Senior Unsecured,ABCL Glory Capital Ltd,21-Jun-21,USD,USD,2.5,-
1423.0,XS2127855711,XS2127855711,Semi Annually,Senior Unsecured,RKPF Overseas 2019 A Ltd,5-Mar-25,USD,USD,5.9,-
1424.0,XS1677024579,XS1677024579,Semi Annually,Subordinated,Sino-Ocean Land Treasure III Ltd,Perpetual,USD,USD,4.9,Reset Date = 21 Sep 2022 and every 5 years thereafter<br> Reset Rate = 5-year US Treasury Rate plus Initial Spread (3.256%) + Step Up Margin (1%) in 21Sep2027.
1425.0,HK0000072832,HK0000072832,Semi Annually,Unsecured,Hong Kong Government Bond,7-Dec-20,HKD,HKD,2.44,-
1426.0,HK0000187226,HK0000187226,Semi Annually,Senior Unsecured,NWD MTN Ltd,28-Feb-24,HKD,HKD,5.5,-
1427.0,SG31A3000008,SG31A3000008,Semi Annually,Senior Unsecured,Frasers Property Treasury Pte Ltd,22-May-22,SGD,SGD,3.65,-
1428.0,MYBGS1300729,MYBGS1300729,Semi Annually,Senior Unsecured,Malaysia Government Investment Issue,6-Dec-28,MYR,MYR,4.9430000000000005,-
1429.0,XS0337405574,XS0337405574,Semi Annually,Senior Unsecured,Goldman Sachs Group Inc,28-Dec-32,SGD,SGD,0.716,-
1430.0,XS0568880479,XS0568880479,Semi Annually,Senior Unsecured,Barclays Bank PLC,4-Jan-21,SGD,SGD,3.3,-
1431.0,XS0979772596,XS0979772596,Semi Annually,Senior Unsecured,China Taiping New Horizon Ltd,18-Oct-23,USD,USD,6.0,-
1432.0,HK0000153905,HK0000153905,Annually,Senior Unsecured,China Government Bond,27-Jun-28,CNH,CNH,3.6,-
1433.0,XS2056378347,XS2056378347,Semi Annually,Senior Unsecured,China Overseas Finance Cayman VIII Ltd,27-Nov-29,USD,USD,3.05,-
1434.0,XS1800164904,XS1800164904,Semi Annually,Senior Unsecured,Yuexiu REIT MTN Co Ltd,27-Apr-21,USD,USD,4.75,-
1435.0,SG6W19984585,SG6W19984585,Semi Annually,Senior Unsecured,Mapletree Commercial Trust Treasury Co Pte Ltd,24-Aug-20,SGD,SGD,3.6,-
1436.0,US96122UAA25,US96122UAA25,Semi Annually,Junior Subordinated,Westpac Banking Corp/New Zealand,Perpetual,USD,USD,5.0,Reset Date: 21 Sep 2027 and every 5 years thereafter <br> Reset Rate: Prevailing Mid-Market Swap Rate + 2.888%
1437.0,MYBVI1502613,MYBVI1502613,Semi Annually,Senior Unsecured,MMC Corp Bhd,12-Nov-20,MYR,MYR,5.2,-
1438.0,MYBVI2001086,MYBVI2001086,Semi Annually,Secured,Tropicana Corp Bhd,30-Jun-25,MYR,MYR,5.65,-
1439.0,AV6452818,SGXF44549545,Semi Annually,Senior Unsecured,Housing &amp; Development Board,20-Nov-23,SGD,SGD,2.55,-
1440.0,XS1888985642,XS1888985642,Semi Annually,Senior Unsecured,Geely Sweden Finance AB,15-Nov-21,USD,USD,4.875,-
1441.0,XS2046591413,XS2046591413,Semi Annually,Senior Unsecured,SingTel Group Treasury Pte Ltd,28-Aug-29,USD,USD,2.375,-
1442.0,CH0286864027,CH0286864027,Annually,Junior Subordinated,UBS Group AG,Perpetual,USD,USD,6.875,Reset Rate = Mid Market Swap Rate + Margin (4.59%) <br>Reset Date=7Aug2025 &amp; every 5yr thereafter
1443.0,XS1679216801,XS1679216801,Semi Annually,Junior Subordinated,Julius Baer Group Ltd,Perpetual,USD,USD,4.75,Reset Date: 12 Sep 2024 and every 5 Years thereafter <br> Reset Rate: Prevailing 5Y USD Treasury Rate + 2.844%
1444.0,SG6VF3000007,SG6VF3000007,Semi Annually,Senior Unsecured,Keppel REIT MTN Pte Ltd,11-Feb-22,SGD,SGD,3.15,-
1445.0,MYBMX1200042,MYBMX1200042,Semi Annually,Senior Unsecured,Malaysia Government Bond,15-Apr-32,MYR,MYR,4.127,-
1446.0,XS1423878591,XS1423878591,Annually,Subordinated,BNP Paribas SA,31-May-28,AUD,AUD,5.0,Reset Date: 31 May 2023 <br> Reset Rate: AUD 5Y SWAP + 2.880%
1447.0,XS1477560897,XS1477560897,Semi Annually,Senior Unsecured,Suntec Real Estate Investment Trust,5-Sep-21,SGD,SGD,1.75,-
1448.0,XS2032636784,XS2032636784,Semi Annually,Senior Unsecured,Coastal Emerald Ltd,1-Aug-22,USD,USD,3.95,-
1449.0,XS2179917229,XS2179917229,Semi Annually,Senior Unsecured,CNPC Global Capital Limited,23-Jun-23,USD,USD,1.125,-
1450.0,SG7FH8000009,SG7FH8000009,Semi Annually,Senior Unsecured,Housing &amp; Development Board,28-Aug-22,SGD,SGD,1.825,-
1451.0,AX1645222,XS1952578505,Semi Annually,Senior Unsecured,RHB Bank Bhd,19-Feb-24,USD,USD,3.766,-
1452.0,HK0000124310,HK0000124310,Quarterly,Senior Unsecured,Wharf Finance Ltd,14-Sep-22,HKD,HKD,3.8,-
1453.0,USG8200TAH35,USG8200TAH35,Semi Annually,Senior Unsecured,Sinopec Group Overseas Development 2016 Ltd,29-Sep-26,USD,USD,2.75,-
1454.0,USQ12441AB91,USQ12441AB91,Semi Annually,Junior Subordinated,BHP Billiton Finance USA Ltd,19-Oct-75,USD,USD,6.75,"Reset Rate= 5Yr USD Swap Rate + Margin applicable for the Reset PeriodReset Date: 20Oct2025 &amp; every 5yrs thereafterRefer to ""Additional Notes"" for applicable Margin for each Reset Period"
1455.0,XS1831038143,XS1831038143,Semi Annually,Senior Unsecured,Chouzhou International Investment Ltd,30-May-22,USD,USD,4.5,-
1456.0,XS1870219018,XS1870219018,Semi Annually,First Lien,Times China Holdings Ltd,27-Nov-20,USD,USD,10.95,-
1457.0,HK0000116407,HK0000116407,Semi Annually,Senior Unsecured,China Government Bond,29-Jun-22,CNH,CNH,3.1,-
1458.0,XS1837047965,XS1837047965,Semi Annually,Senior Unsecured,Qingdao Jiaozhou Bay Development Group Co Ltd,14-Jun-21,USD,USD,6.5,-
1459.0,XS1991047306,XS1991047306,Semi Annually,Senior Unsecured,Soar Wise Ltd,31-May-22,USD,USD,3.5,-
1460.0,AQ7825500,SG7LH0000005,Semi Annually,Subordinated,GLL IHT Pte Ltd,Perpetual,SGD,SGD,4.6,Reset Date = 23 Jan 2025 and every 7 years thereafter<br> Reset Rate = Prevailing SGD 7Y SOR plus the Initial Spread (260.9bps) plus 100bps Distribution Step-Up
1461.0,XS0736418962,XS0736418962,Semi Annually,Subordinated,Standard Chartered PLC,25-Jan-22,USD,USD,5.7,-
1462.0,XS1464801957,XS1464801957,Semi Annually,Senior Unsecured,Estate Sky Ltd,8-Aug-21,USD,USD,4.875,-
1463.0,AO9170959,SG7GI8000005,Semi Annually,Senior Unsecured,Keppel Telecommunications &amp; Transportation Ltd,5-Sep-24,SGD,SGD,2.85,Reset Date: 05 March 20203 <br> Reset Rate: 3.850%
1464.0,XS1659119629,XS1659119629,Semi Annually,Secured,Agile Group Holdings Ltd,14-Aug-22,USD,USD,5.125,-
1465.0,AN5343404,SG7BC0000007,Semi Annually,Senior Unsecured,Chip Eng Seng Corp Ltd,19-May-22,SGD,SGD,4.9,-
1466.0,XS0340470490,XS0340470490,Semi Annually,Subordinated,Goldman Sachs Group Inc,18-Jan-38,GBP,GBP,6.875,-
1467.0,AX1826566,XS1948625121,Semi Annually,Senior Unsecured,China Cinda Finance 2017 I Ltd,21-Feb-22,USD,USD,3.75,-
1468.0,AN7627333,SG7CG2000004,Semi Annually,Senior Unsecured,RCS Trust,5-Jun-23,SGD,SGD,2.6,-
1469.0,USG05891AA76,USG05891AA76,Semi Annually,Secured,Aston Martin Capital Holdings Ltd,15-Apr-22,USD,USD,6.5,-
1470.0,MYBMZ1300078,MYBMZ1300078,Semi Annually,Senior Unsecured,Malaysia Government Bond,30-Sep-43,MYR,MYR,4.935,-
1471.0,US369622SM84,US369622SM84,Semi Annually,Subordinated,General Electric Co,11-Feb-21,USD,USD,5.3,-
1472.0,XS1487323021,XS1487323021,Semi Annually,Senior Unsecured,Central American Bank for Economic Integration,21-Sep-21,CNH,CNH,4.2,-
1473.0,HK0000207602,HK0000207602,Quarterly,Senior Unsecured,K Wah International Financial Services Ltd,22-Jul-21,HKD,HKD,4.35,-
1474.0,EK9956658,SG6YC3000008,Semi Annually,Junior Subordinated,Ascott Residence Trust,Perpetual,SGD,SGD,3.065,Reset Rate = SOR + 2.5%  <br><br> Reset Date = 30 June 2020 &amp; every 5Yr thereafter
1475.0,XS1111114135,XS1111114135,Semi Annually,Junior Subordinated,Emirates NBD 2014 Tier 1 Ltd,Perpetual,USD,USD,6.375,Reset Date: 17 September 2020<br>Reset Rate: USSW6 + 4.237% 
1476.0,XS1938443329,XS1938443329,Semi Annually,Senior Unsecured,BOC Aviation Ltd,25-Jan-24,USD,USD,4.0,-
1477.0,HK0000317732,HK0000317732,Semi Annually,Senior Unsecured,China Government Bond,12-Dec-31,CNH,CNH,4.15,-
1478.0,XS1989380172,XS1989380172,Semi Annually,Senior Unsecured,Netflix Inc,15-Nov-29,EUR,EUR,3.875,-
1479.0,XS1652511566,XS1652511566,Semi Annually,Senior Unsecured,Parkway Pantai Ltd,Perpetual,USD,USD,4.25,Reset Date: 27 Jul 2022 and every 5 years thereafter <br> Reset Rate: UST 5Y + 4.430%
1480.0,HK0000209202,HK0000209202,Semi Annually,Senior Unsecured,China Development Bank,6-Aug-24,CNH,CNH,4.35,-
1481.0,ZQ1493266,SGXF64305638,Semi Annually,Subordinated,Hotel Properties Ltd,Perpetual,SGD,SGD,4.4,Reset Date: 22 Oct 2024 &amp; every 5 years  thereafter<br>Reset Rate: Prevailing SGD 5Y SOR plus the Initial Spread (291.5bps)
1482.0,SG7OE5000001,SG7OE5000001,Semi Annually,Senior Unsecured,SMRT Capital Pte Ltd,5-Apr-23,SGD,SGD,2.59,-
1483.0,SG6W34985252,SG6W34985252,Semi Annually,Senior Unsecured,StarHub Ltd,12-Sep-22,SGD,SGD,3.08,-
1484.0,XS1592506957,XS1592506957,Semi Annually,Senior Unsecured,Tewoo Group Finance No 3 Ltd,6-Apr-22,USD,USD,5.5,-
1485.0,XS0852986156,XS0852986156,Semi Annually,Senior Unsecured,China Overseas Finance Cayman V Ltd,15-Nov-22,USD,USD,3.95,-
1486.0,AU3CB0242527,AU3CB0242527,Semi Annually,Senior Unsecured,AusNet Services Holdings Pty Ltd,16-Aug-27,AUD,AUD,4.4,-
1487.0,XS1488049740,XS1488049740,Semi Annually,First Lien,China South City Holdings Ltd,13-Sep-21,USD,USD,6.75,-
1488.0,XS1961092266,XS1961092266,Semi Annually,Senior Unsecured,Fantasia Holdings Group Co Ltd,11-Sep-20,CNH,CNH,11.875,-
1489.0,US037833DE71,US037833DE71,Semi Annually,Senior Unsecured,Apple Inc,13-Jan-23,USD,USD,2.4,-
1490.0,XS1717080524,XS1717080524,Semi Annually,Subordinated,Manulife Financial Corp,21-Nov-29,SGD,SGD,3.0,Reset Date = 21 Nov 2024 <br> Reset Rate = Prevailing 5Y SGD SOR plus the Initial Spread (83.2bps)
1491.0,XS1893648904,XS1893648904,Semi Annually,First Lien,China SCE Group Holdings Ltd,15-Jan-21,USD,USD,8.75,-
1492.0,HK0000202462,HK0000202462,Quarterly,Senior Unsecured,OCBC Wing Hang Bank Ltd,9-Jun-21,HKD,HKD,3.2,-
1493.0,ZR4015999,SGXF15643061,Semi Annually,Subordinated,ARA Asset Management Ltd,Perpetual,SGD,SGD,5.6,Reset Date = 04 Sep 2026 &amp; every 7 years thereafter <br> Reset Rate = Prevailing SGD 7Y SOR  + the Distribution Step-up (300 bps) +  Initial Spread (4.06%)
1494.0,USG3709DAA03,USG3709DAA03,Semi Annually,Senior Unsecured,Franshion Development Ltd,15-Apr-21,USD,USD,6.75,-
1495.0,XS1878119889,XS1878119889,Annually,Senior Unsecured,Daimler International Finance BV,21-Sep-21,CNH,CNH,4.5,-
1496.0,HK0000251345,HK0000251345,Semi Annually,Senior Unsecured,China Government Bond,21-May-30,CNH,CNH,3.6,-
1497.0,USG9600GAA07,USG9600GAA07,Semi Annually,Senior Unsecured,Metropolitan Light Co Ltd,21-Nov-22,USD,USD,5.5,-
