Identifier,ISIN,Name,Issuer,Currency,Frequency,Ins_Type,Last_Trading_Day
DE000A1PGSU1,DE000A1PGSU1,"0,6  % Landesschatzanweisung von 2013/20","Brandenburg, Land",Euro,quarterly,Floating Rate Note,22/09/2020
XS2035620710,XS2035620710,"0,25% Repsol International Finance B.V. (2027)",Repsol International Finance B.V.,Euro,annually,Fixed,2/8/2027
USU17127AL26,USU17127AL26,8% CHS/Commun.Health Systems Inc. (2026),CHS/Commun.Health Systems Inc.,US Dollar,annually,Fixed,15/03/2026
XS1960678412,XS1960678412,"1,625% Medtronic Global Holdings SCA (2031)",Medtronic Global Holdings SCA,Euro,annually,Fixed,7/3/2031
XS1403015156,XS1403015156,"1,125% Unilever N.V. (2028)",Unilever N.V.,Euro,annually,Fixed,29/04/2028
US58013MEN02,US58013MEN02,"3,7% McDonald's Corp. (2042)",McDonald's Corp.,US Dollar,annually,Fixed,15/02/2042
US26875PAM32,US26875PAM32,"3,15% EOG Resources Inc. (2025)",EOG Resources Inc.,US Dollar,,Fixed,1/4/2025
XS1525536840,XS1525536840,2% ITV PLC (2023),ITV PLC,Euro,,Fixed,1/12/2023
XS1488485720,XS1488485720,"1,5% Redefine Properties Limited (2021)",Redefine Properties Limited,Euro,annually,Fixed,16/09/2021
XS1151620637,XS1151620637,VAR Landwirtschaftliche Rentenbank (2022),Landwirtschaftliche Rentenbank,US Dollar,annually,Floating Rate Note,12/1/2022
FR0013507837,FR0013507837,"1,25% Cap Gemini S.A. (2022)",Cap Gemini S.A.,Euro,annually,Fixed,15/04/2022
DE000A2AAWH3,DE000A2AAWH3,var.  % Landesschatzanweisung 2018/23,"Brandenburg, Land",Euro,quarterly,Floating Rate Note,29/11/2023
XS2069407786,XS2069407786,"1,625% CPI PROPERTY GROUP S.A. (2027)",CPI PROPERTY GROUP S.A.,Euro,annually,Fixed,23/04/2027
USN4578BQA53,USN4578BQA53,5% ING Bank N.V. (2021),ING Bank N.V.,US Dollar,annually,Fixed,9/6/2021
US251526BL24,US251526BL24,"3,3% Deutsche Bank AG (2022)",Deutsche Bank AG,US Dollar,,Fixed,16/11/2022
DE000LB0XZV8,DE000LB0XZV8,"1,75% Landesbank Baden-Württemberg (2022)",Landesbank Baden-Württemberg,Euro,annually,Fixed,13/07/2022
DE000LB0XZS4,DE000LB0XZS4,"1,05% Landesbank Baden-Württemberg (2021)",Landesbank Baden-Württemberg,Euro,annually,Fixed,4/8/2021
US278642AW32,US278642AW32,"2,7% eBay Inc. (2030)",eBay Inc.,US Dollar,,Fixed,11/3/2030
US209111FQ16,US209111FQ16,"4,5% Cons. Edison Co. New York Inc. (2058)",Cons. Edison Co. New York Inc.,US Dollar,,Fixed,15/05/2058
XS2194192527,XS2194192527,2% Infineon Technologies AG (2032),Infineon Technologies AG,Euro,annually,Fixed,24/06/2032
US47109LAC81,US47109LAC81,"3,375% Japan Int. Cooperation Agency (JICA) (2028)",Japan Int. Cooperation Agency (JICA),US Dollar,annually,Fixed,12/6/2028
US46625HJX98,US46625HJX98,"3,625% JP Morgan Chase & Co. (2024)",JP Morgan Chase & Co.,US Dollar,annually,Fixed,13/05/2024
DE000A2BPJ45,DE000A2BPJ45,"0,125% DZ HYP AG (2024)",DZ HYP AG,Euro,annually,Fixed,1/3/2024
GR0124036709,GR0124036709,"1,5% Griechenland, Republik (2030)","Griechenland, Republik",Euro,annually,Fixed,18/06/2030
USL20041AA41,,5% Cosan Luxemburg S.A.,Cosan Luxemburg S.A.,US Dollar,,Fixed,-
US38141GXE96,US38141GXE96,"3,625% THE GOLDMAN SACHS GROUP, INC. (2024)","THE GOLDMAN SACHS GROUP, INC.",US Dollar,annually,Fixed,20/02/2024
XS1627602201,XS1627602201,"1,875% American International Group Inc. (2027)",American International Group Inc.,Euro,annually,Fixed,21/06/2027
DE000NLB88K7,DE000NLB88K7,"0,875% Norddeutsche Landesbank (2024)",Norddeutsche Landesbank,Euro,annually,Fixed,22/02/2024
AT000B049572,AT000B049572,"0,75% UniCredit Bank Austria AG (2025)",UniCredit Bank Austria AG,Euro,annually,Fixed,25/01/2025
XS1566101603,XS1566101603,1% Unilever N.V. (2027),Unilever N.V.,Euro,,Fixed,14/02/2027
US58933YAW57,US58933YAW57,4% Merck & Co. Inc. (2049),Merck & Co. Inc.,US Dollar,annually,Fixed,7/3/2049
DE000A1YCQ29,DE000A1YCQ29,"4,75% Allianz SE",Allianz SE,Euro,annually,Fixed,-
DE000LB1M214,DE000LB1M214,"0,2% Landesbank Baden-Württemberg (2021)",Landesbank Baden-Württemberg,Euro,,Fixed,13/12/2021
US421946AK01,US421946AK01,"3,625% Healthcare Realty Trust Inc. (2028)",Healthcare Realty Trust Inc.,US Dollar,,Fixed,15/01/2028
USU0663LAA62,USU0663LAA62,"9,75% Banff Merger Sub Inc. (2026)",Banff Merger Sub Inc.,US Dollar,annually,Fixed,1/9/2026
XS2103014291,XS2103014291,"0,375% E.ON SE (2027)",E.ON SE,Euro,,Fixed,29/09/2027
DE000A2GSSP3,DE000A2GSSP3,"5,5% Eyemaxx Real Estate AG (2023)",Eyemaxx Real Estate AG,Euro,annually,Fixed,25/04/2023
US67021CAM91,US67021CAM91,"3,2% NSTAR ELECTRIC CO (2027)",NSTAR ELECTRIC CO,US Dollar,annually,Fixed,15/05/2027
DE000HSH4PJ3,DE000HSH4PJ3,3% Hamburg Commercial Bank AG (2024),Hamburg Commercial Bank AG,Euro,annually,Fixed,26/11/2024
USP78625DX85,USP78625DX85,"6,84% Petróleos Mexicanos (PEMEX) (2030)",Petróleos Mexicanos (PEMEX),US Dollar,annually,Fixed,23/01/2030
DE000HLB3P46,DE000HLB3P46,VAR Landesbank Hessen-Thüringen Girozentrale (2026),Landesbank Hessen-Thüringen Girozentrale,Euro,,Floating Rate Note,16/03/2026
AU3CB0229680,AU3CB0229680,"5,25% ASCIANO FINANCE (2025)",ASCIANO FINANCE,Australischer Dollar,,Fixed,19/05/2025
XS1301292261,XS1301292261,"2,5% China Development Bank (2020)",China Development Bank,US Dollar,,Fixed,9/10/2020
US532457BY33,US532457BY33,"2,25% Eli Lilly & Co. (2050)",Eli Lilly & Co.,US Dollar,annually,Fixed,15/05/2050
DE000DXA0S75,DE000DXA0S75,var. % Öff. Pfandbrief Emission 1529,Landesbank Hessen-Thüringen Girozentrale,Euro,annually,Floating Rate Note,6/12/2022
US281020AQ02,US281020AQ02,"3,55% Edison International (2024)",Edison International,US Dollar,,Fixed,15/11/2024
DE000A2GSCW3,DE000A2GSCW3,"1,5% Daimler AG (2029)",Daimler AG,Euro,,Fixed,3/7/2029
XS1692396069,XS1692396069,"0,75% Santander Consumer Bank AG (2022)",Santander Consumer Bank AG,Euro,annually,Fixed,17/10/2022
US843646AU49,US843646AU49,"4,95% Southern Power Co. (2046)",Southern Power Co.,US Dollar,annually,Fixed,15/12/2046
USC3535CAH19,USC3535CAH19,"6,5% First Quantum Minerals Ltd. (2024)",First Quantum Minerals Ltd.,US Dollar,annually,Fixed,1/3/2024
XS1623615546,XS1623615546,"1,5% Global Switch Holdings (2024)",Global Switch Holdings,Euro,annually,Fixed,31/01/2024
US40434LAA35,US40434LAA35,"2,2% Hewlett-Packard Co. (2025)",Hewlett-Packard Co.,US Dollar,annually,Fixed,17/06/2025
DE000HSH4F98,DE000HSH4F98,4% Hamburg Commercial Bank AG (2033),Hamburg Commercial Bank AG,Euro,annually,Fixed,14/03/2033
DE000A1681A3,DE000A1681A3,"0,01 % IHS Serie 181",Investitionsbank Berlin,Euro,annually,Fixed,21/12/2021
XS1183208328,XS1183208328,1% European Investment Bank (2031),European Investment Bank,Euro,annually,Fixed,14/03/2031
XS1205548164,XS1205548164,"1,625% WPP Finance Deutschland Gmbh (2030)",WPP Finance Deutschland Gmbh,Euro,annually,Fixed,23/03/2030
USU9273ACL71,USU9273ACL71,VAR Volkswagen AG (2020),Volkswagen AG,US Dollar,annually,Floating Rate Note,13/11/2020
DE000HLB4BC1,DE000HLB4BC1,"0,75% Landesbank Hessen-Thüringen Girozentrale (2031)",Landesbank Hessen-Thüringen Girozentrale,Euro,,Fixed,15/12/2031
XS2147995372,XS2147995372,"2,5% Danaher Corp. (2030)",Danaher Corp.,Euro,annually,Fixed,30/03/2030
EU000A1U9951,EU000A1U9951,"0,125% Europäischer Stabilitäts.(ESM) (2024)",Europäischer Stabilitäts.(ESM),Euro,,Fixed,22/04/2024
XS1951095329,XS1951095329,"2,625% SOCIETA' PER LA GESTIONE DI ATTIVITA' - S.G.A. S.P.A. (2024)",SOCIETA' PER LA GESTIONE DI ATTIVITA' - S.G.A. S.P.A.,Euro,annually,Fixed,13/02/2024
BE6265142099,BE6265142099,"2,7% Anheuser-Busch InBev S.A./N.V. (2026)",Anheuser-Busch InBev S.A./N.V.,Euro,annually,Fixed,30/03/2026
US912810EK08,US912810EK08,"8,125% Vereinigte Staaten von Amerika (2021)",Vereinigte Staaten von Amerika,US Dollar,annually,Fixed,15/08/2021
US983919AJ06,US983919AJ06,"2,95% XILINX INC (2024)",XILINX INC,US Dollar,annually,Fixed,1/6/2024
US778296AB92,US778296AB92,"4,6% Ross Stores Inc. (2025)",Ross Stores Inc.,US Dollar,annually,Fixed,15/04/2025
XS0138038624,XS0138038624,"5,75% Kreditanstalt für Wiederaufbau (2032)",Kreditanstalt für Wiederaufbau,Britische Pfund,annually,Fixed,7/6/2032
US037411BE40,US037411BE40,"4,375% Apache Corp. (2028)",Apache Corp.,US Dollar,annually,Fixed,15/10/2028
DE000LB1M2P8,DE000LB1M2P8,"0,65% Landesbank Baden-Württemberg (2026)",Landesbank Baden-Württemberg,Euro,annually,Fixed,16/01/2026
US912810FP85,US912810FP85,"5,375% Vereinigte Staaten von Amerika (2031)",Vereinigte Staaten von Amerika,US Dollar,annually,Fixed,15/02/2031
DE000HSH4QH5,,2% Hamburg Commercial Bank AG,Hamburg Commercial Bank AG,Euro,annually,Fixed,-
XS1178970106,XS1178970106,"0,5% Unilever N.V. (2022)",Unilever N.V.,Euro,,Fixed,3/2/2022
DE000LB0VEU9,DE000LB0VEU9,"2,75% Landesbank Baden-Württemberg (2020)",Landesbank Baden-Württemberg,Euro,annually,Fixed,13/10/2020
CA110709BL56,CA110709BL56,"8,75% British Columbia, Provinz (2022)","British Columbia, Provinz",Kanadischer Dollar,annually,Fixed,19/08/2022
XS1992927902,XS1992927902,"1,231% BP Capital Markets PLC (2031)",BP Capital Markets PLC,Euro,annually,Fixed,8/5/2031
US91324PCA84,US91324PCA84,"3,95% UNITEDHEALTH GROUP INC (2042)",UNITEDHEALTH GROUP INC,US Dollar,annually,Fixed,15/10/2042
XS1897435720,XS1897435720,VAR NRW.Bank (2020),NRW.Bank,US Dollar,annually,Floating Rate Note,26/10/2020
XS1517195118,XS1517195118,"1,125% National Australia Bank Ltd. (2021)",National Australia Bank Ltd.,Britische Pfund,annually,Fixed,10/11/2021
USQ8809VAA72,USQ8809VAA72,"5,125% Sydney Airport Fin.Co.Pty Ltd. (2021)",Sydney Airport Fin.Co.Pty Ltd.,US Dollar,,Fixed,22/02/2021
XS2078696866,XS2078696866,"0,625% Grenke Finance (2025)",Grenke Finance,Euro,,Fixed,9/1/2025
BE0002273424,BE0002273424,"0,5% Proximus S.A. (2022)",Proximus S.A.,Euro,,Fixed,22/03/2022
US55616XAK37,US55616XAK37,"4,375% MACYS RETAIL HLDGS INC (2023)",MACYS RETAIL HLDGS INC,US Dollar,annually,Fixed,1/9/2023
DE000A194DD9,DE000A194DD9,"0,875% Daimler International Finance BV (2024)",Daimler International Finance BV,Euro,annually,Fixed,9/4/2024
US693475AW59,US693475AW59,"3,45% PNC Financial Services Group (2029)",PNC Financial Services Group,US Dollar,annually,Fixed,23/04/2029
BE6277215545,BE6277215545,"3,5% AG Insurance S.A. (2047)",AG Insurance S.A.,Euro,annually,Fixed,30/06/2047
XS2126161681,XS2126161681,0% RELX Finance B.V. (2024),RELX Finance B.V.,Euro,,Fixed,18/03/2024
US46625HJQ48,US46625HJQ48,"6,75% JP Morgan Chase & Co.",JP Morgan Chase & Co.,US Dollar,annually,Fixed,-
DE000LB00MF4,DE000LB00MF4,"0,6% Landesbank Baden-Württemberg (2021)",Landesbank Baden-Württemberg,Euro,annually,Fixed,2/2/2021
XS1612977717,XS1612977717,"1,125% European Investment Bank (2033)",European Investment Bank,Euro,,Fixed,13/04/2033
FR0013241346,FR0013241346,1% Air Liquide Finance (2027),Air Liquide Finance,Euro,,Fixed,8/3/2027
US03938LAX29,,"6,25% ArcelorMittal S.A. (2022)",ArcelorMittal S.A.,US Dollar,annually,Fixed,25/02/2022
XS0737138460,XS0737138460,"3,375% Enexis Holding N.V. (2022)",Enexis Holding N.V.,Euro,,Fixed,26/01/2022
US941053AJ91,US941053AJ91,"3,5% Waste Connections, Inc. (2029)","Waste Connections, Inc.",US Dollar,annually,Fixed,1/5/2029
US171340AL60,US171340AL60,"3,95% Church & Dwight Co. Inc (2047)",Church & Dwight Co. Inc,US Dollar,annually,Fixed,1/8/2047
IT0004735152,IT0004735152,"3,1% Italien, Republik (2026)","Italien, Republik",Euro,annually,Fixed,15/09/2026
DE000A2R7JE1,DE000A2R7JE1,"1,125% Vonovia Finance B.V. (2034)",Vonovia Finance B.V.,Euro,annually,Fixed,14/09/2034
US89114QBX51,US89114QBX51,"2,55% Toronto-Dominion Bank, The (2021)","Toronto-Dominion Bank, The",US Dollar,annually,Fixed,25/01/2021
DE000HSH4V56,DE000HSH4V56,"2,11% Hamburg Commercial Bank AG (2024)",Hamburg Commercial Bank AG,Euro,,Fixed,27/11/2024
XS1531306717,XS1531306717,"6,25% Thomas Cook Group (2022)",Thomas Cook Group,Euro,,Fixed,15/06/2022
XS1348965580,XS1348965580,"9,5% Coöperatieve Rabobank U.A. (2021)",Coöperatieve Rabobank U.A.,Russischer Rubel,annually,Fixed,28/01/2021
US064149C886,US064149C886,"4,375% Bank of Nova Scotia (2021)",Bank of Nova Scotia,US Dollar,,Fixed,13/01/2021
US594918BY93,US594918BY93,"3,3% Microsoft Corp. (2027)",Microsoft Corp.,US Dollar,annually,Fixed,6/2/2027
XS1730873731,XS1730873731,"0,95% ArcelorMittal S.A. (2023)",ArcelorMittal S.A.,Euro,annually,Fixed,17/01/2023
BE0000326356,BE0000326356,"4% Belgien, Königreich (2032)","Belgien, Königreich",Euro,annually,Fixed,28/03/2032
DE000BLB04Q6,DE000BLB04Q6,"1,05% Bayerische Landesbank (2021)",Bayerische Landesbank,Euro,annually,Fixed,5/1/2021
XS1506066676,XS1506066676,"6,5% DNB Bank ASA",DNB Bank ASA,US Dollar,,Fixed,-
FR0013422623,FR0013422623,"2,25% Eutelsat SA (2027)",Eutelsat SA,Euro,annually,Fixed,13/07/2027
CH0286864027,CH0286864027,"6,875% UBS Group AG",UBS Group AG,US Dollar,,Fixed,-
US14912L5F48,US14912L5F48,"2,85% Caterpillar Financial Services Corp. (2022)",Caterpillar Financial Services Corp.,US Dollar,annually,Fixed,1/6/2022
XS0318345971,XS0318345971,0% European Investment Bank (2022),European Investment Bank,T&uuml;rkische Lira,annually,Fixed,5/9/2022
GB00BL68HH02,GB00BL68HH02,"0% Großbritannien, Vereinigtes Königreich (2030)","Großbritannien, Vereinigtes Königreich",Britische Pfund,annually,Fixed,22/10/2030
DE000LB0UX15,DE000LB0UX15,"2,75% Landesbank Baden-Württemberg (2020)",Landesbank Baden-Württemberg,Euro,annually,Fixed,13/10/2020
GB0002404191,GB0002404191,"6% Großbritannien, Vereinigtes Königreich (2028)","Großbritannien, Vereinigtes Königreich",Britische Pfund,annually,Fixed,7/12/2028
XS1575968026,XS1575968026,"6,5% Oman, Sultanat (2047)","Oman, Sultanat",US Dollar,annually,Fixed,8/3/2047
USU0029QAM88,USU0029QAM88,VAR AbbVie Inc. (2021),AbbVie Inc.,US Dollar,annually,Floating Rate Note,19/11/2021
DE000HLB06H7,DE000HLB06H7,"2,55% Landesbank Hessen-Thüringen Girozentrale (2029)",Landesbank Hessen-Thüringen Girozentrale,Euro,annually,Fixed,19/03/2029
DE000BLB2J48,DE000BLB2J48,"1,5% Bayerische Landesbank (2020)",Bayerische Landesbank,Euro,annually,Fixed,23/10/2020
XS1294343337,XS1294343337,VAR OMV AG,OMV AG,Euro,,Floating Rate Note,-
US50077LAD82,US50077LAD82,3% Kraft Heinz Foods Co. (2026),Kraft Heinz Foods Co.,US Dollar,,Fixed,1/6/2026
US718546AR56,US718546AR56,"3,9% Phillips 66 (2028)",Phillips 66,US Dollar,annually,Fixed,15/03/2028
US316773CV06,US316773CV06,"3,95% FIFTH THIRD BANCORP (2028)",FIFTH THIRD BANCORP,US Dollar,,Fixed,14/03/2028
US912828Y958,US912828Y958,"1,875% Vereinigte Staaten von Amerika (2026)",Vereinigte Staaten von Amerika,US Dollar,annually,Fixed,31/07/2026
US912810EZ76,US912810EZ76,"6,625% Vereinigte Staaten von Amerika (2027)",Vereinigte Staaten von Amerika,US Dollar,annually,Fixed,15/02/2027
US91324PDE97,US91324PDE97,"2,95% UNITEDHEALTH GROUP INC (2027)",UNITEDHEALTH GROUP INC,US Dollar,,Fixed,15/10/2027
XS1531345376,XS1531345376,1% BECTON DICKINSON (2022),BECTON DICKINSON,Euro,annually,Fixed,15/12/2022
USL43228AA06,USL43228AA06,"8,5% Gilex Holding S.a r.l. (2023)",Gilex Holding S.a r.l.,US Dollar,annually,Fixed,2/5/2023
US87264AAR68,US87264AAR68,4% T-MOBILE USA INC (2022),T-MOBILE USA INC,US Dollar,,Fixed,15/04/2022
DE000DB7XJJ2,DE000DB7XJJ2,"2,75% Deutsche Bank AG (2025)",Deutsche Bank AG,Euro,,Fixed,17/02/2025
XS1572429030,XS1572429030,"0,4% ANZ New Zealand (International) (London Branch) (2022)",ANZ New Zealand (International) (London Branch),Euro,,Fixed,1/3/2022
US235851AP78,,"2,4% Danaher Corp. (2020)",Danaher Corp.,US Dollar,annually,Fixed,15/09/2020
USP7071QAA24,USP7071QAA24,"3,375% Nacional Financiera (Nafin) (2020)",Nacional Financiera (Nafin),US Dollar,,Fixed,5/11/2020
US222213AR10,US222213AR10,"2,625% Council Of Europe Development Bank (2023)",Council Of Europe Development Bank,US Dollar,annually,Fixed,13/02/2023
FR0013144003,FR0013144003,"1,125% Sanofi S.A. (2028)",Sanofi S.A.,Euro,,Fixed,5/4/2028
FR0013512381,FR0013512381,"0,25% KLEPIERRE (2023)",KLEPIERRE,Euro,annually,Fixed,13/05/2023
DE000LB0WW06,DE000LB0WW06,"2,1% Landesbank Baden-Württemberg (2022)",Landesbank Baden-Württemberg,Euro,annually,Fixed,13/10/2022
US60871RAG56,US60871RAG56,3% Molson Coors Beverage Co. (2026),Molson Coors Beverage Co.,US Dollar,,Fixed,15/07/2026
US459058FT50,US459058FT50,"1,875% International Bank for Reconstruction and Development (2026)",International Bank for Reconstruction and Development,US Dollar,,Fixed,27/10/2026
XS1323897485,XS1323897485,VAR Solvay Finance,Solvay Finance,Euro,,Floating Rate Note,-
FR0013444304,FR0013444304,"0,1% HSBC France S.A. (2027)",HSBC France S.A.,Euro,annually,Fixed,3/9/2027
US030981AL88,US030981AL88,"5,75% Amerigas Prt.L.P./Fin. Corp. (2027)",Amerigas Prt.L.P./Fin. Corp.,US Dollar,,Fixed,20/05/2027
US166764BD17,US166764BD17,"3,326% Chevron Corp. (2025)",Chevron Corp.,US Dollar,,Fixed,17/11/2025
XS2118276539,XS2118276539,0% Siemens Financieringsmaatschappij N.V. (2023),Siemens Financieringsmaatschappij N.V.,Euro,,Fixed,20/02/2023
FR0013428489,FR0013428489,"0,375% Engie S.A. (2027)",Engie S.A.,Euro,annually,Fixed,21/06/2027
DE000A2AASM1,DE000A2AASM1,"3,5% PROKON Regenerative Energien eG (2030)",PROKON Regenerative Energien eG,Euro,,Fixed,25/06/2030
DE000HLB4BW9,DE000HLB4BW9,"0,75% Landesbank Hessen-Thüringen Girozentrale (2025)",Landesbank Hessen-Thüringen Girozentrale,Euro,annually,Fixed,20/01/2025
XS1731734585,XS1731734585,"0,375% Stadshypotek AB (2024)",Stadshypotek AB,Euro,annually,Fixed,6/12/2024
USU8066LAE49,USU8066LAE49,4% Schlumberger Holdings Corp. (2025),Schlumberger Holdings Corp.,US Dollar,,Fixed,21/12/2025
IT0004848831,IT0004848831,"5,5% Italien, Republik (2022)","Italien, Republik",Euro,annually,Fixed,1/11/2022
AU3SG0001589,AU3SG0001589,"1,5% South Australian Government Financing Authority (2022)",South Australian Government Financing Authority,Australischer Dollar,,Fixed,22/09/2022
XS0118514446,XS0118514446,7% Credit Suisse Group Finance [US] Inc. (2020),Credit Suisse Group Finance [US] Inc.,Britische Pfund,annually,Fixed,5/10/2020
US912828XD79,US912828XD79,"1,875% Vereinigte Staaten von Amerika (2022)",Vereinigte Staaten von Amerika,US Dollar,,Fixed,31/05/2022
USU64159AD52,USU64159AD52,"6,25% New Enterprise St.& L.Co. Inc. (2026)",New Enterprise St.& L.Co. Inc.,US Dollar,annually,Fixed,15/03/2026
DE000LB0VPX9,DE000LB0VPX9,"2,5% Landesbank Baden-Württemberg (2021)",Landesbank Baden-Württemberg,Euro,annually,Fixed,13/10/2021
US29736RAK68,US29736RAK68,"4,15% Estee Lauder Co INC (2047)",Estee Lauder Co INC,US Dollar,,Fixed,15/03/2047
XS1366026919,XS1366026919,"2,25% Honeywell International Inc. (2028)",Honeywell International Inc.,Euro,annually,Fixed,22/02/2028
USU07265AD03,USU07265AD03,VAR Bayer US Finance LLC (2023),Bayer US Finance LLC,US Dollar,annually,Floating Rate Note,25/12/2023
US035240AR13,US035240AR13,"4,9% Anheuser-Busch InBev Worldwide Inc. (2031)",Anheuser-Busch InBev Worldwide Inc.,US Dollar,annually,Fixed,23/01/2031
DE000BLB2PE7,DE000BLB2PE7,0% Bayerische Landesbank (2021),Bayerische Landesbank,Euro,annually,Fixed,6/9/2021
US65339KAS96,US65339KAS96,"2,403% Nextera Energy Capital Ho.Inc. (2021)",Nextera Energy Capital Ho.Inc.,US Dollar,annually,Fixed,1/9/2021
US38145GAH39,US38145GAH39,"3,5% THE GOLDMAN SACHS GROUP, INC. (2026)","THE GOLDMAN SACHS GROUP, INC.",US Dollar,annually,Fixed,16/11/2026
DE000DXA0RA0,DE000DXA0RA0,var. % Öff. Pfandbrief Emission 1468,Landesbank Hessen-Thüringen Girozentrale,Euro,annually,Floating Rate Note,28/04/2026
USN30707AD06,USN30707AD06,"2,875% Enel Finance International NV (2022)",Enel Finance International NV,US Dollar,annually,Fixed,25/05/2022
US500769HU15,US500769HU15,"2,625% Kreditanstalt für Wiederaufbau (2021)",Kreditanstalt für Wiederaufbau,US Dollar,annually,Fixed,12/4/2021
XS1720016531,XS1720016531,"5,75% Verisure Midholding AB (2023)",Verisure Midholding AB,Euro,,Fixed,1/12/2023
DE000DB7XHP3,DE000DB7XHP3,6% Deutsche Bank AG,Deutsche Bank AG,Euro,annually,Fixed,-
US58013MEK62,US58013MEK62,"4,875% McDonald's Corp. (2040)",McDonald's Corp.,US Dollar,,Fixed,15/07/2040
FR0013460607,FR0013460607,"1,125% Bureau Veritas SA (2027)",Bureau Veritas SA,Euro,annually,Fixed,18/01/2027
DE000A18V146,DE000A18V146,"2,25% Vonovia Finance B.V. (2023)",Vonovia Finance B.V.,Euro,,Fixed,15/12/2023
DE000MHB13J7,DE000MHB13J7,"0,5% Münchener Hypothekenbank eG (2025)",Münchener Hypothekenbank eG,Euro,,Fixed,14/03/2025
DE000CZ40MW3,DE000CZ40MW3,"0,25% COMMERZBANK Aktiengesellschaft (2023)",COMMERZBANK Aktiengesellschaft,Euro,annually,Fixed,13/09/2023
PTEDPLOM0017,PTEDPLOM0017,"1,7% EDP- Energias de Portugal S.A. (2080)",EDP- Energias de Portugal S.A.,Euro,,Fixed,20/07/2080
US370334CC65,US370334CC65,VAR General Mills Inc. (2023),General Mills Inc.,US Dollar,half-yearly,Floating Rate Note,17/10/2023
US37045XCK00,US37045XCK00,"4,35% General Motors Financial Co Inc (2025)",General Motors Financial Co Inc,US Dollar,annually,Fixed,9/4/2025
DE000NRW0KL2,DE000NRW0KL2,"1,875% Nordrhein-Westfalen, Land (2020)","Nordrhein-Westfalen, Land",US Dollar,,Fixed,19/10/2020
US56585AAF93,US56585AAF93,"6,5% Marathon Petroleum Corp. (2041)",Marathon Petroleum Corp.,US Dollar,annually,Fixed,1/3/2041
AT000B093273,AT000B093273,"1,375% Raiffeisen LB Steiermark (2033)",Raiffeisen LB Steiermark,Euro,annually,Fixed,11/5/2033
XS1799545758,XS1799545758,"0,25% Bank of Nova Scotia (2022)",Bank of Nova Scotia,Euro,annually,Fixed,28/09/2022
CA53947ZAC10,CA53947ZAC10,"6,65% Loblaw Companies Ltd. (2027)",Loblaw Companies Ltd.,Kanadischer Dollar,annually,Fixed,8/11/2027
DE000LB1A6P3,DE000LB1A6P3,"0,75% Landesbank Baden-Württemberg (2021)",Landesbank Baden-Württemberg,Euro,annually,Fixed,13/07/2021
CH0279135328,CH0279135328,"0,875% SGS S.A. (2030)",SGS S.A.,Schweizer Franken,,Fixed,8/5/2030
